núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
271,2018,15,4,1,1,1,1,713,7,99,1,30,5,5,7,9,1,4,999,99,9999,99,2
272,2018,15,7,2,1,1,1,415,4,99,1,33,5,5,7,1,1,1,69,4,9999,99,2
273,2018,15,22,4,3,1,1,301,3,99,1,21,3,3,5,1,1,4,32,3,2017,5,1
274,2018,15,22,4,3,1,1,301,3,99,1,24,3,3,5,2,1,4,6,5,2016,5,1
275,2018,16,5,1,1,1,2,101,1,11,1,24,3,3,5,9,1,4,67,5,9999,99,2
276,2018,16,15,3,2,1,2,2011,20,99,1,57,10,10,12,2,1,3,17,1,1998,3,1
277,2018,16,15,3,2,1,2,2011,20,99,1,24,3,3,5,1,1,2,31,6,1998,3,1
278,2018,16,21,4,3,1,2,501,5,99,1,47,8,8,10,1,1,6,19,10,2005,4,1
279,2018,16,21,4,3,1,2,501,5,99,1,22,3,3,5,1,1,4,54,1,9999,99,1
280,2018,16,5,1,1,1,2,611,6,99,1,999,16,12,18,1,1,3,69,4,2018,5,7
281,2018,16,13,3,2,1,2,602,6,99,1,27,4,4,6,1,1,5,61,3,1993,3,1
282,2018,16,13,3,2,1,2,602,6,99,1,34,5,5,7,1,1,3,56,8,1993,3,1
283,2018,16,0,1,1,1,2,1001,10,99,1,44,7,7,9,1,1,3,69,1,1986,2,1
284,2018,16,0,1,1,1,2,1001,10,99,1,35,6,6,8,2,1,3,69,3,1984,2,1
285,2018,16,1,1,1,1,2,1601,16,99,1,20,3,3,5,2,1,4,32,1,9999,99,4
286,2018,16,16,3,2,1,2,710,7,99,1,34,5,5,7,1,1,3,69,3,1995,3,1
287,2018,16,16,3,2,1,2,710,7,99,1,50,9,9,11,1,1,2,66,5,2015,5,1
288,2018,16,12,3,2,1,2,101,1,4,1,54,9,9,11,1,1,2,56,15,9999,99,1
289,2018,16,12,3,2,1,2,101,1,4,1,999,16,12,18,1,1,4,67,3,9999,99,1
290,2018,16,9,2,1,1,2,101,1,12,1,19,2,2,4,1,1,4,67,3,9999,99,1
291,2018,16,9,2,1,1,2,101,1,12,1,38,6,6,8,1,1,1,10,9,9999,99,1
292,2018,16,9,2,1,1,2,101,1,12,1,19,2,2,4,1,1,1,27,99,1992,3,1
293,2018,16,9,2,1,1,2,101,1,12,2,30,5,5,7,1,1,1,48,4,2001,4,1
294,2018,16,21,4,3,1,2,101,1,18,1,36,6,6,8,1,1,1,10,3,9999,99,7
295,2018,16,2,1,1,1,2,312,3,99,9,999,16,12,18,1,9,1,999,99,9999,99,1
296,2018,16,2,1,1,1,2,312,3,99,1,30,5,5,7,1,1,1,48,2,2006,4,1
297,2018,17,4,1,1,1,3,108,1,99,1,51,9,9,11,1,1,9,28,3,2001,4,7
298,2018,17,16,3,2,1,3,101,1,10,1,64,11,11,13,1,1,2,17,9,2007,4,1
299,2018,17,16,3,2,1,3,101,1,10,1,40,7,7,9,1,1,5,26,2,9999,99,1
300,2018,17,19,4,3,1,3,117,1,99,2,23,3,3,5,1,1,1,27,4,2012,5,1
301,2018,17,19,4,3,1,3,117,1,99,1,32,5,5,7,1,1,4,6,1,9999,99,1
302,2018,17,13,3,2,1,3,1903,19,99,1,49,8,8,10,9,1,4,67,5,2016,5,1
303,2018,17,13,3,2,1,3,1903,19,99,1,19,2,2,4,9,1,2,44,5,2004,4,1
304,2018,17,14,3,2,1,3,1102,11,99,1,38,6,6,8,1,1,1,56,1,1993,3,1
305,2018,17,14,3,2,1,3,1102,11,99,1,46,8,8,10,1,1,4,67,5,9999,99,1
306,2018,17,15,3,2,1,3,1103,11,99,1,29,4,4,6,9,1,4,67,1,9999,99,1
307,2018,17,15,3,2,1,3,1103,11,99,9,999,16,12,18,9,9,5,31,2,9999,99,1
308,2018,17,8,2,1,1,3,901,9,99,1,38,6,6,8,9,1,4,32,4,9999,99,2
309,2018,18,0,1,1,1,4,101,1,10,1,29,4,4,6,9,1,4,6,5,9999,99,2
310,2018,18,1,1,1,1,4,106,1,99,1,23,3,3,5,9,1,1,27,9,1987,2,2
311,2018,18,23,4,3,1,4,110,1,99,1,43,7,7,9,2,1,11,999,2,9999,99,2
312,2018,18,10,2,1,1,4,104,1,99,1,32,5,5,7,1,1,5,26,2,2017,5,1
313,2018,18,10,2,1,1,4,104,1,99,1,17,2,2,4,9,2,1,27,4,1998,3,1
314,2018,18,9,2,1,1,4,1901,19,99,2,34,5,5,7,1,1,1,41,1,1998,3,1
315,2018,18,9,2,1,1,4,1901,19,99,1,56,10,10,12,1,1,18,999,14,9999,99,1
316,2018,18,18,4,3,1,4,1001,10,99,2,47,8,8,10,1,1,1,27,4,1998,3,1
317,2018,18,18,4,3,1,4,1001,10,99,1,44,7,7,9,1,1,4,93,9,2018,5,1
318,2018,18,0,1,1,1,4,1615,16,99,1,36,6,6,8,1,1,3,69,4,9999,99,2
319,2018,18,0,1,1,1,4,1102,11,99,1,31,5,5,7,1,1,6,19,3,1999,3,1
320,2018,18,0,1,1,1,4,1102,11,99,1,48,8,8,10,1,1,4,67,3,9999,99,1
321,2018,18,0,1,1,1,4,505,5,99,1,33,5,5,7,1,1,6,30,1,1995,3,1
322,2018,18,0,1,1,1,4,505,5,99,1,33,5,5,7,1,1,4,6,3,9999,99,1
323,2018,18,9,2,1,1,4,1301,13,99,1,29,4,4,6,1,1,12,999,2,1989,2,1
324,2018,18,9,2,1,1,4,1301,13,99,1,41,7,7,9,1,1,2,999,9,1994,3,1
325,2018,18,16,3,2,1,4,1301,13,99,1,40,7,7,9,2,1,2,999,2,9999,99,1
326,2018,18,16,3,2,1,4,1301,13,99,1,25,4,4,6,1,1,4,6,3,2015,5,1
327,2018,18,13,3,2,1,4,1805,18,99,1,42,7,7,9,1,1,9,28,2,2002,4,1
328,2018,18,13,3,2,1,4,1805,18,99,1,28,4,4,6,1,1,12,69,2,2009,4,1
329,2018,18,7,2,1,1,4,109,1,99,1,26,4,4,6,1,1,1,27,3,9999,99,1
330,2018,18,7,2,1,1,4,109,1,99,1,34,5,5,7,1,1,4,999,1,9999,99,1
331,2018,19,4,1,1,1,5,504,5,99,1,62,11,11,13,1,1,6,19,2,9999,99,1
332,2018,19,4,1,1,1,5,504,5,99,1,45,8,8,10,1,1,6,19,2,9999,99,1
333,2018,19,22,4,3,1,5,1014,10,99,1,32,5,5,7,1,1,4,999,99,9999,99,1
334,2018,19,22,4,3,1,5,1014,10,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
335,2018,19,1,1,1,1,5,1609,16,99,1,39,6,6,8,2,1,3,52,4,9999,99,3
336,2018,19,15,3,2,1,5,1801,18,99,1,44,7,7,9,9,1,6,19,8,1996,3,1
337,2018,19,15,3,2,1,5,1801,18,99,1,21,3,3,5,9,1,4,6,3,2008,4,1
338,2018,19,17,3,2,1,5,101,1,1,9,999,16,12,18,9,9,1,73,2,2003,4,1
339,2018,19,17,3,2,1,5,101,1,1,1,34,5,5,7,9,1,4,999,2,9999,99,1
340,2018,19,20,4,3,1,5,101,1,9,1,43,7,7,9,9,1,2,69,14,2009,4,1
341,2018,19,20,4,3,1,5,101,1,9,1,22,3,3,5,9,1,1,48,9,2003,4,1
342,2018,19,20,4,3,1,5,101,1,9,1,30,5,5,7,9,1,4,27,5,9999,99,1
343,2018,19,21,4,3,1,5,902,9,99,1,19,2,2,4,9,1,2,34,6,9999,99,1
344,2018,19,21,4,3,1,5,902,9,99,1,23,3,3,5,9,1,4,14,5,9999,99,1
345,2018,19,20,4,3,1,5,101,1,11,9,999,16,12,18,9,9,99,999,99,9999,99,1
346,2018,19,20,4,3,1,5,101,1,11,1,17,2,2,4,9,2,4,67,1,2017,5,1
347,2018,19,18,4,3,1,5,509,5,99,9,999,16,12,18,9,9,2,48,5,9999,99,1
348,2018,19,18,4,3,1,5,509,5,99,1,18,2,2,4,9,1,5,19,99,9999,99,1
349,2018,19,19,4,3,1,5,107,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,1
350,2018,19,19,4,3,1,5,107,1,99,1,25,4,4,6,9,1,4,999,99,9999,99,1
351,2018,19,23,4,3,1,5,101,1,12,9,999,16,12,18,9,1,99,999,99,9999,99,1
352,2018,19,23,4,3,1,5,101,1,12,1,45,8,8,10,9,1,4,999,99,9999,99,1
353,2018,19,23,4,3,1,5,101,1,12,1,25,4,4,6,9,1,3,27,2,9999,99,1
354,2018,19,23,4,3,1,5,101,1,12,1,28,4,4,6,9,1,3,69,2,9999,99,1
355,2018,19,23,4,3,1,5,101,1,12,1,36,6,6,8,9,1,3,27,4,9999,99,1
356,2018,19,13,3,2,1,5,109,1,99,9,999,16,12,18,9,9,6,999,99,9999,99,1
357,2018,19,13,3,2,1,5,109,1,99,1,28,4,4,6,9,1,4,6,1,9999,99,1
358,2018,20,5,1,1,1,6,104,1,99,1,48,8,8,10,9,1,14,28,2,9999,99,1
359,2018,20,5,1,1,1,6,101,1,18,1,40,7,7,9,9,1,14,28,2,9999,99,1
360,2018,20,23,4,3,1,6,2205,22,99,1,27,4,4,6,2,1,4,67,1,2014,5,1
361,2018,20,23,4,3,1,6,2205,22,99,1,24,3,3,5,2,1,14,6,1,9999,99,1
362,2018,20,19,4,3,1,6,2201,22,99,1,50,9,9,11,2,1,3,56,9,1993,3,1
363,2018,20,19,4,3,1,6,2201,22,99,1,26,4,4,6,1,1,2,27,4,1999,3,1
364,2018,20,13,3,2,1,6,501,5,99,1,35,6,6,8,9,1,2,50,6,1999,3,1
365,2018,20,22,4,3,1,6,1014,10,99,9,999,16,12,18,9,9,3,69,2,9999,99,1
366,2018,20,18,4,3,1,6,1101,11,99,1,23,3,3,5,9,1,4,64,14,2017,5,1
367,2018,20,18,4,3,1,6,1101,11,99,2,19,2,2,4,9,1,4,67,2,9999,99,1
368,2018,20,14,3,2,1,6,1219,12,99,1,57,10,10,12,9,1,4,18,5,2018,5,1
369,2018,20,14,3,2,1,6,1219,12,99,1,16,2,2,4,9,2,4,67,3,2018,5,1
370,2018,20,16,3,2,1,6,1211,12,99,1,60,11,11,13,9,1,9,69,5,1986,2,1
371,2018,20,16,3,2,1,6,1211,12,99,1,999,16,12,18,9,1,4,32,7,2008,4,1
372,2018,20,7,2,1,1,6,201,2,99,1,34,5,5,7,9,1,4,2,5,2018,5,1
373,2018,20,7,2,1,1,6,201,2,99,1,48,8,8,10,9,1,5,30,2,2002,4,1
374,2018,20,12,3,2,1,6,312,3,99,1,19,2,2,4,9,1,4,999,2,9999,99,1
375,2018,20,12,3,2,1,6,312,3,99,1,27,4,4,6,9,1,4,6,3,2007,4,1
376,2018,20,23,4,3,1,6,101,1,7,1,29,4,4,6,9,1,4,32,1,9999,99,1
377,2018,20,23,4,3,1,6,101,1,7,1,18,2,2,4,2,1,4,999,1,9999,99,1
378,2018,20,19,4,3,1,6,101,1,7,1,22,3,3,5,2,1,3,56,2,9999,99,2
379,2018,20,20,4,3,1,6,108,1,99,1,25,4,4,6,1,1,5,17,3,9999,99,1
380,2018,20,20,4,3,1,6,108,1,99,1,30,5,5,7,1,1,1,48,2,9999,99,1
381,2018,20,15,3,2,1,6,101,1,7,1,28,4,4,6,1,1,1,48,11,9999,99,1
382,2018,20,15,3,2,1,6,101,1,7,1,55,10,10,12,1,1,4,6,5,9999,99,1
383,2018,20,19,4,3,1,6,1901,19,99,9,999,16,12,18,1,9,4,999,1,9999,99,1
384,2018,20,16,3,2,1,6,208,2,99,9,999,16,12,18,1,9,4,6,7,9999,99,1
385,2018,20,21,4,3,1,6,1301,13,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
386,2018,20,21,4,3,1,6,1301,13,99,1,22,3,3,5,9,1,4,27,5,9999,99,1
387,2018,20,3,1,1,1,6,101,1,7,9,999,16,12,18,9,9,99,999,99,9999,99,1
388,2018,20,19,4,3,1,6,1905,19,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
389,2018,20,19,4,3,1,6,1905,19,99,1,32,5,5,7,9,1,4,999,99,9999,99,1
390,2018,20,21,4,3,1,6,1902,19,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
391,2018,20,21,4,3,1,6,1902,19,99,1,27,4,4,6,9,1,4,999,99,9999,99,1
392,2018,20,19,4,3,1,6,601,6,99,9,999,16,12,18,9,9,3,69,9,9999,99,1
393,2018,20,19,4,3,1,6,601,6,99,1,26,4,4,6,9,1,4,64,5,9999,99,1
394,2018,20,22,4,3,1,6,1801,18,99,1,19,2,2,4,9,1,4,999,99,9999,99,1
395,2018,20,22,4,3,1,6,1801,18,99,1,19,2,2,4,9,1,4,67,3,9999,99,1
396,2018,20,23,4,3,1,6,401,4,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
397,2018,20,23,4,3,1,6,401,4,99,1,20,3,3,5,9,1,4,999,5,9999,99,1
398,2018,20,15,3,2,1,6,101,1,6,9,999,16,12,18,9,9,99,999,99,9999,99,1
399,2018,20,15,3,2,1,6,101,1,6,1,55,10,10,12,9,1,4,32,5,9999,99,1
400,2018,20,13,3,2,1,6,110,1,99,1,19,2,2,4,9,1,4,27,1,9999,99,1
401,2018,21,13,3,2,1,7,2003,20,99,1,18,2,2,4,9,1,4,67,1,9999,99,1
402,2018,21,13,3,2,1,7,2003,20,99,1,23,3,3,5,9,1,14,6,1,9999,99,1
403,2018,21,5,1,1,1,7,2009,20,99,1,24,3,3,5,9,1,1,27,5,9999,99,1
404,2018,21,5,1,1,1,7,2009,20,99,9,999,16,12,18,9,9,5,19,7,9999,99,1
405,2018,21,9,2,1,1,7,1306,13,99,1,21,3,3,5,1,1,5,999,99,9999,99,1
406,2018,21,9,2,1,1,7,1306,13,99,1,36,6,6,8,1,1,3,6,2,9999,99,1
407,2018,21,4,1,1,1,7,205,2,99,1,28,4,4,6,1,1,4,27,1,9999,99,2
408,2018,21,19,4,3,1,7,201,2,99,1,35,6,6,8,2,1,4,18,2,9999,99,1
409,2018,21,19,4,3,1,7,201,2,99,1,23,3,3,5,1,1,4,6,1,2013,5,1
410,2018,21,11,2,1,1,7,1801,18,99,9,999,16,12,18,9,9,3,999,99,9999,99,3
411,2018,21,21,4,3,1,7,1712,17,99,1,52,9,9,11,1,1,7,74,99,9999,99,1
412,2018,21,21,4,3,1,7,1712,17,99,1,40,7,7,9,1,1,1,69,8,1992,3,1
413,2018,21,16,3,2,1,7,1412,14,99,1,30,5,5,7,1,1,2,10,6,9999,99,3
414,2018,21,18,4,3,1,7,701,7,99,1,37,6,6,8,1,1,6,40,3,2005,4,3
415,2018,21,21,4,3,1,7,101,1,18,1,29,4,4,6,1,1,4,6,5,2014,5,1
416,2018,21,21,4,3,1,7,101,1,18,1,30,5,5,7,1,1,4,6,5,2013,5,1
417,2018,21,8,2,1,1,7,101,1,10,1,40,7,7,9,1,1,3,69,9,1996,3,1
418,2018,21,8,2,1,1,7,101,1,10,1,29,4,4,6,1,1,1,73,4,2006,4,1
419,2018,21,7,2,1,1,7,109,1,99,1,20,3,3,5,1,1,1,999,4,9999,99,3
420,2018,21,15,3,2,1,7,109,1,99,1,18,2,2,4,1,1,1,48,2,9999,99,1
421,2018,21,15,3,2,1,7,109,1,99,1,21,3,3,5,1,1,4,6,5,9999,99,1
422,2018,21,0,1,1,1,7,109,1,99,1,35,6,6,8,2,1,1,48,4,9999,99,1
423,2018,21,0,1,1,1,7,109,1,99,1,999,16,12,18,1,1,2,56,1,2007,4,1
424,2018,21,19,4,3,1,7,115,1,99,1,20,3,3,5,1,1,5,17,2,1992,3,1
425,2018,21,19,4,3,1,7,115,1,99,1,30,5,5,7,1,1,4,32,1,2017,5,1
426,2018,21,1,1,1,1,7,101,1,12,1,26,4,4,6,1,1,1,69,4,2009,4,1
427,2018,21,1,1,1,1,7,101,1,12,1,40,7,7,9,1,1,4,64,1,9999,99,1
428,2018,21,15,3,2,1,7,505,5,99,1,36,6,6,8,1,1,1,28,99,9999,99,1
429,2018,21,15,3,2,1,7,505,5,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
430,2018,21,5,1,1,1,7,205,2,99,1,28,4,4,6,9,1,4,999,2,9999,99,2
431,2018,21,2,1,1,1,7,101,1,11,9,999,16,12,18,9,9,99,999,99,9999,99,1
432,2018,21,15,3,2,1,7,401,4,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
433,2018,21,17,3,2,1,7,112,1,99,1,22,3,3,5,9,1,4,999,99,9999,99,2
434,2018,21,8,2,1,1,7,501,5,99,1,17,2,2,4,9,2,4,999,99,9999,99,4
435,2018,21,17,3,2,1,7,1001,10,99,9,999,16,12,18,9,9,3,999,1,9999,99,3
436,2018,22,10,2,1,1,1,101,1,11,9,999,16,12,18,9,9,99,999,99,9999,99,1
437,2018,22,10,2,1,1,1,101,1,11,1,58,10,10,12,1,1,4,67,3,2006,4,1
438,2018,22,16,3,2,1,1,109,1,99,1,46,8,8,10,1,1,3,69,1,9999,99,1
439,2018,22,16,3,2,1,1,109,1,99,1,25,4,4,6,1,1,4,6,1,9999,99,1
440,2018,22,22,4,3,1,1,2201,22,99,1,31,5,5,7,2,1,4,27,99,9999,99,1
441,2018,22,22,4,3,1,1,2201,22,99,1,46,8,8,10,1,1,11,999,99,9999,99,1
442,2018,22,20,4,3,1,1,501,5,99,1,53,9,9,11,1,1,3,69,3,9999,99,1
443,2018,22,20,4,3,1,1,501,5,99,1,27,4,4,6,2,1,4,27,1,9999,99,1
444,2018,22,7,2,1,1,1,1613,16,99,9,999,16,12,18,9,9,5,31,3,9999,99,1
445,2018,22,7,2,1,1,1,1613,16,99,9,999,16,12,18,9,9,3,69,3,9999,99,1
446,2018,22,13,3,2,1,1,1801,18,99,1,27,4,4,6,1,1,2,69,3,1998,3,1
447,2018,22,13,3,2,1,1,1801,18,99,2,33,5,5,7,1,1,4,67,5,2011,5,1
448,2018,22,21,4,3,1,1,301,3,99,1,18,2,2,4,1,1,4,999,2,2018,5,1
449,2018,22,20,4,3,1,1,511,5,99,1,29,4,4,6,2,1,2,8,2,2005,4,1
450,2018,22,20,4,3,1,1,511,5,99,1,29,4,4,6,1,1,5,31,7,2000,4,1
451,2018,22,8,2,1,1,1,1701,17,99,1,44,7,7,9,2,1,4,18,5,9999,99,1
452,2018,22,16,3,2,1,1,504,5,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
453,2018,22,16,3,2,1,1,504,5,99,1,34,5,5,7,1,1,4,76,5,9999,99,1
454,2018,22,21,4,3,1,1,1602,16,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
455,2018,23,19,4,3,1,2,101,1,18,1,20,3,3,5,9,1,4,18,1,2009,4,1
456,2018,23,19,4,3,1,2,101,1,18,1,16,2,2,4,9,2,4,18,6,9999,99,1
457,2018,23,19,4,3,1,2,107,1,99,1,18,2,2,4,9,1,1,69,2,2004,4,2
458,2018,23,15,3,2,1,2,101,1,12,1,47,8,8,10,9,1,6,19,2,2002,4,1
459,2018,23,15,3,2,1,2,101,1,12,1,33,5,5,7,9,1,99,999,99,9999,99,1
460,2018,23,15,3,2,1,2,2001,20,99,1,32,5,5,7,9,1,3,69,2,9999,99,1
461,2018,23,15,3,2,1,2,2001,20,99,1,18,2,2,4,9,1,4,67,2,9999,99,1
462,2018,23,5,1,1,1,2,2011,20,99,1,30,5,5,7,9,1,6,19,4,2000,4,3
463,2018,23,17,3,2,1,2,1101,11,99,1,22,3,3,5,9,1,14,6,99,9999,99,1
464,2018,23,17,3,2,1,2,1101,11,99,2,22,3,3,5,9,1,1,69,99,9999,99,1
465,2018,22,21,4,3,1,2,1602,16,99,1,30,5,5,7,1,1,4,999,99,9999,99,1
466,2018,23,11,2,1,1,2,208,2,99,9,999,16,12,18,9,9,5,999,99,9999,99,3
467,2018,23,18,4,3,1,2,309,3,99,9,999,16,12,18,9,9,4,999,99,9999,99,4
468,2018,24,9,2,1,1,3,309,3,99,9,999,16,12,18,9,9,4,999,99,9999,99,4
469,2018,24,21,4,3,1,3,101,1,6,1,53,9,9,11,9,1,1,52,4,2004,4,1
470,2018,24,21,4,3,1,3,101,1,6,1,32,5,5,7,9,1,4,32,5,2015,5,1
471,2018,24,10,2,1,1,3,1805,18,99,1,40,7,7,9,9,1,6,999,99,9999,99,3
472,2018,24,11,2,1,1,3,704,7,99,1,58,10,10,12,9,1,3,999,99,1994,3,1
473,2018,24,13,3,2,1,3,701,7,99,1,41,7,7,9,9,1,1,48,1,9999,99,1
474,2018,24,13,3,2,1,3,701,7,99,1,31,5,5,7,9,1,5,17,2,1997,3,1
475,2018,24,14,3,2,1,3,1330,13,99,1,999,16,12,18,9,1,9,999,99,9999,99,3
476,2018,25,15,3,2,1,4,101,1,9,1,23,3,3,5,1,1,1,69,1,9999,99,1
477,2018,25,15,3,2,1,4,101,1,9,1,27,4,4,6,1,1,4,6,1,9999,99,1
478,2018,25,14,3,2,1,4,101,1,9,9,999,16,12,18,9,9,99,999,99,9999,99,1
479,2018,25,14,3,2,1,4,101,1,9,1,18,2,2,4,9,1,4,18,9,9999,99,1
480,2018,25,13,3,2,1,4,101,1,6,2,55,10,10,12,1,1,1,41,3,2005,4,1
481,2018,25,13,3,2,1,4,101,1,6,1,25,4,4,6,1,1,4,6,5,2018,5,1
482,2018,25,8,2,1,1,4,1001,10,99,1,19,2,2,4,1,1,14,6,1,2016,5,1
483,2018,25,8,2,1,1,4,1001,10,99,1,42,7,7,9,1,1,4,6,5,2012,5,1
484,2018,25,18,4,3,1,4,1405,14,99,9,999,16,12,18,9,9,5,19,2,9999,99,2
485,2018,25,15,3,2,1,4,2201,22,99,1,22,3,3,5,9,1,4,6,5,9999,99,1
486,2018,25,15,3,2,1,4,2201,22,99,2,41,7,7,9,9,1,4,43,1,2006,4,1
487,2018,25,5,1,1,1,4,1903,19,99,9,999,16,12,18,9,9,7,999,3,9999,99,1
488,2018,25,5,1,1,1,4,1903,19,99,1,39,6,6,8,9,1,3,69,6,9999,99,1
489,2018,25,19,4,3,1,4,506,5,99,2,27,4,4,6,9,1,1,69,4,9999,99,1
490,2018,25,19,4,3,1,4,506,5,99,9,999,16,12,18,9,9,6,30,2,9999,99,1
491,2018,25,19,4,3,1,4,301,3,99,1,19,2,2,4,9,1,1,999,8,9999,99,1
492,2018,25,19,4,3,1,4,301,3,99,2,23,3,3,5,9,1,4,32,99,9999,99,1
493,2018,25,17,3,2,1,4,109,1,99,1,45,8,8,10,9,1,3,69,4,9999,99,1
494,2018,25,17,3,2,1,4,109,1,99,1,26,4,4,6,9,1,4,67,1,9999,99,1
495,2018,25,10,2,1,1,4,109,1,99,1,22,3,3,5,9,1,9,85,2,2007,4,1
496,2018,25,10,2,1,1,4,109,1,99,1,24,3,3,5,9,1,4,67,5,2017,5,1
497,2018,25,20,4,3,1,4,1301,13,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
498,2018,25,20,4,3,1,4,1301,13,99,1,20,3,3,5,9,1,4,999,99,9999,99,1
499,2018,25,18,4,3,1,4,108,1,99,1,25,4,4,6,9,1,4,999,99,9999,99,4
500,2018,26,10,2,1,1,5,101,1,1,1,19,2,2,4,1,1,1,27,4,2004,4,1
501,2018,26,10,2,1,1,5,101,1,1,1,68,12,11,14,1,1,1,28,2,2014,5,1
502,2018,26,17,3,2,1,5,102,1,99,1,19,2,2,4,1,1,4,32,4,2014,5,1
503,2018,26,17,3,2,1,5,102,1,99,1,17,2,2,4,1,2,14,6,6,2012,5,1
504,2018,26,18,4,3,1,5,104,1,99,1,49,8,8,10,1,1,1,56,2,1988,2,1
505,2018,26,18,4,3,1,5,104,1,99,1,25,4,4,6,1,1,4,64,5,2018,5,1
506,2018,26,19,4,3,1,5,117,1,99,1,59,10,10,12,9,1,3,69,4,1988,2,1
507,2018,26,19,4,3,1,5,117,1,99,1,20,3,3,5,9,1,4,32,1,2016,5,1
508,2018,26,12,3,2,1,5,2005,20,99,1,58,10,10,12,1,1,9,69,2,2007,4,1
509,2018,26,12,3,2,1,5,2005,20,99,1,21,3,3,5,1,1,4,67,4,2016,5,1
510,2018,26,18,4,3,1,5,1906,19,99,1,44,7,7,9,1,1,4,6,5,9999,99,1
511,2018,26,18,4,3,1,5,1906,19,99,1,40,7,7,9,1,1,11,69,2,9999,99,1
512,2018,26,10,2,1,1,5,501,5,99,1,19,2,2,4,1,1,4,6,5,9999,99,2
513,2018,26,17,3,2,1,5,511,5,99,9,999,16,12,18,1,9,5,999,1,9999,99,1
514,2018,26,17,3,2,1,5,511,5,99,1,25,4,4,6,1,1,4,64,6,2015,5,1
515,2018,26,0,1,1,1,5,1404,14,99,9,999,16,12,18,1,9,4,6,1,9999,99,1
516,2018,26,0,1,1,1,5,1404,14,99,1,23,3,3,5,1,1,3,69,99,2012,5,1
517,2018,26,10,2,1,1,5,401,4,99,1,34,5,5,7,1,1,2,41,4,2011,5,1
518,2018,26,10,2,1,1,5,401,4,99,1,21,3,3,5,1,1,4,27,2,2016,5,1
519,2018,27,4,1,1,1,6,101,1,18,1,25,4,4,6,1,1,4,6,3,2016,5,2
520,2018,27,11,2,1,1,6,101,1,5,1,25,4,4,6,1,1,3,69,6,9999,99,1
521,2018,27,11,2,1,1,6,101,1,5,1,28,4,4,6,1,1,3,69,11,9999,99,1
522,2018,27,21,4,3,1,6,2010,20,99,1,999,16,12,18,2,1,1,69,2,1998,3,1
523,2018,27,21,4,3,1,6,2010,20,99,2,25,4,4,6,1,1,2,8,5,2006,4,1
524,2018,27,21,4,3,1,6,502,5,99,1,21,3,3,5,1,1,4,67,1,9999,99,1
525,2018,27,21,4,3,1,6,502,5,99,1,26,4,4,6,1,1,4,6,5,2017,5,1
526,2018,27,17,3,2,1,6,511,5,99,1,26,4,4,6,1,1,7,30,1,9999,99,2
527,2018,27,1,1,1,1,6,607,6,99,1,999,16,12,18,2,1,4,6,5,9999,99,2
528,2018,27,17,3,2,1,6,1010,10,99,1,19,2,2,4,9,1,4,999,5,9999,99,2
529,2018,27,12,3,2,1,6,1222,12,99,1,32,5,5,7,1,1,2,34,3,2002,4,1
530,2018,27,12,3,2,1,6,1222,12,99,1,26,4,4,6,9,1,4,32,1,9999,99,1
531,2018,27,23,4,3,1,6,1507,15,99,1,43,7,7,9,1,1,5,999,1,9999,99,1
532,2018,27,23,4,3,1,6,1507,15,99,1,66,12,11,14,1,1,3,69,2,9999,99,1
533,2018,27,21,4,3,1,6,1421,14,99,1,29,4,4,6,2,1,2,999,99,9999,99,1
534,2018,27,21,4,3,1,6,1421,14,99,9,999,16,12,18,9,9,3,999,99,9999,99,1
535,2018,27,6,2,1,1,6,401,4,99,1,32,5,5,7,1,1,3,69,4,2008,4,1
536,2018,27,6,2,1,1,6,401,4,99,1,28,4,4,6,1,1,1,56,11,1993,3,1
537,2018,28,22,4,3,1,7,101,1,25,9,999,16,12,18,9,9,5,26,2,9999,99,1
538,2018,28,22,4,3,1,7,101,1,25,1,44,7,7,9,2,1,4,6,5,2017,5,1
539,2018,28,20,4,3,1,7,108,1,99,1,25,4,4,6,9,1,4,67,5,9999,99,2
540,2018,28,19,4,3,1,7,109,1,99,1,25,4,4,6,9,1,1,48,4,1991,3,1
541,2018,28,19,4,3,1,7,109,1,99,1,31,5,5,7,9,1,4,32,5,2016,5,1
542,2018,28,18,4,3,1,7,2101,21,99,1,29,4,4,6,2,1,4,32,5,2017,5,4
543,2018,28,20,4,3,1,7,2009,20,99,1,30,5,5,7,2,1,4,67,1,2017,5,2
544,2018,28,20,4,3,1,7,505,5,99,2,47,8,8,10,1,1,9,48,4,2012,5,1
