núm_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1159,2018,17,6,2,1,2,6,109,1,99,1,20,3,3,5,9,1,4,32,1,2000,4,1
1160,2018,17,6,2,1,2,6,109,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
1161,2018,17,15,3,2,2,6,2101,21,99,1,39,6,6,8,9,1,1,69,99,1999,3,1
1162,2018,17,15,3,2,2,6,2101,21,99,1,19,2,2,4,9,1,4,32,3,9999,99,1
1163,2018,17,15,3,2,2,6,1322,13,99,1,999,16,12,18,9,1,9,69,1,9999,99,1
1164,2018,17,17,3,2,2,6,1101,11,99,1,40,7,7,9,9,1,14,6,1,2005,4,1
1165,2018,17,17,3,2,2,6,1101,11,99,1,36,6,6,8,9,1,4,6,3,2015,5,1
1166,2018,17,16,3,2,2,6,1106,11,99,1,24,3,3,5,9,1,2,69,2,9999,99,1
1167,2018,17,16,3,2,2,6,1106,11,99,1,999,16,12,18,9,1,6,19,2,2001,4,1
1168,2018,17,14,3,2,2,6,109,1,99,1,30,5,5,7,9,1,1,27,4,2002,4,1
1169,2018,17,14,3,2,2,6,109,1,99,1,33,5,5,7,9,1,4,25,99,2016,5,1
1170,2018,17,17,3,2,2,6,101,1,1,1,54,9,9,11,9,1,1,21,2,9999,99,1
1171,2018,17,17,3,2,2,6,101,1,1,1,24,3,3,5,9,1,4,6,3,2015,5,1
1172,2018,17,16,3,2,2,6,101,1,1,2,39,6,6,8,9,1,1,69,4,9999,99,1
1173,2018,17,16,3,2,2,6,101,1,1,1,22,3,3,5,9,1,4,64,2,9999,99,1
1174,2018,17,0,1,1,2,6,101,1,13,1,28,4,4,6,9,1,4,76,1,2012,5,2
1175,2018,17,20,4,3,2,6,117,1,99,1,23,3,3,5,2,1,4,6,99,2016,5,2
1176,2018,17,4,1,1,2,6,109,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
1177,2018,17,4,1,1,2,6,109,1,99,1,999,16,12,18,9,1,4,999,99,9999,99,1
1178,2018,17,13,3,2,2,6,2101,21,99,9,999,16,12,18,9,9,7,30,7,9999,99,1
1179,2018,17,13,3,2,2,6,2101,21,99,1,29,4,4,6,9,1,99,999,99,9999,99,1
1180,2018,17,21,4,3,2,6,101,1,1,9,999,16,12,18,9,9,99,999,99,9999,99,1
1181,2018,17,21,4,3,2,6,101,1,1,1,35,6,6,8,9,1,4,999,99,9999,99,1
1182,2018,18,13,3,2,2,7,102,1,99,1,27,4,4,6,1,1,4,87,2,2017,5,2
1183,2018,18,16,3,2,2,7,101,1,18,1,20,3,3,5,9,1,4,999,99,9999,99,4
1184,2018,18,21,4,3,2,7,101,1,7,1,17,2,2,4,9,2,4,999,99,9999,99,4
1185,2018,18,19,4,3,2,7,109,1,99,1,23,3,3,5,9,1,1,27,10,2002,4,1
1186,2018,18,19,4,3,2,7,109,1,99,1,48,8,8,10,9,1,7,30,7,1997,3,1
1187,2018,18,18,4,3,2,7,112,1,99,1,27,4,4,6,9,1,4,999,99,9999,99,2
1188,2018,18,8,2,1,2,7,117,1,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
1189,2018,18,8,2,1,2,7,117,1,99,1,25,4,4,6,9,1,4,39,5,9999,99,1
1190,2018,18,16,3,2,2,7,117,1,99,1,52,9,9,11,9,1,1,28,2,2014,5,1
1191,2018,18,16,3,2,2,7,117,1,99,1,42,7,7,9,9,1,4,25,1,9999,99,1
1192,2018,18,13,3,2,2,7,113,1,99,2,15,2,2,4,9,2,22,999,99,9999,99,3
1193,2018,18,15,3,2,2,7,2201,22,99,1,49,8,8,10,1,1,3,48,1,2016,5,1
1194,2018,18,15,3,2,2,7,2201,22,99,1,16,2,2,4,1,2,4,76,2,2017,5,1
1195,2018,18,3,1,1,2,7,2101,21,99,1,36,6,6,8,9,1,4,999,99,9999,99,4
1196,2018,18,0,1,1,2,7,2001,20,99,1,39,6,6,8,1,1,2,56,3,9999,99,1
1197,2018,18,0,1,1,2,7,2001,20,99,1,34,5,5,7,2,1,4,67,3,9999,99,1
1198,2018,18,14,3,2,2,7,2008,20,99,1,69,12,11,14,1,1,5,999,99,2001,4,1
1199,2018,18,14,3,2,2,7,2008,20,99,1,25,4,4,6,1,1,12,999,2,2001,4,1
1200,2018,18,21,4,3,2,7,1901,19,99,1,20,3,3,5,9,1,4,999,99,9999,99,4
1201,2018,18,20,4,3,2,7,601,6,99,1,30,5,5,7,9,1,4,67,5,9999,99,1
1202,2018,18,20,4,3,2,7,601,6,99,9,999,16,12,18,9,9,7,999,99,9999,99,1
1203,2018,18,6,2,1,2,7,1020,10,99,1,71,13,11,15,9,1,7,166,99,1993,3,1
1204,2018,18,7,2,1,2,7,1020,10,99,1,59,10,10,12,9,1,4,27,5,9999,99,1
1205,2018,18,7,2,1,2,7,1020,10,99,9,999,16,12,18,9,9,99,999,99,9999,99,1
1206,2018,18,19,4,3,2,7,1801,18,99,1,28,4,4,6,9,1,1,56,2,9999,99,1
1207,2018,18,19,4,3,2,7,1801,18,99,1,999,16,12,18,9,1,2,52,99,9999,99,1
1208,2018,18,0,1,1,2,7,312,3,99,1,18,2,2,4,9,1,4,27,4,9999,99,4
1209,2018,19,3,1,1,2,1,101,1,1,1,38,6,6,8,9,1,1,67,1,2012,5,1
1210,2018,19,3,1,1,2,1,101,1,1,1,21,3,3,5,9,1,3,69,2,1983,2,1
1211,2018,19,1,1,1,2,1,101,1,7,1,38,6,6,8,9,1,4,999,99,9999,99,2
1212,2018,19,21,4,3,2,1,101,1,11,1,23,3,3,5,9,1,2,69,4,9999,99,2
1213,2018,19,6,2,1,2,1,1903,19,99,1,25,4,4,6,9,1,4,67,5,9999,99,1
1214,2018,19,6,2,1,2,1,1903,19,99,2,21,3,3,5,9,1,4,27,1,9999,99,1
1215,2018,19,12,3,2,2,1,1222,12,99,1,15,2,2,4,9,2,3,69,1,9999,99,1
1216,2018,19,12,3,2,2,1,1222,12,99,1,999,16,12,18,9,1,4,67,5,9999,99,1
1217,2018,19,11,2,1,2,1,206,2,99,1,40,7,7,9,9,1,14,2,1,2018,5,1
1218,2018,19,11,2,1,2,1,206,2,99,9,999,16,12,18,9,9,1,27,99,9999,99,1
1219,2018,19,0,1,1,2,1,1103,11,99,1,33,5,5,7,1,1,6,19,1,9999,99,1
1220,2018,19,0,1,1,2,1,1103,11,99,2,41,7,7,9,1,1,1,69,4,9999,99,1
1221,2018,19,0,1,1,2,1,1103,11,99,1,20,3,3,5,1,1,4,27,3,9999,99,1
1222,2018,19,21,4,3,2,1,101,1,3,1,26,4,4,6,1,1,1,27,3,9999,99,1
1223,2018,19,21,4,3,2,1,101,1,3,1,31,5,5,7,1,1,1,56,8,9999,99,1
1224,2018,19,0,1,1,2,1,1001,10,99,1,21,3,3,5,1,1,4,999,3,9999,99,1
1225,2018,19,0,1,1,2,1,1001,10,99,1,39,6,6,8,1,1,4,999,1,9999,99,1
1226,2018,19,20,4,3,2,1,101,1,18,9,999,16,12,18,9,9,4,999,99,9999,99,1
1227,2018,19,20,4,3,2,1,101,1,18,9,999,16,12,18,9,9,12,999,99,9999,99,1
1228,2018,19,5,1,1,2,1,501,5,99,1,24,3,3,5,1,1,3,69,9,9999,99,2
1229,2018,19,17,3,2,2,1,501,5,99,1,24,3,3,5,1,1,4,999,99,9999,99,2
1230,2018,20,23,4,3,2,2,101,1,1,1,36,6,6,8,9,1,2,56,9,2002,4,1
1231,2018,20,23,4,3,2,2,101,1,1,1,28,4,4,6,9,1,4,25,99,9999,99,1
1232,2018,20,23,4,3,2,2,101,1,10,1,999,16,12,18,2,1,3,56,5,2011,5,1
1233,2018,20,23,4,3,2,2,101,1,10,2,26,4,4,6,1,1,3,56,5,2011,5,1
1234,2018,20,1,1,1,2,2,101,1,12,9,999,16,12,18,9,9,1,999,99,9999,99,1
1235,2018,20,1,1,1,2,2,101,1,12,1,22,3,3,5,1,1,4,6,1,9999,99,1
1236,2018,20,9,2,1,2,2,101,1,12,1,40,7,7,9,1,1,9,48,2,9999,99,1
1237,2018,20,9,2,1,2,2,101,1,12,1,22,3,3,5,1,1,4,999,5,9999,99,1
1238,2018,20,14,3,2,2,2,101,1,21,9,999,16,12,18,9,9,1,999,99,9999,99,1
1239,2018,20,14,3,2,2,2,101,1,21,2,24,3,3,5,9,1,4,999,99,9999,99,1
1240,2018,20,3,1,1,2,2,109,1,99,1,999,16,12,18,9,1,5,17,2,9999,99,2
1241,2018,20,1,1,1,2,2,117,1,99,2,51,9,9,11,1,1,1,52,9,1999,3,1
1242,2018,20,1,1,1,2,2,117,1,99,1,24,3,3,5,1,1,4,6,5,2014,5,1
1243,2018,20,11,2,1,2,2,1905,19,99,1,19,2,2,4,1,1,4,999,99,9999,99,1
1244,2018,20,11,2,1,2,2,1905,19,99,1,41,7,7,9,1,1,2,27,99,9999,99,1
1245,2018,20,7,2,1,2,2,1909,19,99,1,32,5,5,7,1,1,3,41,99,9999,99,3
1246,2018,20,17,3,2,2,2,601,6,99,2,23,3,3,5,9,1,3,69,6,1994,3,3
1247,2018,20,0,1,1,2,2,1804,18,99,1,44,7,7,9,1,1,6,19,9,9999,99,1
1248,2018,20,0,1,1,2,2,1804,18,99,1,22,3,3,5,1,1,3,17,4,2016,5,1
1249,2018,20,10,2,1,2,2,301,3,99,1,20,3,3,5,1,1,4,32,7,2016,5,1
1250,2018,20,10,2,1,2,2,301,3,99,2,30,5,5,7,1,1,4,25,1,2017,5,1
1251,2018,21,4,1,1,2,3,109,1,99,1,25,4,4,6,1,1,6,19,3,9999,99,2
1252,2018,21,8,2,1,2,3,117,1,99,1,38,6,6,8,1,1,1,27,4,2008,4,1
1253,2018,21,8,2,1,2,3,117,1,99,1,32,5,5,7,9,1,4,32,1,2015,5,1
1254,2018,21,11,2,1,2,3,117,1,99,1,28,4,4,6,9,1,12,30,5,1992,3,1
1255,2018,21,11,2,1,2,3,117,1,99,1,27,4,4,6,9,1,4,67,1,2006,4,1
1256,2018,21,10,2,1,2,3,403,4,99,1,24,3,3,5,9,1,5,28,11,2011,5,1
1257,2018,21,10,2,1,2,3,403,4,99,1,25,4,4,6,9,1,4,6,1,9999,99,1
1258,2018,21,8,2,1,2,3,1803,18,99,1,32,5,5,7,9,1,6,19,2,9999,99,3
1259,2018,21,14,3,2,2,3,1801,18,99,1,28,4,4,6,9,1,4,32,1,9999,99,1
1260,2018,21,14,3,2,2,3,1801,18,99,1,999,16,12,18,9,1,4,999,4,9999,99,1
1261,2018,21,11,2,1,2,3,1312,13,99,1,36,6,6,8,1,1,3,69,9,9999,99,1
1262,2018,21,11,2,1,2,3,1312,13,99,1,42,7,7,9,1,1,7,999,99,9999,99,1
1263,2018,21,11,2,1,2,3,1312,13,99,1,999,16,12,18,1,1,4,999,99,9999,99,1
1264,2018,21,12,3,2,2,3,101,1,13,1,60,11,11,13,1,1,1,69,8,9999,99,1
1265,2018,21,12,3,2,2,3,101,1,13,1,30,5,5,7,1,1,1,27,10,9999,99,1
1266,2018,21,17,3,2,2,3,101,1,10,1,30,5,5,7,1,1,4,165,5,9999,99,1
1267,2018,21,17,3,2,2,3,101,1,10,2,30,5,5,7,1,1,1,61,3,9999,99,1
1268,2018,21,19,4,3,2,3,101,1,4,1,21,3,3,5,1,1,1,48,4,2008,4,1
1269,2018,21,19,4,3,2,3,101,1,4,1,45,8,8,10,1,1,4,27,5,9999,99,1
1270,2018,21,15,3,2,2,3,802,8,99,1,61,11,11,13,1,1,3,69,6,1984,2,2
1271,2018,21,20,4,3,2,3,1201,12,99,1,25,4,4,6,1,1,4,6,3,9999,99,1
1272,2018,21,20,4,3,2,3,1201,12,99,9,999,16,12,18,9,9,3,31,2,9999,99,1
1273,2018,22,16,3,2,2,4,101,1,1,1,50,9,9,11,9,1,7,7,7,1997,3,1
1274,2018,22,16,3,2,2,4,101,1,1,1,22,3,3,5,9,1,4,64,3,9999,99,1
1275,2018,22,17,3,2,2,4,101,1,9,2,36,6,6,8,9,1,2,41,4,2011,5,1
1276,2018,22,17,3,2,2,4,101,1,9,1,30,5,5,7,9,1,4,67,5,2016,5,1
1277,2018,22,20,4,3,2,4,101,1,6,1,23,3,3,5,9,1,4,999,3,2014,5,1
1278,2018,22,20,4,3,2,4,101,1,6,1,21,3,3,5,9,1,4,67,5,9999,99,1
1279,2018,22,9,2,1,2,4,101,1,18,9,999,16,12,18,9,9,7,999,99,9999,99,3
1280,2018,22,13,3,2,2,4,104,1,99,9,999,16,12,18,9,9,1,999,99,9999,99,2
1281,2018,22,0,1,1,2,4,112,1,99,1,999,16,12,18,9,1,1,15,5,9999,99,3
1282,2018,22,10,2,1,2,4,117,1,99,1,40,7,7,9,9,1,7,17,7,1998,3,1
1283,2018,22,10,2,1,2,4,117,1,99,2,28,4,4,6,9,1,4,18,2,2018,5,1
1284,2018,22,14,3,2,2,4,1907,19,99,1,31,5,5,7,9,1,4,67,1,2015,5,1
1285,2018,22,14,3,2,2,4,1907,19,99,1,24,3,3,5,9,1,4,999,7,9999,99,1
1286,2018,22,5,1,1,2,4,611,6,99,9,999,16,12,18,9,9,1,999,4,9999,99,1
1287,2018,22,5,1,1,2,4,611,6,99,1,39,6,6,8,9,1,6,19,1,9999,99,1
1288,2018,22,11,2,1,2,4,901,9,99,1,30,5,5,7,9,1,1,48,6,9999,99,1
1289,2018,22,11,2,1,2,4,901,9,99,1,45,8,8,10,9,1,1,52,1,9999,99,1
1290,2018,22,15,3,2,2,4,1606,16,99,1,29,4,4,6,9,1,9,69,6,9999,99,2
1291,2018,22,21,4,3,2,4,704,7,99,1,999,16,12,18,9,1,3,69,2,9999,99,1
1292,2018,22,21,4,3,2,4,704,7,99,9,999,16,12,18,9,9,6,19,2,9999,99,1
1293,2018,23,2,1,1,2,5,1903,19,99,1,30,5,5,7,9,1,2,27,9,2003,4,1
1294,2018,23,2,1,1,2,5,1903,19,99,1,32,5,5,7,9,1,4,18,5,9999,99,1
1295,2018,23,6,2,1,2,5,1904,19,99,1,50,9,9,11,9,1,5,26,2,1986,2,1
1296,2018,23,6,2,1,2,5,1904,19,99,1,33,5,5,7,9,1,5,31,2,2017,5,1
1297,2018,23,17,3,2,2,5,1905,19,99,1,28,4,4,6,9,1,4,999,5,9999,99,2
1298,2018,23,22,4,3,2,5,501,5,99,1,20,3,3,5,9,1,4,76,1,9999,99,1
1299,2018,23,22,4,3,2,5,501,5,99,1,25,4,4,6,9,1,4,64,3,9999,99,1
1300,2018,23,15,3,2,2,5,501,5,99,1,29,4,4,6,2,1,4,32,7,2007,4,1
1301,2018,23,15,3,2,2,5,501,5,99,1,20,3,3,5,1,1,4,76,1,2016,5,1
1302,2018,23,19,4,3,2,5,1107,11,99,1,44,7,7,9,9,1,4,103,1,9999,99,1
1303,2018,23,19,4,3,2,5,1107,11,99,9,999,16,12,18,9,9,9,69,6,9999,99,1
1304,2018,23,15,3,2,2,5,920,9,99,1,26,4,4,6,9,1,6,19,2,1985,2,1
1305,2018,23,15,3,2,2,5,920,9,99,1,55,10,10,12,9,1,9,69,3,9999,99,1
1306,2018,23,15,3,2,2,5,920,9,99,1,55,10,10,12,9,1,12,30,7,9999,99,1
1307,2018,23,15,3,2,2,5,1310,13,99,9,999,16,12,18,9,9,5,26,2,9999,99,3
1308,2018,23,13,3,2,2,5,806,8,99,1,28,4,4,6,9,1,3,69,9,9999,99,7
1309,2018,23,20,4,3,2,5,207,2,99,1,30,5,5,7,1,1,1,27,4,2002,4,1
1310,2018,23,20,4,3,2,5,207,2,99,1,29,4,4,6,2,1,4,32,5,9999,99,1
1311,2018,23,11,2,1,2,5,401,4,99,1,31,5,5,7,9,1,5,30,2,9999,99,1
1312,2018,23,11,2,1,2,5,401,4,99,2,51,9,9,11,9,1,2,56,10,9999,99,1
1313,2018,23,18,4,3,2,5,301,3,99,1,47,8,8,10,1,1,2,28,3,9999,99,1
1314,2018,23,18,4,3,2,5,301,3,99,1,24,3,3,5,1,1,4,27,5,2011,5,1
1315,2018,24,16,3,2,2,6,101,1,2,1,30,5,5,7,9,1,5,26,2,2018,5,1
1316,2018,24,16,3,2,2,6,101,1,2,1,39,6,6,8,9,1,3,31,2,2012,5,1
1317,2018,24,11,2,1,2,6,101,1,14,2,75,14,11,16,1,1,2,17,4,2006,4,1
1318,2018,24,11,2,1,2,6,101,1,14,1,40,7,7,9,9,1,4,64,1,9999,99,1
1319,2018,24,19,4,3,2,6,101,1,5,1,21,3,3,5,9,1,99,999,99,9999,99,2
1320,2018,24,21,4,3,2,6,101,1,12,1,23,3,3,5,2,1,1,27,4,9999,99,1
1321,2018,24,21,4,3,2,6,101,1,12,1,24,3,3,5,9,1,1,48,11,9999,99,1
1322,2018,24,2,1,1,2,6,101,1,12,1,25,4,4,6,9,1,1,28,4,9999,99,1
1323,2018,24,2,1,1,2,6,101,1,12,1,24,3,3,5,9,1,4,77,1,9999,99,1
1324,2018,24,2,1,1,2,6,101,1,12,1,18,2,2,4,9,1,4,32,17,9999,99,1
1325,2018,24,2,1,1,2,6,101,1,12,9,999,16,12,18,9,9,99,999,99,9999,99,1
1326,2018,24,23,4,3,2,6,109,1,99,1,65,12,11,14,2,1,1,21,1,9999,99,1
1327,2018,24,23,4,3,2,6,109,1,99,1,61,11,11,13,9,1,1,48,99,9999,99,1
1328,2018,24,5,1,1,2,6,111,1,99,1,24,3,3,5,2,1,4,76,1,2015,5,8
1329,2018,24,8,2,1,2,6,117,1,99,1,26,4,4,6,2,1,4,18,4,2017,5,1
1330,2018,24,8,2,1,2,6,117,1,99,1,24,3,3,5,1,1,4,3,2,9999,99,1
1331,2018,24,18,4,3,2,6,117,1,99,1,71,13,11,15,9,1,1,56,4,1994,3,1
1332,2018,24,18,4,3,2,6,117,1,99,1,36,6,6,8,9,1,4,67,17,2016,5,1
1333,2018,24,23,4,3,2,6,2101,21,99,1,28,4,4,6,2,1,99,999,99,9999,99,8
1334,2018,24,15,3,2,2,6,2007,20,99,1,41,7,7,9,9,1,5,26,99,9999,99,2
1335,2018,24,16,3,2,2,6,1902,19,99,1,30,5,5,7,9,1,4,67,3,9999,99,2
1336,2018,24,0,1,1,2,6,501,5,99,1,29,4,4,6,2,1,1,69,4,2007,4,1
1337,2018,24,0,1,1,2,6,501,5,99,1,49,8,8,10,1,1,2,27,3,1996,3,1
1338,2018,24,11,2,1,2,6,511,5,99,1,68,12,11,14,1,1,3,48,4,2008,4,1
1339,2018,24,11,2,1,2,6,511,5,99,1,44,7,7,9,2,1,2,69,5,1999,3,1
1340,2018,24,11,2,1,2,6,511,5,99,9,999,16,12,18,9,9,1,69,6,9999,99,2
1341,2018,24,2,1,1,2,6,1002,10,99,1,37,6,6,8,2,1,4,59,1,2016,5,1
1342,2018,24,2,1,1,2,6,1002,10,99,1,45,8,8,10,9,1,1,69,4,2003,4,1
1343,2018,24,19,4,3,2,6,1101,11,99,1,63,11,11,13,9,1,13,999,99,9999,99,3
1344,2018,24,0,1,1,2,6,1615,16,99,1,24,3,3,5,2,1,4,27,5,9999,99,8
1345,2018,24,11,2,1,2,6,1616,16,99,1,19,2,2,4,9,1,1,67,5,2007,4,1
1346,2018,24,11,2,1,2,6,1616,16,99,1,26,4,4,6,9,1,4,999,99,9999,99,1
1347,2018,24,23,4,3,2,6,204,2,99,1,45,8,8,10,9,1,3,31,5,9999,99,1
1348,2018,24,22,4,3,2,6,202,2,99,1,39,6,6,8,9,1,1,69,4,9999,99,3
1349,2018,24,19,4,3,2,6,1801,18,99,1,32,5,5,7,1,1,5,30,2,2001,4,1
1350,2018,24,19,4,3,2,6,1801,18,99,1,24,3,3,5,9,1,4,999,2,9999,99,1
1351,2018,24,18,4,3,2,6,413,4,99,1,49,8,8,10,9,1,3,69,99,1987,2,1
1352,2018,24,18,4,3,2,6,413,4,99,9,999,16,12,18,9,9,9,69,8,2014,5,1
1353,2018,25,3,1,1,2,7,101,1,1,1,23,3,3,5,1,1,4,3,5,2014,5,1
1354,2018,25,3,1,1,2,7,101,1,1,1,25,4,4,6,2,1,4,64,5,2016,5,1
1355,2018,25,6,2,1,2,7,101,1,9,1,40,7,7,9,2,1,2,69,5,2008,4,1
1356,2018,25,6,2,1,2,7,101,1,9,1,25,4,4,6,9,1,1,17,9,9999,99,1
1357,2018,25,11,2,1,2,7,101,1,10,1,41,7,7,9,1,1,3,69,4,9999,99,1
1358,2018,25,11,2,1,2,7,101,1,10,1,56,10,10,12,9,1,1,8,5,9999,99,1
1359,2018,25,16,3,2,2,7,108,1,99,1,23,3,3,5,9,1,4,999,5,9999,99,2
1360,2018,25,13,3,2,2,7,102,1,99,1,19,2,2,4,9,1,4,2,1,2018,5,2
1361,2018,25,12,3,2,2,7,109,1,99,1,22,3,3,5,9,1,4,67,1,9999,99,1
1362,2018,25,12,3,2,2,7,109,1,99,9,999,16,12,18,9,9,2,69,4,9999,99,1
1363,2018,25,17,3,2,2,7,1901,19,99,1,20,3,3,5,1,1,2,17,5,2010,5,1
1364,2018,25,17,3,2,2,7,1901,19,99,1,28,4,4,6,1,1,4,999,5,9999,99,1
1365,2018,25,15,3,2,2,7,1901,19,99,2,30,5,5,7,1,1,1,28,2,2007,4,1
1366,2018,25,15,3,2,2,7,1901,19,99,9,999,16,12,18,9,9,6,19,2,9999,99,1
1367,2018,25,19,4,3,2,7,502,5,99,1,46,8,8,10,1,1,2,17,11,2011,5,1
1368,2018,25,19,4,3,2,7,502,5,99,1,55,10,10,12,1,1,3,69,3,9999,99,1
1369,2018,25,20,4,3,2,7,501,5,99,1,32,5,5,7,1,1,3,69,1,1988,2,1
1370,2018,25,20,4,3,2,7,501,5,99,1,32,5,5,7,2,1,4,67,1,2017,5,1
1371,2018,25,1,1,1,2,7,502,5,99,1,24,3,3,5,2,1,3,69,2,1994,3,1
1372,2018,25,1,1,1,2,7,502,5,99,1,25,4,4,6,2,1,4,67,3,9999,99,1
1373,2018,25,18,4,3,2,7,1016,10,99,1,21,3,3,5,1,1,4,1,1,9999,99,1
1374,2018,25,18,4,3,2,7,1016,10,99,1,24,3,3,5,1,1,14,6,1,2006,4,1
1375,2018,26,23,4,3,2,1,117,1,99,1,28,4,4,6,2,1,4,6,3,2013,5,1
1376,2018,26,23,4,3,2,1,117,1,99,2,48,8,8,10,9,1,4,3,5,9999,99,1
1377,2018,26,11,2,1,2,1,1901,19,99,2,34,5,5,7,1,1,1,28,4,2014,5,1
1378,2018,26,11,2,1,2,1,1901,19,99,2,26,4,4,6,1,1,4,76,3,9999,99,1
1379,2018,26,17,3,2,2,1,510,5,99,1,20,3,3,5,1,1,3,69,6,1995,3,1
1380,2018,26,17,3,2,2,1,510,5,99,1,24,3,3,5,9,1,4,6,3,9999,99,1
1381,2018,26,20,4,3,2,1,511,5,99,1,37,6,6,8,1,1,2,69,4,2010,5,1
1382,2018,26,20,4,3,2,1,511,5,99,1,27,4,4,6,1,1,4,32,1,9999,99,1
1383,2018,26,2,1,1,2,1,1001,10,99,1,26,4,4,6,2,1,14,6,1,9999,99,1
1384,2018,26,0,1,1,2,1,1202,12,99,2,26,4,4,6,1,1,1,21,10,1995,3,2
1385,2018,26,0,1,1,2,1,1215,12,99,1,19,2,2,4,2,1,3,69,2,9999,99,2
1386,2018,26,16,3,2,2,1,1614,16,99,1,69,12,11,14,1,1,9,69,2,1994,3,1
1387,2018,26,16,3,2,2,1,1614,16,99,1,30,5,5,7,1,1,4,63,3,9999,99,1
1388,2018,26,20,4,3,2,1,1804,18,99,1,21,3,3,5,2,1,4,2,1,2012,5,1
1389,2018,26,20,4,3,2,1,1804,18,99,1,18,2,2,4,1,1,4,27,1,2012,5,1
1390,2018,26,9,2,1,2,1,1804,18,99,9,999,16,12,18,9,9,9,69,4,2007,4,1
1391,2018,26,17,3,2,2,1,1411,14,99,1,19,2,2,4,2,1,4,18,5,2014,5,1
1392,2018,26,17,3,2,2,1,1411,14,99,1,47,8,8,10,1,1,5,52,2,2007,4,1
1393,2018,27,23,4,3,2,2,117,1,99,1,31,5,5,7,1,1,1,69,4,2005,4,1
1394,2018,27,23,4,3,2,2,117,1,99,1,28,4,4,6,9,1,4,67,1,2007,4,1
1395,2018,27,14,3,2,2,2,117,1,99,1,21,3,3,5,9,1,4,6,4,9999,99,1
1396,2018,27,14,3,2,2,2,117,1,99,9,999,16,12,18,9,9,1,999,2,9999,99,1
1397,2018,27,17,3,2,2,2,2101,21,99,1,57,10,10,12,2,1,2,27,5,1995,3,1
1398,2018,27,17,3,2,2,2,2101,21,99,1,27,4,4,6,1,1,1,69,6,9999,99,1
1399,2018,27,7,2,1,2,2,507,5,99,1,46,8,8,10,1,1,6,40,3,9999,99,1
1400,2018,27,7,2,1,2,2,507,5,99,1,54,9,9,11,1,1,9,56,4,9999,99,1
1401,2018,27,13,3,2,2,2,511,5,99,1,62,11,11,13,1,1,2,31,2,1998,3,2
1402,2018,27,16,3,2,2,2,801,8,99,1,50,9,9,11,2,1,1,69,9,1993,3,1
1403,2018,27,16,3,2,2,2,801,8,99,1,27,4,4,6,1,1,4,67,5,9999,99,1
1404,2018,27,16,3,2,2,2,204,2,99,1,45,8,8,10,1,1,4,67,1,9999,99,2
1405,2018,28,19,4,3,2,3,101,1,12,1,62,11,11,13,9,1,2,10,4,9999,99,1
1406,2018,28,19,4,3,2,3,101,1,12,1,25,4,4,6,9,1,4,100,1,9999,99,1
1407,2018,28,14,3,2,2,3,117,1,99,9,999,16,12,18,9,9,12,50,1,9999,99,1
1408,2018,28,14,3,2,2,3,117,1,99,9,999,16,12,18,9,9,1,56,4,1985,2,1
1409,2018,28,14,3,2,2,3,2209,22,99,1,18,2,2,4,9,1,4,999,5,9999,99,1
1410,2018,28,14,3,2,2,3,2209,22,99,1,50,9,9,11,9,1,14,6,1,9999,99,1
1411,2018,28,6,2,1,2,3,511,5,99,1,42,7,7,9,1,1,6,30,2,1999,3,1
1412,2018,28,6,2,1,2,3,511,5,99,1,45,8,8,10,9,1,4,18,1,9999,99,1
1413,2018,28,23,4,3,2,3,601,6,99,1,53,9,9,11,9,1,3,69,3,9999,99,7
1414,2018,28,8,2,1,2,3,1302,13,99,1,22,3,3,5,9,1,4,6,3,2014,5,1
1415,2018,28,8,2,1,2,3,1302,13,99,1,27,4,4,6,9,1,4,3,2,2017,5,1
1416,2018,28,11,2,1,2,3,801,8,99,1,22,3,3,5,1,1,1,999,4,2007,4,1
1417,2018,28,11,2,1,2,3,801,8,99,2,78,14,11,16,9,1,2,69,2,1998,3,1
1418,2018,1,14,3,2,2,4,101,1,5,2,20,3,3,5,9,1,1,69,1,1995,3,5
1419,2018,1,17,3,2,2,4,117,1,99,1,35,6,6,8,2,1,2,69,5,1997,3,5
1420,2018,1,7,2,1,2,4,2101,21,99,9,999,16,12,18,9,9,4,999,5,9999,99,5
1421,2018,1,18,4,3,2,4,1001,10,99,1,56,10,10,12,1,1,9,41,4,2005,4,5
1422,2018,1,23,4,3,2,4,701,7,99,1,999,16,12,18,2,1,3,69,2,9999,99,5
1423,2018,1,13,3,2,2,4,314,3,99,1,32,5,5,7,1,1,2,52,9,2000,4,5
1424,2018,2,19,4,3,2,5,101,1,1,2,25,4,4,6,1,1,4,6,5,2016,5,5
1425,2018,2,18,4,3,2,5,101,1,18,1,22,3,3,5,1,1,4,6,5,9999,99,5
1426,2018,2,16,3,2,2,5,113,1,99,2,54,9,9,11,2,1,1,10,4,2012,5,5
1427,2018,2,12,3,2,2,5,901,9,99,1,23,3,3,5,9,1,1,48,11,9999,99,5
