﻿num_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
7280,2022,17,22,Noche,Diciembre,Sabado,Chiquimula,Chiquimula,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape,4
7281,2022,17,0,Ma?ana,Diciembre,Sabado,Escuintla,Escuintla,Ignorada,Cabezal,Volvo,Rojo,2001,2000-2009,Colisi?n,1
7282,2022,17,11,Ma?ana,Diciembre,Sabado,Escuintla,Escuintla,Ignorada,Autom?vil,Hyundai,Gris,2002,2000-2009,Choque,2
7283,2022,17,14,Tarde,Diciembre,Sabado,Escuintla,Escuintla,Ignorada,Motocicleta,Serpento,Blanco,Ignorado,Ignorado,Derrape,3
7284,2022,17,10,Ma?ana,Diciembre,Sabado,Escuintla,Escuintla,Ignorada,Cami?n,Ford,Blanco,Ignorado,Ignorado,Colisi?n,2
7285,2022,17,14,Tarde,Diciembre,Sabado,Escuintla,Masagua,Ignorada,Pick up,Mazda,Blanco,Ignorado,Ignorado,Colisi?n,3
7286,2022,17,16,Tarde,Diciembre,Sabado,San Marcos,San Miguel Ixtahuac?n,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisi?n,3
7287,2022,17,0,Ma?ana,Diciembre,Sabado,Huehuetenango,Chiantla,Ignorada,Cami?n,Toyota,Blanco,Ignorado,Ignorado,Vuelco,1
7288,2022,17,18,Noche,Diciembre,Sabado,Alta Verapaz,Fray Bartolom? de las Casas,Ignorada,Cami?n,Internacional,Azul,2000,2000-2009,Colisi?n,4
7289,2022,17,20,Noche,Diciembre,Sabado,El Progreso,San Antonio la Paz,Ignorada,Autom?vil,Hyundai,Gris,Ignorado,Ignorado,Colisi?n,4
7290,2022,17,18,Noche,Diciembre,Sabado,Izabal,Puerto Barrios,Ignorada,Autom?vil,Toyota,Negro,Ignorado,Ignorado,Colisi?n,4
7291,2022,17,3,Ma?ana,Diciembre,Sabado,Izabal,Morales,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape,1
7292,2022,17,6,Ma?ana,Diciembre,Sabado,Quich?,San Pedro Jocopilas,Ignorada,Cami?n,Hino,Blanco,Ignorado,Ignorado,Vuelco,2
7293,2022,17,19,Noche,Diciembre,Sabado,Solol?,Nahual?,Ignorada,Cami?n,Kia,Blanco,Ignorado,Ignorado,Embarranc?,4
7294,2022,17,22,Noche,Diciembre,Sabado,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Italika,Rojo,2019,2010-2019,Choque,4
7295,2022,17,18,Noche,Diciembre,Sabado,Chimaltenango,Patzic?a,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Choque,4
7296,2022,17,17,Tarde,Diciembre,Sabado,Sacatep?quez,Ciudad Vieja,Ignorada,Motocicleta,Bajaj,Ignorado,2022,2020-2029,Colisi?n,3
7297,2022,17,20,Noche,Diciembre,Sabado,Sacatep?quez,Santa Luc?a Milpas Altas,Ignorada,Motocicleta,Freedom,Rojo,2018,2010-2019,Colisi?n,4
7298,2022,17,22,Noche,Diciembre,Sabado,Escuintla,Iztapa,Ignorada,Autom?vil,Mazda,Gris,Ignorado,Ignorado,Colisi?n,4
7299,2022,17,19,Noche,Diciembre,Sabado,Escuintla,Iztapa,Ignorada,Pick up,Dodge,Gris,2015,2010-2019,Colisi?n,4
7300,2022,17,23,Noche,Diciembre,Sabado,Quetzaltenango,Quetzaltenango,Ignorada,Cabezal,Ignorado,Anaranjado,Ignorado,Ignorado,Colisi?n,4
7301,2022,18,20,Noche,Diciembre,Domingo,Guatemala,Guatemala,3,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
7302,2022,18,6,Ma?ana,Diciembre,Domingo,Guatemala,Guatemala,6,Motocicleta,Freedom,Rojo,2020,2020-2029,Derrape,2
7303,2022,18,17,Tarde,Diciembre,Domingo,Guatemala,Santa Catarina Pinula,Ignorada,Camioneta,Hyundai,Gris,2006,2000-2009,Colisi?n,3
7304,2022,18,19,Noche,Diciembre,Domingo,Guatemala,Guatemala,11,Autom?vil,Mazda,Gris,Ignorado,Ignorado,Colisi?n,4
7305,2022,18,9,Ma?ana,Diciembre,Domingo,Guatemala,Guatemala,7,Motocicleta,Serpento,Azul,Ignorado,Ignorado,Colisi?n,2
7306,2022,18,17,Tarde,Diciembre,Domingo,Guatemala,Villa Nueva,4,Camioneta,Toyota,Ignorado,Ignorado,Ignorado,Colisi?n,3
7307,2022,18,5,Ma?ana,Diciembre,Domingo,Guatemala,San Juan Sacatep?quez,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
7308,2022,18,23,Noche,Diciembre,Domingo,Guatemala,San Juan Sacatep?quez,Ignorada,Motocicleta,Honda,Negro,2021,2020-2029,Colisi?n,4
7309,2022,18,23,Noche,Diciembre,Domingo,Guatemala,San Juan Sacatep?quez,Ignorada,Camioneta,Hyundai,Ignorado,Ignorado,Ignorado,Choque,4
7310,2022,18,22,Noche,Diciembre,Domingo,Jutiapa,Jalpatagua,Ignorada,Camioneta,Toyota,Verde,2007,2000-2009,Colisi?n,4
7311,2022,18,18,Noche,Diciembre,Domingo,Jutiapa,Conguaco,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,4
7312,2022,18,20,Noche,Diciembre,Domingo,Jutiapa,Moyuta,Ignorada,Motocicleta,Italika,Negro,2014,2010-2019,Colisi?n,4
7313,2022,18,7,Ma?ana,Diciembre,Domingo,Jutiapa,El Progreso,Ignorada,Microb?s,Toyota,Azul,2009,2000-2009,Vuelco,2
7314,2022,18,2,Ma?ana,Diciembre,Domingo,Chiquimula,Chiquimula,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
7315,2022,18,1,Ma?ana,Diciembre,Domingo,Zacapa,Usumatl?n,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,1
7316,2022,18,15,Tarde,Diciembre,Domingo,Escuintla,Escuintla,Ignorada,Cabezal,Freightliner,Verde,1994,1990-1999,Colisi?n,3
7317,2022,18,13,Tarde,Diciembre,Domingo,Escuintla,Tiquisate,Ignorada,Motocicleta,Hero Hunk,Rojo,Ignorado,Ignorado,Colisi?n,3
7318,2022,18,9,Ma?ana,Diciembre,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
7319,2022,18,20,Noche,Diciembre,Domingo,Escuintla,Nueva Concepci?n,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisi?n,4
7320,2022,18,20,Noche,Diciembre,Domingo,San Marcos,La Blanca,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
7321,2022,18,1,Ma?ana,Diciembre,Domingo,Huehuetenango,Huehuetenango,5,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,1
7322,2022,18,14,Tarde,Diciembre,Domingo,Alta Verapaz,San Crist?bal Verapaz,Ignorada,Bus urbano,Hyundai,Amarillo,2004,2000-2009,Vuelco,3
7323,2022,18,22,Noche,Diciembre,Domingo,Alta Verapaz,San Crist?bal Verapaz,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
7324,2022,18,17,Tarde,Diciembre,Domingo,Baja Verapaz,Purulh?,Ignorada,Autom?vil,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n,3
7325,2022,18,0,Ma?ana,Diciembre,Domingo,Baja Verapaz,Salam?,2,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
7326,2022,18,19,Noche,Diciembre,Domingo,Izabal,Livingston,Ignorada,Cabezal,Ignorado,Azul,Ignorado,Ignorado,Colisi?n,4
7327,2022,18,7,Ma?ana,Diciembre,Domingo,Pet?n,San Andr?s,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape,2
7328,2022,18,14,Tarde,Diciembre,Domingo,Pet?n,Santa Ana,Ignorada,Camioneta,Ignorado,Negro,Ignorado,Ignorado,Colisi?n,3
7329,2022,18,7,Ma?ana,Diciembre,Domingo,Quich?,Chajul,Ignorada,Cami?n,Hino,Blanco,Ignorado,Ignorado,Colisi?n,2
7330,2022,18,0,Ma?ana,Diciembre,Domingo,Sacatep?quez,Ciudad Vieja,Ignorada,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Derrape,1
7331,2022,18,2,Ma?ana,Diciembre,Domingo,Sacatep?quez,Santa Luc?a Milpas Altas,Ignorada,Pick up,Nissan,Negro,Ignorado,Ignorado,Choque,1
7332,2022,19,1,Ma?ana,Diciembre,Lunes,Guatemala,Guatemala,6,Camioneta,Honda,Blanco,1999,1990-1999,Colisi?n,1
7333,2022,19,22,Noche,Diciembre,Lunes,Guatemala,Fraijanes,Ignorada,Autom?vil,Honda,Negro,2010,2010-2019,Colisi?n,4
7334,2022,19,23,Noche,Diciembre,Lunes,Guatemala,Guatemala,11,Motocicleta,Suzuki,Azul,2021,2020-2029,Colisi?n,4
7335,2022,19,7,Ma?ana,Diciembre,Lunes,Guatemala,Villa Nueva,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,2
7336,2022,19,0,Ma?ana,Diciembre,Lunes,Guatemala,Mixco,6,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
7337,2022,19,14,Tarde,Diciembre,Lunes,Guatemala,San Juan Sacatep?quez,Ignorada,Moto taxi,Bajaj,Rojo,2015,2010-2019,Colisi?n,3
7338,2022,19,8,Ma?ana,Diciembre,Lunes,Zacapa,R?o Hondo,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Embarranc?,2
7339,2022,19,21,Noche,Diciembre,Lunes,Escuintla,Pal?n,Ignorada,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Colisi?n,4
7340,2022,19,13,Tarde,Diciembre,Lunes,Escuintla,Masagua,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,3
7341,2022,19,1,Ma?ana,Diciembre,Lunes,Santa Rosa,Cuilapa,Ignorada,Camioneta,Kia,Gris,2006,2000-2009,Colisi?n,1
7342,2022,19,17,Tarde,Diciembre,Lunes,Suchitep?quez,San Bernardino,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisi?n,3
7343,2022,19,11,Ma?ana,Diciembre,Lunes,Retalhuleu,Retalhuleu,5,Pick up,Chevrolet,Negro,Ignorado,Ignorado,Colisi?n,2
7344,2022,19,4,Ma?ana,Diciembre,Lunes,San Marcos,San Pedro Sacatep?quez,Ignorada,Autom?vil,Toyota,Azul,1989,1980-1989,Colisi?n,1
7345,2022,19,22,Noche,Diciembre,Lunes,Baja Verapaz,Rabinal,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Choque,4
7346,2022,19,2,Ma?ana,Diciembre,Lunes,El Progreso,San Agust?n Acasaguastl?n,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Vuelco,1
7347,2022,19,14,Tarde,Diciembre,Lunes,El Progreso,Sanarate,Ignorada,Pick up,Nissan,Rojo,1986,1980-1989,Colisi?n,3
7348,2022,19,12,Tarde,Diciembre,Lunes,Izabal,Los Amates,Ignorada,Cabezal,Volvo,Blanco,1979,1970-1979,Colisi?n,3
7349,2022,19,10,Ma?ana,Diciembre,Lunes,Izabal,Puerto Barrios,Ignorada,Pick up,Toyota,Verde,Ignorado,Ignorado,Choque,2
7350,2022,19,21,Noche,Diciembre,Lunes,Pet?n,Flores,Ignorada,Autom?vil,Mazda,Negro,2013,2010-2019,Colisi?n,4
7351,2022,20,18,Noche,Diciembre,Martes,Guatemala,Guatemala,2,Pick up,Toyota,Gris,2008,2000-2009,Colisi?n,4
7352,2022,20,23,Noche,Diciembre,Martes,Guatemala,Guatemala,1,Camioneta,Kia,Azul,Ignorado,Ignorado,Colisi?n,4
7353,2022,20,9,Ma?ana,Diciembre,Martes,Guatemala,Villa Nueva,12,Pick up,Mahindra,Gris,2022,2020-2029,Colisi?n,2
7354,2022,20,21,Noche,Diciembre,Martes,Guatemala,Villa Nueva,12,Autom?vil,Hyundai,Gris,Ignorado,Ignorado,Colisi?n,4
7355,2022,20,19,Noche,Diciembre,Martes,Guatemala,Guatemala,12,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
7356,2022,20,19,Noche,Diciembre,Martes,Guatemala,Guatemala,7,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisi?n,4
7357,2022,20,21,Noche,Diciembre,Martes,Guatemala,Guatemala,11,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisi?n,4
7358,2022,20,16,Tarde,Diciembre,Martes,Guatemala,Villa Nueva,12,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisi?n,3
7359,2022,20,7,Ma?ana,Diciembre,Martes,Guatemala,Mixco,19,Camioneta,Toyota,Negro,2016,2010-2019,Colisi?n,2
7360,2022,20,22,Noche,Diciembre,Martes,Guatemala,Mixco,8,Panel,Wuling,Blanco,2011,2010-2019,Colisi?n,4
7361,2022,20,22,Noche,Diciembre,Martes,Escuintla,La Gomera,Ignorada,Motocicleta,TVS Apache,Azul,Ignorado,Ignorado,Derrape,4
7362,2022,20,12,Tarde,Diciembre,Martes,Escuintla,Nueva Concepci?n,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisi?n,3
7363,2022,20,17,Tarde,Diciembre,Martes,Santa Rosa,Cuilapa,Ignorada,Pick up,Toyota,Verde,1994,1990-1999,Colisi?n,3
7364,2022,20,21,Noche,Diciembre,Martes,Suchitep?quez,Patulul,Ignorada,Cami?n,Hino,Blanco,2023,2020-2029,Colisi?n,4
7365,2022,20,17,Tarde,Diciembre,Martes,Quetzaltenango,La Esperanza,Ignorada,Cami?n,Kia,Amarillo,2002,2000-2009,Colisi?n,3
7366,2022,20,14,Tarde,Diciembre,Martes,Izabal,Los Amates,Ignorada,Pick up,Toyota,Rojo,2022,2020-2029,Colisi?n,3
7367,2022,20,15,Tarde,Diciembre,Martes,Solol?,Solol?,Ignorada,Motocicleta,Yamaha,Beige,2002,2000-2009,Derrape,3
7368,2022,20,6,Ma?ana,Diciembre,Martes,Guatemala,Guatemala,11,Motocicleta,Asia Hero,Gris,2019,2010-2019,Colisi?n,2
7369,2022,20,20,Noche,Diciembre,Martes,Guatemala,Villa Nueva,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
7370,2022,20,23,Noche,Diciembre,Martes,Guatemala,Guatemala,12,Camioneta,Ford,Gris,2007,2000-2009,Colisi?n,4
7371,2022,20,22,Noche,Diciembre,Martes,Guatemala,Guatemala,11,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
7372,2022,21,6,Ma?ana,Diciembre,Miercoles,Guatemala,Guatemala,1,Microb?s,Mazda,Gris,Ignorado,Ignorado,Colisi?n,2
7373,2022,21,3,Ma?ana,Diciembre,Miercoles,Guatemala,Guatemala,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
7374,2022,21,3,Ma?ana,Diciembre,Miercoles,Guatemala,Guatemala,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,1
7375,2022,21,1,Ma?ana,Diciembre,Miercoles,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Haojue,Negro,Ignorado,Ignorado,Derrape,1
7376,2022,21,9,Ma?ana,Diciembre,Miercoles,Guatemala,Villa Nueva,4,Motocicleta,Honda,Blanco,Ignorado,Ignorado,Colisi?n,2
7377,2022,21,12,Tarde,Diciembre,Miercoles,Guatemala,Amatitl?n,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,3
7378,2022,21,20,Noche,Diciembre,Miercoles,Guatemala,Mixco,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Derrape,4
7379,2022,21,9,Ma?ana,Diciembre,Miercoles,Jutiapa,Jutiapa,Ignorada,Microb?s,Toyota,Azul,Ignorado,Ignorado,Vuelco,2
7380,2022,21,18,Noche,Diciembre,Miercoles,Zacapa,Teculut?n,Ignorada,Cabezal,Freightliner,Ignorado,2000,2000-2009,Colisi?n,4
7381,2022,21,15,Tarde,Diciembre,Miercoles,Escuintla,Masagua,Ignorada,Pick up,Toyota,Verde,1998,1990-1999,Colisi?n,3
7382,2022,21,13,Tarde,Diciembre,Miercoles,Escuintla,Nueva Concepci?n,Ignorada,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Derrape,3
7383,2022,21,9,Ma?ana,Diciembre,Miercoles,Santa Rosa,Chiquimulilla,Ignorada,Pick up,Toyota,Blanco,2021,2020-2029,Colisi?n,2
7384,2022,21,15,Tarde,Diciembre,Miercoles,Santa Rosa,Barberena,Ignorada,Autom?vil,Mazda,Azul,2013,2010-2019,Colisi?n,3
7385,2022,21,3,Ma?ana,Diciembre,Miercoles,Quetzaltenango,Quetzaltenango,Ignorada,Pick up,Ignorado,Azul,2008,2000-2009,Colisi?n,1
7386,2022,21,17,Tarde,Diciembre,Miercoles,Quetzaltenango,El Palmar,Ignorada,Cami?n,Hyundai,Blanco,2011,2010-2019,Colisi?n,3
7387,2022,21,12,Tarde,Diciembre,Miercoles,El Progreso,San Agust?n Acasaguastl?n,Ignorada,Cabezal,Freightliner,Blanco,1997,1990-1999,Colisi?n,3
7388,2022,21,21,Noche,Diciembre,Miercoles,Sacatep?quez,Santiago Sacatep?quez,Ignorada,Motocicleta,Avanti,Negro,2022,2020-2029,Derrape,4
7389,2022,22,21,Noche,Diciembre,Jueves,Guatemala,Villa Canales,1,Motocicleta,Bajaj,Blanco,2021,2020-2029,Colisi?n,4
7390,2022,22,3,Ma?ana,Diciembre,Jueves,Guatemala,Guatemala,7,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Derrape,1
7391,2022,22,3,Ma?ana,Diciembre,Jueves,Guatemala,Mixco,8,Camioneta,BMW,Negro,2012,2010-2019,Colisi?n,1
7392,2022,22,0,Ma?ana,Diciembre,Jueves,Izabal,Puerto Barrios,Ignorada,Motocicleta,Freedom,Ignorado,Ignorado,Ignorado,Derrape,1
7393,2022,22,11,Ma?ana,Diciembre,Jueves,Escuintla,Siquinal?,Ignorada,Motocicleta,Italika,Negro,2013,2010-2019,Colisi?n,2
7394,2022,22,16,Tarde,Diciembre,Jueves,Pet?n,Dolores,Ignorada,Pick up,Mazda,Gris,2005,2000-2009,Colisi?n,3
7395,2022,22,0,Ma?ana,Diciembre,Jueves,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisi?n,1
7396,2022,22,13,Tarde,Diciembre,Jueves,Suchitep?quez,Mazatenango,Ignorada,Pick up,Isuzu,Café,1983,1980-1989,Colisi?n,3
7397,2022,22,9,Ma?ana,Diciembre,Jueves,Suchitep?quez,San Bernardino,Ignorada,Pick up,Toyota,Gris,2022,2020-2029,Colisi?n,2
7398,2022,22,19,Noche,Diciembre,Jueves,Retalhuleu,Retalhuleu,Ignorada,Cami?n,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
7399,2022,22,17,Tarde,Diciembre,Jueves,Quetzaltenango,Coatepeque,Ignorada,Camioneta,Toyota,Gris,Ignorado,Ignorado,Colisi?n,3
7400,2022,22,22,Noche,Diciembre,Jueves,Guatemala,Guatemala,1,Autom?vil,Toyota,Gris,2014,2010-2019,Choque,4
7401,2022,22,16,Tarde,Diciembre,Jueves,Guatemala,Villa Canales,Ignorada,Cami?n,Hino,Blanco,Ignorado,Ignorado,Derrape,3
7402,2022,23,2,Ma?ana,Diciembre,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Bajaj,Negro,2017,2010-2019,Derrape,1
7403,2022,23,19,Noche,Diciembre,Viernes,Guatemala,Guatemala,10,Motocicleta,Genesis,Rojo,2015,2010-2019,Colisi?n,4
7404,2022,23,19,Noche,Diciembre,Viernes,Guatemala,Guatemala,5,Bus urbano,Mercedes Benz,Blanco,2012,2010-2019,Colisi?n,4
7405,2022,23,17,Tarde,Diciembre,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,3
7406,2022,23,2,Ma?ana,Diciembre,Viernes,Guatemala,Guatemala,7,Motocicleta,Hero Hunk,Negro,2016,2010-2019,Derrape,1
7407,2022,23,20,Noche,Diciembre,Viernes,Guatemala,Guatemala,7,Pick up,Honda,Gris,2006,2000-2009,Colisi?n,4
7408,2022,23,19,Noche,Diciembre,Viernes,Guatemala,San Juan Sacatep?quez,Ignorada,Bus urbano,Internacional,Blanco,1991,1990-1999,Colisi?n,4
7409,2022,23,13,Tarde,Diciembre,Viernes,Jutiapa,Jutiapa,Ignorada,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Colisi?n,3
7410,2022,23,9,Ma?ana,Diciembre,Viernes,Zacapa,Zacapa,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
7411,2022,23,21,Noche,Diciembre,Viernes,Escuintla,Santa Luc?a Cotzumalguapa,Ignorada,Motocicleta,Jialing,Ignorado,2000,2000-2009,Colisi?n,4
7412,2022,23,6,Ma?ana,Diciembre,Viernes,Escuintla,Masagua,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Derrape,2
7413,2022,23,13,Tarde,Diciembre,Viernes,Santa Rosa,Oratorio,Ignorada,Camioneta,Nissan,Corinto,Ignorado,Ignorado,Colisi?n,3
7414,2022,23,17,Tarde,Diciembre,Viernes,Retalhuleu,Nuevo San Carlos,Ignorada,Pick up,Toyota,Azul,1984,1980-1989,Colisi?n,3
7415,2022,23,18,Noche,Diciembre,Viernes,Alta Verapaz,Chisec,Ignorada,Bus urbano,Hyundai,Gris,2000,2000-2009,Colisi?n,4
7416,2022,23,18,Noche,Diciembre,Viernes,Alta Verapaz,Chisec,Ignorada,Microb?s,Toyota,Ignorado,Ignorado,Ignorado,Colisi?n,4
7417,2022,23,13,Tarde,Diciembre,Viernes,Alta Verapaz,Cob?n,Ignorada,Pick up,Toyota,Rojo,Ignorado,Ignorado,Vuelco,3
7418,2022,23,19,Noche,Diciembre,Viernes,Izabal,Livingston,Ignorada,Motocicleta,Freedom,Gris,Ignorado,Ignorado,Derrape,4
7419,2022,23,19,Noche,Diciembre,Viernes,Izabal,Morales,Ignorada,Motocicleta,Yamaha,Ignorado,Ignorado,Ignorado,Choque,4
7420,2022,23,18,Noche,Diciembre,Viernes,Pet?n,Flores,Ignorada,Ignorado,Chevrolet,Gris,Ignorado,Ignorado,Colisi?n,4
7421,2022,23,2,Ma?ana,Diciembre,Viernes,Quich?,Santa Cruz del Quich?,Ignorada,Cami?n,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n,1
7422,2022,23,21,Noche,Diciembre,Viernes,Suchitep?quez,San Jos? La M?quina,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
7423,2022,23,19,Noche,Diciembre,Viernes,Alta Verapaz,Cob?n,Ignorada,Bus urbano,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
7424,2022,23,20,Noche,Diciembre,Viernes,Sacatep?quez,San Juan Alotenango,Ignorada,Pick up,Toyota,Rojo,1989,1980-1989,Colisi?n,4
7425,2022,23,21,Noche,Diciembre,Viernes,Sacatep?quez,Antigua Guatemala,Ignorada,Pick up,Toyota,Blanco,1986,1980-1989,Colisi?n,4
7426,2022,24,23,Noche,Diciembre,Sabado,Guatemala,Guatemala,12,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
7427,2022,24,2,Ma?ana,Diciembre,Sabado,Guatemala,Guatemala,25,Motocicleta,Suzuki,Azul,2020,2020-2029,Derrape,1
7428,2022,24,13,Tarde,Diciembre,Sabado,Guatemala,San Juan Sacatep?quez,2,Cami?n,Hino,Blanco,2003,2000-2009,Colisi?n,3
7429,2022,24,15,Tarde,Diciembre,Sabado,Guatemala,Villa Nueva,1,Autom?vil,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,3
7430,2022,24,17,Tarde,Diciembre,Sabado,Alta Verapaz,San Pedro Carch?,Ignorada,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Derrape,3
7431,2022,24,19,Noche,Diciembre,Sabado,Jalapa,San Luis Jilotepeque,Ignorada,Pick up,Nissan,Ignorado,Ignorado,Ignorado,Colisi?n,4
7432,2022,24,5,Ma?ana,Diciembre,Sabado,Chiquimula,Chiquimula,Ignorada,Autom?vil,Toyota,Blanco,Ignorado,Ignorado,Colisi?n,1
7433,2022,24,7,Ma?ana,Diciembre,Sabado,Zacapa,Gual?n,Ignorada,Cami?n,Hino,Blanco,Ignorado,Ignorado,Colisi?n,2
7434,2022,24,15,Tarde,Diciembre,Sabado,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,3
7435,2022,24,23,Noche,Diciembre,Sabado,Sacatep?quez,Antigua Guatemala,Ignorada,Autom?vil,Honda,Verde,1999,1990-1999,Colisi?n,4
7436,2022,24,0,Ma?ana,Diciembre,Sabado,Sacatep?quez,Sumpango,Ignorada,Pick up,Isuzu,Ignorado,2019,2010-2019,Colisi?n,1
7437,2022,24,16,Tarde,Diciembre,Sabado,Sacatep?quez,Antigua Guatemala,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
7438,2022,24,12,Tarde,Diciembre,Sabado,Escuintla,Escuintla,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,3
7439,2022,24,18,Noche,Diciembre,Sabado,Escuintla,San Jos?,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
7440,2022,24,13,Tarde,Diciembre,Sabado,Suchitep?quez,Patulul,Ignorada,Camioneta,Kia,Anaranjado,Ignorado,Ignorado,Colisi?n,3
7441,2022,24,20,Noche,Diciembre,Sabado,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisi?n,4
7442,2022,24,10,Ma?ana,Diciembre,Sabado,Huehuetenango,Huehuetenango,Ignorada,Cami?n,Ignorado,Blanco,Ignorado,Ignorado,Colisi?n,2
7443,2022,24,21,Noche,Diciembre,Sabado,Guatemala,Guatemala,8,Motocicleta,Hero Hunk,Rojo,2018,2010-2019,Derrape,4
7444,2022,24,17,Tarde,Diciembre,Sabado,Guatemala,Guatemala,18,Camioneta,Mazda,Negro,2016,2010-2019,Colisi?n,3
7445,2022,24,20,Noche,Diciembre,Sabado,Guatemala,San Juan Sacatep?quez,Ignorada,Pick up,Toyota,Beige,Ignorado,Ignorado,Colisi?n,4
7446,2022,24,20,Noche,Diciembre,Sabado,Guatemala,Mixco,11,Motocicleta,Bajaj,Rojo,2016,2010-2019,Colisi?n,4
7447,2022,24,18,Noche,Diciembre,Sabado,Quetzaltenango,Quetzaltenango,6,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisi?n,4
7448,2022,25,22,Noche,Diciembre,Domingo,Guatemala,Guatemala,1,Autom?vil,Honda,Blanco,2012,2010-2019,Colisi?n,4
7449,2022,25,22,Noche,Diciembre,Domingo,Guatemala,Guatemala,1,Motocicleta,Freedom,Rojo,2022,2020-2029,Colisi?n,4
