﻿﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
186,2023,11,22,Noche,Enero,Miércoles,Guatemala,Mixco,2,Automóvil,Toyota,Gris,2021,2020-2029,Colisión,4
187,2023,11,10,Mañana,Enero,Miércoles,Zacapa,Teculután,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
188,2023,11,10,Mañana,Enero,Miércoles,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Pick up,Peugeot,Gris,2022,2020-2029,Colisión,2
189,2023,11,19,Noche,Enero,Miércoles,Escuintla,Siquinalá,Ignorada,Camioneta,Hyundai,Celeste,Ignorado,Ignorado,Colisión,4
190,2023,11,11,Mañana,Enero,Miércoles,Escuintla,Escuintla,Ignorada,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,Colisión,2
191,2023,11,13,Tarde,Enero,Miércoles,Escuintla,Iztapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
192,2023,11,19,Noche,Enero,Miércoles,Escuintla,Masagua,Ignorada,Motocicleta,MRT,Rojo,2019,2010-2019,Colisión,4
193,2023,11,20,Noche,Enero,Miércoles,Quetzaltenango,Coatepeque,Ignorada,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,4
194,2023,11,0,Mañana,Enero,Miércoles,San Marcos,San Pedro Sacatepéquez,Ignorada,Pick up,Toyota,Negro,2022,2020-2029,Colisión,1
195,2023,11,0,Mañana,Enero,Miércoles,San Marcos,Malacatán,Ignorada,Camioneta,Mazda,Blanco,Ignorado,Ignorado,Colisión,1
196,2023,11,19,Noche,Enero,Miércoles,San Marcos,El Tumbador,Ignorada,Pick up,Toyota,Blanco,1998,1990-1999,Colisión,4
197,2023,11,10,Mañana,Enero,Miércoles,Baja Verapaz,Salamá,Ignorada,Pick up,Chevrolet,Blanco,2022,2020-2029,Colisión,2
198,2023,11,18,Noche,Enero,Miércoles,Sololá,Sololá,Ignorada,Automóvil,Toyota,Beige,2002,2000-2009,Colisión,4
199,2023,11,9,Mañana,Enero,Miércoles,Chimaltenango,Chimaltenango,3,Motocicleta,Italika,Negro,2017,2010-2019,Colisión,2
200,2023,11,15,Tarde,Enero,Miércoles,Chimaltenango,Yepocapa,Ignorada,Cabezal,Ignorado,Blanco,1993,1990-1999,Colisión,3
201,2023,12,20,Noche,Enero,Jueves,Guatemala,Guatemala,6,Automóvil,Toyota,Rojo,Ignorado,Ignorado,Colisión,4
202,2023,12,19,Noche,Enero,Jueves,Guatemala,Guatemala,17,Camioneta,Honda,Gris,2007,2000-2009,Colisión,4
203,2023,12,23,Noche,Enero,Jueves,Guatemala,Guatemala,18,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisión,4
204,2023,12,1,Mañana,Enero,Jueves,Guatemala,Guatemala,17,Motocicleta,Asia Hero,Gris,2016,2010-2019,Colisión,1
205,2023,12,15,Tarde,Enero,Jueves,Guatemala,Villa Canales,Ignorada,Camión,Sterling,Blanco,Ignorado,Ignorado,Vuelco,3
206,2023,12,21,Noche,Enero,Jueves,Escuintla,Escuintla,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
207,2023,12,0,Mañana,Enero,Jueves,Santa Rosa,Cuilapa,Ignorada,Camioneta,Hyundai,Gris,2004,2000-2009,Colisión,1
208,2023,12,10,Mañana,Enero,Jueves,Santa Rosa,Taxisco,Ignorada,Pick up,Isuzu,Gris,2010,2010-2019,Colisión,2
209,2023,12,21,Noche,Enero,Jueves,Retalhuleu,San Sebastián,Ignorada,Automóvil,Toyota,Azul,2004,2000-2009,Colisión,4
210,2023,12,13,Tarde,Enero,Jueves,San Marcos,San Pedro Sacatepéquez,Ignorada,Camioneta,Ignorado,Negro,Ignorado,Ignorado,Colisión,3
211,2023,12,20,Noche,Enero,Jueves,Petén,San Benito,Ignorada,Motocicleta,Italika,Negro,2022,2020-2029,Colisión,4
212,2023,12,19,Noche,Enero,Jueves,Sololá,Sololá,Ignorada,Camión,Freightliner,Blanco,2000,2000-2009,Colisión,4
213,2023,12,22,Noche,Enero,Jueves,Guatemala,Guatemala,12,Motocicleta,Yamaha,Azul,2022,2020-2029,Colisión,4
214,2023,12,23,Noche,Enero,Jueves,Escuintla,La Gomera,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
215,2023,13,8,Mañana,Enero,Viernes,Guatemala,Santa Catarina Pinula,5,Motocicleta,Honda,Anaranjado,2019,2010-2019,Derrape,2
216,2023,13,0,Mañana,Enero,Viernes,Guatemala,Fraijanes,Ignorada,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Derrape,1
217,2023,13,22,Noche,Enero,Viernes,Guatemala,Guatemala,11,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Colisión,4
218,2023,13,23,Noche,Enero,Viernes,Guatemala,Guatemala,21,Automóvil,Chevrolet,Verde,2014,2010-2019,Colisión,4
219,2023,13,7,Mañana,Enero,Viernes,Guatemala,Villa Nueva,Ignorada,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Colisión,2
220,2023,13,20,Noche,Enero,Viernes,Guatemala,Amatitlán,Ignorada,Motocicleta,Italika,Gris,Ignorado,Ignorado,Colisión,4
221,2023,13,7,Mañana,Enero,Viernes,Escuintla,San Vicente Pacaya,Ignorada,Automóvil,Suzuki,Beige,2008,2000-2009,Colisión,2
222,2023,13,1,Mañana,Enero,Viernes,Escuintla,Escuintla,Ignorada,Motocicleta,Serpento,Azul,2020,2020-2029,Embarrancó,1
223,2023,13,15,Tarde,Enero,Viernes,Escuintla,Escuintla,Ignorada,Pick up,Mitsubishi,Café,2019,2010-2019,Choque,3
224,2023,13,13,Tarde,Enero,Viernes,Suchitepéquez,San Bernardino,Ignorada,Camión,Internacional,Amarillo,Ignorado,Ignorado,Colisión,3
225,2023,13,8,Mañana,Enero,Viernes,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,2
226,2023,13,18,Noche,Enero,Viernes,Retalhuleu,Champerico,Ignorada,Automóvil,Toyota,Corinto,Ignorado,Ignorado,Colisión,4
227,2023,13,11,Mañana,Enero,Viernes,Quetzaltenango,San Carlos Sija,Ignorada,Panel,Volkswagen,Blanco,Ignorado,Ignorado,Colisión,2
228,2023,13,11,Mañana,Enero,Viernes,Sololá,Sololá,Ignorada,Bus urbano,Ignorado,Rojo,Ignorado,Ignorado,Vuelco,2
229,2023,13,21,Noche,Enero,Viernes,Chimaltenango,San Andrés Itzapa,Ignorada,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,Derrape,4
230,2023,13,21,Noche,Enero,Viernes,Sacatepequez,Ciudad Vieja,Ignorada,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Colisión,4
231,2023,14,23,Noche,Enero,Sábado,Guatemala,Guatemala,2,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
232,2023,14,0,Mañana,Enero,Sábado,Guatemala,Guatemala,17,Camión,Hino,Blanco,2022,2020-2029,Colisión,1
233,2023,14,9,Mañana,Enero,Sábado,Guatemala,Guatemala,6,Motocicleta,Bajaj,Blanco,2021,2020-2029,Colisión,2
234,2023,14,11,Mañana,Enero,Sábado,Guatemala,San José Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
235,2023,14,0,Mañana,Enero,Sábado,Guatemala,Guatemala,7,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisión,1
236,2023,14,16,Tarde,Enero,Sábado,Guatemala,Guatemala,12,Motocicleta,Asia Hero,Rojo,2022,2020-2029,Colisión,3
237,2023,14,18,Noche,Enero,Sábado,Guatemala,Guatemala,18,Motocicleta,Bajaj,Gris,2021,2020-2029,Colisión,4
238,2023,14,18,Noche,Enero,Sábado,Guatemala,Guatemala,7,Automóvil,BYD,Blanco,2015,2010-2019,Colisión,4
239,2023,14,21,Noche,Enero,Sábado,Guatemala,Guatemala,12,Automóvil,Nissan,Corinto,1997,1990-1999,Colisión,4
240,2023,14,16,Tarde,Enero,Sábado,Guatemala,Villa Nueva,Ignorada,Automóvil,BMW,Blanco,2005,2000-2009,Vuelco,3
241,2023,14,17,Tarde,Enero,Sábado,Escuintla,Escuintla,Ignorada,Cabezal,Freightliner,Azul,Ignorado,Ignorado,Colisión,3
242,2023,14,19,Noche,Enero,Sábado,Escuintla,Siquinalá,Ignorada,Automóvil,Scion,Gris,2006,2000-2009,Colisión,4
243,2023,14,6,Mañana,Enero,Sábado,Escuintla,Masagua,Ignorada,Tractor,Otros,Rojo,Ignorado,Ignorado,Colisión,2
244,2023,14,21,Noche,Enero,Sábado,Escuintla,Escuintla,Ignorada,Pick up,Nissan,Blanco,Ignorado,Ignorado,Colisión,4
245,2023,14,7,Mañana,Enero,Sábado,Escuintla,Masagua,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
246,2023,14,19,Noche,Enero,Sábado,Escuintla,Palín,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,4
247,2023,14,13,Tarde,Enero,Sábado,Quetzaltenango,Quetzaltenango,1,Camioneta,Toyota,Celeste,1995,1990-1999,Colisión,3
248,2023,14,17,Tarde,Enero,Sábado,Izabal,Los Amates,Ignorada,Motocicleta,Italika,Blanco,Ignorado,Ignorado,Derrape,3
249,2023,14,20,Noche,Enero,Sábado,Sololá,San Pablo la Laguna,Ignorada,Bus urbano,Ignorado,Azul,Ignorado,Ignorado,Vuelco,4
250,2023,14,6,Mañana,Enero,Sábado,Sacatepequez,Antigua Guatemala,Ignorada,Camión,Kia,Blanco,Ignorado,Ignorado,Colisión,2
251,2023,15,12,Tarde,Enero,Domingo,Guatemala,Palencia,Ignorada,Motocicleta,Bajaj,Rojo,2013,2010-2019,Choque,3
252,2023,15,14,Tarde,Enero,Domingo,Guatemala,Guatemala,7,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión,3
253,2023,15,6,Mañana,Enero,Domingo,Jutiapa,San José Acatempa,Ignorada,Camión,Suzuki,Blanco,1989,1980-1989,Colisión,2
254,2023,15,0,Mañana,Enero,Domingo,Escuintla,Escuintla,Ignorada,Camioneta,Toyota,Verde,2001,2000-2009,Choque,1
255,2023,15,19,Noche,Enero,Domingo,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Motocicleta,Honda,Azul,Ignorado,Ignorado,Colisión,4
256,2023,15,20,Noche,Enero,Domingo,Escuintla,Iztapa,Ignorada,Motocicleta,Yamaha,Gris,Ignorado,Ignorado,Embarrancó,4
257,2023,15,16,Tarde,Enero,Domingo,Quetzaltenango,Quetzaltenango,1,Motocicleta,Ignorado,Rojo,2020,2020-2029,Colisión,3
258,2023,15,22,Noche,Enero,Domingo,Alta Verapaz,San Pedro Carchá,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Derrape,4
259,2023,15,8,Mañana,Enero,Domingo,Baja Verapaz,San Jerónimo,Ignorada,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
260,2023,15,19,Noche,Enero,Domingo,Petén,La Libertad,Ignorada,Pick up,Toyota,Blanco,2016,2010-2019,Colisión,4
261,2023,15,21,Noche,Enero,Domingo,Quiché,Ixcán,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,4
262,2023,15,12,Tarde,Enero,Domingo,Sacatepequez,Ciudad Vieja,Ignorada,Motocicleta,Suzuki,Negro,2018,2010-2019,Derrape,3
263,2023,15,18,Noche,Enero,Domingo,Sacatepequez,Antigua Guatemala,Ignorada,Automóvil,Hyundai,Rojo,Ignorado,Ignorado,Colisión,4
264,2023,15,17,Tarde,Enero,Domingo,Sacatepequez,Sumpango,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Derrape,3
265,2023,16,11,Mañana,Enero,Lunes,Guatemala,Guatemala,1,Automóvil,Hyundai,Blanco,2018,2010-2019,Colisión,2
266,2023,16,15,Tarde,Enero,Lunes,Guatemala,Guatemala,9,Camioneta,Ssangyong,Blanco,2002,2000-2009,Colisión,3
267,2023,16,18,Noche,Enero,Lunes,Guatemala,Guatemala,17,Motocicleta,Asia Hero,Ignorado,Ignorado,Ignorado,Derrape,4
268,2023,16,18,Noche,Enero,Lunes,Guatemala,Fraijanes,Ignorada,Camioneta,Jeep,Blanco,2014,2010-2019,Colisión,4
269,2023,16,15,Tarde,Enero,Lunes,Guatemala,Petapa,5,Motocicleta,TVS Apache,Negro,Ignorado,Ignorado,Colisión,3
270,2023,16,17,Tarde,Enero,Lunes,Guatemala,Villa Nueva,4,Camioneta,Mazda,Beige,2006,2000-2009,Choque,3
271,2023,16,17,Tarde,Enero,Lunes,Guatemala,Petapa,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
272,2023,16,23,Noche,Enero,Lunes,Guatemala,Villa Nueva,5,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
273,2023,16,18,Noche,Enero,Lunes,Guatemala,Mixco,6,Camioneta,Scion,Gris,2006,2000-2009,Colisión,4
274,2023,16,20,Noche,Enero,Lunes,Guatemala,Mixco,6,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
275,2023,16,17,Tarde,Enero,Lunes,Escuintla,Escuintla,Ignorada,Bus urbano,Internacional,Azul,1998,1990-1999,Colisión,3
276,2023,16,17,Tarde,Enero,Lunes,Escuintla,Escuintla,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
277,2023,16,5,Mañana,Enero,Lunes,Santa Rosa,Barberena,Ignorada,Automóvil,Honda,Verde,2000,2000-2009,Colisión,1
278,2023,16,8,Mañana,Enero,Lunes,Santa Rosa,Taxisco,Ignorada,Motocicleta,Asia Hero,Rojo,2017,2010-2019,Choque,2
279,2023,16,17,Tarde,Enero,Lunes,Santa Rosa,Taxisco,Ignorada,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Derrape,3
280,2023,17,15,Tarde,Enero,Martes,Guatemala,Guatemala,1,Bus urbano,Internacional,Azul,Ignorado,Ignorado,Colisión,3
281,2023,17,9,Mañana,Enero,Martes,Guatemala,Guatemala,13,Camioneta,Suzuki,Gris,2014,2010-2019,Colisión,2
282,2023,17,5,Mañana,Enero,Martes,Guatemala,Guatemala,11,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
283,2023,17,23,Noche,Enero,Martes,Guatemala,Guatemala,11,Automóvil,Volkswagen,Gris,Ignorado,Ignorado,Choque,4
284,2023,17,14,Tarde,Enero,Martes,Guatemala,Villa Nueva,4,Motocicleta,Honda,Rojo,2018,2010-2019,Colisión,3
285,2023,17,0,Mañana,Enero,Martes,Guatemala,Villa Canales,Ignorada,Automóvil,Honda,Celeste,Ignorado,Ignorado,Colisión,1
286,2023,17,2,Mañana,Enero,Martes,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Embarrancó,1
287,2023,17,16,Tarde,Enero,Martes,Retalhuleu,San Andrés Villa Seca,Ignorada,Camión,Isuzu,Rojo,Ignorado,Ignorado,Colisión,3
288,2023,17,16,Tarde,Enero,Martes,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
289,2023,17,20,Noche,Enero,Martes,Baja Verapaz,San Jerónimo,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,4
290,2023,17,19,Noche,Enero,Martes,Izabal,Los Amates,Ignorada,Cabezal,Ignorado,Anaranjado,Ignorado,Ignorado,Colisión,4
291,2023,17,18,Noche,Enero,Martes,Petén,San Francisco,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape,4
292,2023,17,1,Mañana,Enero,Martes,Sacatepequez,Ciudad Vieja,Ignorada,Motocicleta,Otros,Azul,Ignorado,Ignorado,Colisión,1
293,2023,18,9,Mañana,Enero,Miércoles,Guatemala,Villa Nueva,5,Motocicleta,Honda,Azul,Ignorado,Ignorado,Colisión,2
294,2023,18,11,Mañana,Enero,Miércoles,Guatemala,Villa Canales,Ignorada,Motocicleta,Haojue,Azul,Ignorado,Ignorado,Colisión,2
295,2023,18,18,Noche,Enero,Miércoles,Guatemala,Villa Canales,Ignorada,Motocicleta,TVS Apache,Negro,2019,2010-2019,Colisión,4
296,2023,18,18,Noche,Enero,Miércoles,Guatemala,Villa Nueva,13,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
297,2023,18,20,Noche,Enero,Miércoles,Guatemala,Mixco,6,Motocicleta,Serpento,Negro,2021,2020-2029,Colisión,4
298,2023,18,5,Mañana,Enero,Miércoles,Escuintla,La Democracia,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
299,2023,18,5,Mañana,Enero,Miércoles,Retalhuleu,Nuevo San Carlos,Ignorada,Cabezal,Ignorado,Negro,Ignorado,Ignorado,Colisión,1
300,2023,18,17,Tarde,Enero,Miércoles,Retalhuleu,Retalhuleu,4,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,3
301,2023,18,12,Tarde,Enero,Miércoles,Huehuetenango,Huehuetenango,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
302,2023,18,19,Noche,Enero,Miércoles,Baja Verapaz,Rabinal,Ignorada,Automóvil,Honda,Ignorado,Ignorado,Ignorado,Colisión,4
303,2023,18,0,Mañana,Enero,Miércoles,Petén,San Benito,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
304,2023,19,7,Mañana,Enero,Jueves,Guatemala,Guatemala,7,Motocicleta,Vento,Negro,2017,2010-2019,Derrape,2
305,2023,19,8,Mañana,Enero,Jueves,Zacapa,Río Hondo,Ignorada,Camión,Hino,Blanco,Ignorado,Ignorado,Colisión,2
306,2023,19,18,Noche,Enero,Jueves,Petén,Santa Ana,Ignorada,Pick up,Toyota,Azul,Ignorado,Ignorado,Colisión,4
307,2023,19,0,Mañana,Enero,Jueves,Suchitepéquez,Pueblo Nuevo,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
308,2023,19,22,Noche,Enero,Jueves,Suchitepéquez,San José La Máquina,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
309,2023,19,18,Noche,Enero,Jueves,Guatemala,Guatemala,12,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
310,2023,19,6,Mañana,Enero,Jueves,Escuintla,Escuintla,Ignorada,Motocicleta,Bajaj,Negro,2017,2010-2019,Colisión,2
311,2023,19,14,Tarde,Enero,Jueves,Escuintla,Escuintla,Ignorada,Camioneta,Toyota,Gris,2013,2010-2019,Colisión,3
312,2023,19,18,Noche,Enero,Jueves,Guatemala,Villa Nueva,4,Motocicleta,Toyota,Rojo,Ignorado,Ignorado,Colisión,4
313,2023,19,17,Tarde,Enero,Jueves,Santa Rosa,San Rafael las Flores,Ignorada,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,3
314,2023,19,0,Mañana,Enero,Jueves,Santa Rosa,Barberena,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Derrape,1
315,2023,19,15,Tarde,Enero,Jueves,Guatemala,San Pedro Ayampuc,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
316,2023,19,15,Tarde,Enero,Jueves,Guatemala,Guatemala,7,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
317,2023,19,0,Mañana,Enero,Jueves,Quetzaltenango,Quetzaltenango,3,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
318,2023,20,8,Mañana,Enero,Viernes,Guatemala,Guatemala,25,Camión,Mitsubishi,Blanco,2011,2010-2019,Colisión,2
319,2023,20,16,Tarde,Enero,Viernes,Guatemala,Guatemala,5,Panel,Changan,Blanco,2021,2020-2029,Colisión,3
320,2023,20,22,Noche,Enero,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
321,2023,20,23,Noche,Enero,Viernes,Guatemala,Guatemala,13,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
322,2023,20,22,Noche,Enero,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
323,2023,20,21,Noche,Enero,Viernes,Guatemala,Santa Catarina Pinula,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
324,2023,20,0,Mañana,Enero,Viernes,Guatemala,Guatemala,13,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
325,2023,20,17,Tarde,Enero,Viernes,Guatemala,Guatemala,21,Camioneta,Honda,Gris,2001,2000-2009,Colisión,3
326,2023,20,0,Mañana,Enero,Viernes,Guatemala,Petapa,7,Camioneta,Honda,Gris,Ignorado,Ignorado,Colisión,1
327,2023,20,21,Noche,Enero,Viernes,Guatemala,Villa Nueva,4,Automóvil,Toyota,Negro,Ignorado,Ignorado,Choque,4
328,2023,20,21,Noche,Enero,Viernes,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
329,2023,20,0,Mañana,Enero,Viernes,Guatemala,Petapa,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
330,2023,20,9,Mañana,Enero,Viernes,Escuintla,Escuintla,Ignorada,Motocicleta,Suzuki,Gris,2021,2020-2029,Colisión,2
331,2023,20,23,Noche,Enero,Viernes,Escuintla,Escuintla,Ignorada,Automóvil,Hyundai,Gris,Ignorado,Ignorado,Colisión,4
332,2023,20,18,Noche,Enero,Viernes,Alta Verapaz,Cobán,Ignorada,Microbús,Nissan,Gris,2020,2020-2029,Colisión,4
333,2023,20,23,Noche,Enero,Viernes,Baja Verapaz,Salamá,Ignorada,Motocicleta,Otros,Azul,Ignorado,Ignorado,Derrape,4
334,2023,20,0,Mañana,Enero,Viernes,Izabal,Morales,Ignorada,Motocicleta,Kymco,Negro,Ignorado,Ignorado,Derrape,1
335,2023,20,11,Mañana,Enero,Viernes,Izabal,Morales,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Derrape,2
336,2023,20,17,Tarde,Enero,Viernes,Quiché,Chichicastenango,Ignorada,Camioneta,Ignorado,Blanco,Ignorado,Ignorado,Colisión,3
337,2023,20,9,Mañana,Enero,Viernes,Chimaltenango,El Tejar,Ignorada,Camión,Hino,Blanco,2022,2020-2029,Colisión,2
338,2023,21,23,Noche,Enero,Sábado,Guatemala,Petapa,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
339,2023,21,1,Mañana,Enero,Sábado,Guatemala,Villa Nueva,4,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,1
340,2023,21,3,Mañana,Enero,Sábado,Guatemala,Petapa,Ignorada,Motocicleta,Yamaha,Rojo,Ignorado,Ignorado,Derrape,1
341,2023,21,0,Mañana,Enero,Sábado,Guatemala,Guatemala,7,Automóvil,Toyota,Gris,2015,2010-2019,Colisión,1
342,2023,21,1,Mañana,Enero,Sábado,Guatemala,Guatemala,7,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
343,2023,21,0,Mañana,Enero,Sábado,Guatemala,Guatemala,7,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Derrape,1
344,2023,21,0,Mañana,Enero,Sábado,Guatemala,Guatemala,13,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
345,2023,21,7,Mañana,Enero,Sábado,Guatemala,Guatemala,1,Motocicleta,TVS Apache,Negro,2022,2020-2029,Colisión,2
346,2023,21,7,Mañana,Enero,Sábado,Guatemala,Guatemala,12,Camioneta,Kia,Gris,2014,2010-2019,Colisión,2
347,2023,21,4,Mañana,Enero,Sábado,Jalapa,Jalapa,Ignorada,Bus urbano,Ignorado,Rojo,2000,2000-2009,Colisión,1
348,2023,21,11,Mañana,Enero,Sábado,Jalapa,Jalapa,Ignorada,Camioneta,Kia,Rojo,2007,2000-2009,Colisión,2
349,2023,21,19,Noche,Enero,Sábado,Jalapa,Jalapa,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Choque,4
350,2023,21,2,Mañana,Enero,Sábado,Zacapa,Teculután,Ignorada,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
351,2023,21,21,Noche,Enero,Sábado,Guatemala,Villa Nueva,Ignorada,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,4
352,2023,21,16,Tarde,Enero,Sábado,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Camión,Kia,Azul,Ignorado,Ignorado,Colisión,3
353,2023,21,22,Noche,Enero,Sábado,Sacatepequez,Antigua Guatemala,Ignorada,Camioneta,Honda,Ignorado,Ignorado,Ignorado,Colisión,4
354,2023,21,12,Tarde,Enero,Sábado,Chiquimula,San Juan Ermita,Ignorada,Camioneta,Isuzu,Ignorado,Ignorado,Ignorado,Choque,3
355,2023,21,15,Tarde,Enero,Sábado,Petén,Poptún,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Choque,3
356,2023,21,19,Noche,Enero,Sábado,Santa Rosa,Barberena,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
357,2023,22,20,Noche,Enero,Domingo,Guatemala,Palencia,Ignorada,Automóvil,Hyundai,Blanco,2014,2010-2019,Colisión,4
358,2023,22,0,Mañana,Enero,Domingo,Guatemala,Guatemala,7,Motocicleta,Serpento,Negro,2020,2020-2029,Derrape,1
359,2023,22,0,Mañana,Enero,Domingo,Guatemala,Guatemala,7,Motocicleta,Suzuki,Amarillo,Ignorado,Ignorado,Derrape,1
360,2023,22,0,Mañana,Enero,Domingo,Guatemala,Villa Canales,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Choque,1
361,2023,22,15,Tarde,Enero,Domingo,Guatemala,Amatitlán,Ignorada,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,Choque,3
362,2023,22,15,Tarde,Enero,Domingo,Guatemala,Villa Canales,3,Automóvil,Mazda,Negro,Ignorado,Ignorado,Colisión,3
363,2023,22,20,Noche,Enero,Domingo,Guatemala,Petapa,Ignorada,Automóvil,Toyota,Azul,Ignorado,Ignorado,Colisión,4
364,2023,22,20,Noche,Enero,Domingo,Guatemala,Petapa,Ignorada,Automóvil,Ignorado,Gris,Ignorado,Ignorado,Colisión,4
365,2023,22,0,Mañana,Enero,Domingo,Guatemala,Mixco,10,Automóvil,Honda,Amarillo,2007,2000-2009,Colisión,1
366,2023,22,2,Mañana,Enero,Domingo,Guatemala,Mixco,6,Motocicleta,Italika,Negro,2020,2020-2029,Colisión,1
367,2023,22,8,Mañana,Enero,Domingo,Guatemala,Mixco,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
368,2023,22,19,Noche,Enero,Domingo,Guatemala,Mixco,7,Motocicleta,Bajaj,Rojo,2016,2010-2019,Derrape,4
369,2023,22,19,Noche,Enero,Domingo,Escuintla,La Gomera,Ignorada,Pick up,Nissan,Gris,2021,2020-2029,Colisión,4
