﻿﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
6434,2023,21,17,Tarde,Octubre,Sábado,Guatemala,Guatemala,12,Motocicleta,Movesa,Negro,Ignorado,Ignorado,Derrape,3
6435,2023,21,19,Noche,Octubre,Sábado,Jutiapa,San José Acatempa,Ignorada,Pick up,Toyota,Gris,1999,1990-1999,Choque,4
6436,2023,21,19,Noche,Octubre,Sábado,Jutiapa,Moyuta,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión,4
6437,2023,21,5,Mañana,Octubre,Sábado,Zacapa,Río Hondo,Ignorada,Motocicleta,Haojue,Blanco,Ignorado,Ignorado,Derrape,1
6438,2023,21,18,Noche,Octubre,Sábado,Zacapa,San Diego,Ignorada,Pick up,Toyota,Azul,Ignorado,Ignorado,Vuelco,4
6439,2023,21,23,Noche,Octubre,Sábado,Escuintla,Palín,Ignorada,Camión,Freightliner,Blanco,1998,1990-1999,Colisión,4
6440,2023,28,19,Noche,Octubre,Sábado,Guatemala,Guatemala,Ignorada,Motocicleta,Freedom,Negro,2018,2010-2019,Derrape,4
6441,2023,21,13,Tarde,Octubre,Sábado,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Microbús,Toyota,Gris,2001,2000-2009,Choque,3
6442,2023,28,4,Mañana,Octubre,Sábado,Guatemala,San Pedro Ayampuc,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
6443,2023,21,13,Tarde,Octubre,Sábado,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Microbús,Toyota,Gris,2001,2000-2009,Choque,3
6444,2023,28,0,Mañana,Octubre,Sábado,Guatemala,Guatemala,12,Motocicleta,Asia Hero,Negro,Ignorado,Ignorado,Derrape,1
6445,2023,21,12,Tarde,Octubre,Sábado,Escuintla,Guanagazapa,Ignorada,Camioneta,Ignorado,Azul,2011,2010-2019,Colisión,3
6446,2023,28,14,Tarde,Octubre,Sábado,Guatemala,Guatemala,7,Camioneta,Hyundai,Negro,2015,2010-2019,Colisión,3
6447,2023,21,20,Noche,Octubre,Sábado,Santa Rosa,Santa Rosa de Lima,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6448,2023,28,16,Tarde,Octubre,Sábado,Guatemala,Villa Nueva,6,Camioneta,Honda,Azul,Ignorado,Ignorado,Colisión,3
6449,2023,21,2,Mañana,Octubre,Sábado,Suchitepéquez,San Bernardino,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,1
6450,2023,28,19,Noche,Octubre,Sábado,Escuintla,Masagua,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6451,2023,21,21,Noche,Octubre,Sábado,Quetzaltenango,Quetzaltenango,6,Camioneta,Toyota,Gris,Ignorado,Ignorado,Colisión,4
6452,2023,28,7,Mañana,Octubre,Sábado,Suchitepéquez,San Bernardino,Ignorada,Bus urbano,Otros,Blanco,2006,2000-2009,Colisión,2
6453,2023,21,1,Mañana,Octubre,Sábado,Quetzaltenango,Colomba,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,1
6454,2023,28,15,Tarde,Octubre,Sábado,Huehuetenango,Cuilco,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,3
6455,2023,21,20,Noche,Octubre,Sábado,San Marcos,San Pablo,Ignorada,Automóvil,Hyundai,Corinto,Ignorado,Ignorado,Colisión,4
6456,2023,28,11,Mañana,Octubre,Sábado,Sacatepequez,San Lucas Sacatepéquez,Ignorada,Automóvil,Kia,Café,Ignorado,Ignorado,Colisión,2
6457,2023,21,21,Noche,Octubre,Sábado,San Marcos,Comitancillo,Ignorada,Moto taxi,Ignorado,Rojo,Ignorado,Ignorado,Colisión,4
6458,2023,28,23,Noche,Octubre,Sábado,Sacatepequez,Ciudad Vieja,Ignorada,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,Colisión,4
6459,2023,21,20,Noche,Octubre,Sábado,Huehuetenango,Huehuetenango,5,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Colisión,4
6460,2023,29,3,Mañana,Octubre,Domingo,Guatemala,Guatemala,10,Automóvil,Chevrolet,Blanco,2002,2000-2009,Colisión,1
6461,2023,21,20,Noche,Octubre,Sábado,Baja Verapaz,Salamá,Ignorada,Motocicleta,Italika,Rojo,Ignorado,Ignorado,Colisión,4
6462,2023,29,2,Mañana,Octubre,Domingo,Guatemala,Guatemala,12,Motocicleta,Asia Hero,Negro,2018,2010-2019,Derrape,1
6463,2023,21,16,Tarde,Octubre,Sábado,Izabal,Los Amates,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Derrape,3
6464,2023,29,1,Mañana,Octubre,Domingo,Guatemala,Guatemala,12,Automóvil,Mitsubishi,Blanco,2010,2010-2019,Colisión,1
6465,2023,21,20,Noche,Octubre,Sábado,Petén,Sayaxché,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6466,2023,29,1,Mañana,Octubre,Domingo,Guatemala,Guatemala,12,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
6467,2023,29,0,Mañana,Octubre,Domingo,Guatemala,Guatemala,11,Automóvil,Toyota,Gris,2006,2000-2009,Choque,1
6468,2023,21,8,Mañana,Octubre,Sábado,Guatemala,Guatemala,13,Pick up,Chevrolet,Azul,2000,2000-2009,Colisión,2
6469,2023,29,0,Mañana,Octubre,Domingo,Santa Rosa,Barberena,Ignorada,Pick up,Isuzu,Gris,2019,2010-2019,Colisión,1
6470,2023,21,4,Mañana,Octubre,Sábado,Guatemala,Guatemala,7,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
6471,2023,29,3,Mañana,Octubre,Domingo,Petén,Poptún,Ignorada,Motocicleta,Italika,Negro,Ignorado,Ignorado,Colisión,1
6472,2023,21,5,Mañana,Octubre,Sábado,Guatemala,Guatemala,7,Motocicleta,Haojue,Celeste,Ignorado,Ignorado,Derrape,1
6473,2023,29,21,Noche,Octubre,Domingo,Sacatepequez,Antigua Guatemala,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6474,2023,21,0,Mañana,Octubre,Sábado,Guatemala,Mixco,11,Automóvil,Mazda,Blanco,2007,2000-2009,Choque,1
6475,2023,29,6,Mañana,Octubre,Domingo,Sacatepequez,Sumpango,Ignorada,Camión,Ignorado,Blanco,2024,2020-2029,Colisión,2
6476,2023,22,1,Mañana,Octubre,Domingo,Guatemala,Mixco,6,Motocicleta,Yumbo dakar,Ignorado,2010,2010-2019,Colisión,1
6477,2023,29,19,Noche,Octubre,Domingo,Sacatepequez,Antigua Guatemala,Ignorada,Camioneta,Honda,Gris,2009,2000-2009,Colisión,4
6478,2023,29,19,Noche,Octubre,Domingo,Sacatepequez,Antigua Guatemala,Ignorada,Panel,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6479,2023,22,3,Mañana,Octubre,Domingo,Guatemala,Mixco,1,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
6480,2023,29,20,Noche,Octubre,Domingo,Chimaltenango,El Tejar,Ignorada,Motocicleta,Italika,Negro,2023,2020-2029,Colisión,4
6481,2023,22,9,Mañana,Octubre,Domingo,Guatemala,Guatemala,7,Motocicleta,Honda,Anaranjado,2018,2010-2019,Derrape,2
6482,2023,29,17,Tarde,Octubre,Domingo,El Progreso,Sanarate,Ignorada,Motocicleta,Ignorado,Azul,Ignorado,Ignorado,Colisión,3
6483,2023,22,15,Tarde,Octubre,Domingo,Guatemala,Villa Nueva,4,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6484,2023,29,20,Noche,Octubre,Domingo,El Progreso,San Antonio la Paz,Ignorada,Cabezal,Otros,Negro,1984,1980-1989,Colisión,4
6485,2023,22,0,Mañana,Octubre,Domingo,Zacapa,Gualán,Ignorada,Motocicleta,Freedom,Blanco,Ignorado,Ignorado,Derrape,1
6486,2023,29,17,Tarde,Octubre,Domingo,Baja Verapaz,Purulhá,Ignorada,Pick up,Mitsubishi,Gris,Ignorado,Ignorado,Colisión,3
6487,2023,22,18,Noche,Octubre,Domingo,San Marcos,Ayutla,Ignorada,Automóvil,Datsun,Rojo,1978,1970-1979,Colisión,4
6488,2023,29,5,Mañana,Octubre,Domingo,Quetzaltenango,Quetzaltenango,3,Automóvil,Toyota,Blanco,Ignorado,Ignorado,Colisión,1
6489,2023,22,15,Tarde,Octubre,Domingo,Alta Verapaz,Cobán,2,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6490,2023,29,15,Tarde,Octubre,Domingo,Quetzaltenango,Quetzaltenango,5,Camioneta,Mazda,Blanco,Ignorado,Ignorado,Colisión,3
6491,2023,22,21,Noche,Octubre,Domingo,Alta Verapaz,Cobán,Ignorada,Motocicleta,Freedom,Blanco,Ignorado,Ignorado,Colisión,4
6492,2023,29,1,Mañana,Octubre,Domingo,Retalhuleu,Retalhuleu,Ignorada,Automóvil,Toyota,Azul,Ignorado,Ignorado,Choque,1
6493,2023,22,0,Mañana,Octubre,Domingo,Petén,San Benito,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,1
6494,2023,29,18,Noche,Octubre,Domingo,Izabal,Morales,Ignorada,Automóvil,Ignorado,Blanco,Ignorado,Ignorado,Colisión,4
6495,2023,22,0,Mañana,Octubre,Domingo,Sacatepequez,Antigua Guatemala,Ignorada,Camioneta,Honda,Azul,2011,2010-2019,Choque,1
6496,2023,29,23,Noche,Octubre,Domingo,Izabal,Morales,Ignorada,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Colisión,4
6497,2023,22,10,Mañana,Octubre,Domingo,Sacatepequez,Santa Lucía Milpas Altas,Ignorada,Motocicleta,Honda,Gris,Ignorado,Ignorado,Choque,2
6498,2023,29,21,Noche,Octubre,Domingo,Santa Rosa,Chiquimulilla,Ignorada,Automóvil,Mazda,Negro,Ignorado,Ignorado,Colisión,4
6499,2023,22,18,Noche,Octubre,Domingo,Sacatepequez,San Juan Alotenango,Ignorada,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,4
6500,2023,29,18,Noche,Octubre,Domingo,Guatemala,San José Pinula,Ignorada,Cuatrimoto,Ignorado,Ignorado,Ignorado,Ignorado,Choque,4
6501,2023,22,0,Mañana,Octubre,Domingo,Quetzaltenango,Quetzaltenango,Ignorada,Automóvil,Volkswagen,Blanco,2008,2000-2009,Colisión,1
6502,2023,30,14,Tarde,Octubre,Lunes,Guatemala,San Pedro Ayampuc,Ignorada,Motocicleta,Freedom,Negro,2023,2020-2029,Derrape,3
6503,2023,22,13,Tarde,Octubre,Domingo,Quetzaltenango,Quetzaltenango,8,Automóvil,Toyota,Negro,2009,2000-2009,Colisión,3
6504,2023,30,22,Noche,Octubre,Lunes,Guatemala,Amatitlán,Ignorada,Cabezal,Freightliner,Negro,Ignorado,Ignorado,Colisión,4
6505,2023,22,13,Tarde,Octubre,Domingo,Izabal,El Estor,Ignorada,Pick up,Mitsubishi,Gris,Ignorado,Ignorado,Colisión,3
6506,2023,30,6,Mañana,Octubre,Lunes,Jalapa,Monjas,Ignorada,Automóvil,Honda,Corinto,1994,1990-1999,Colisión,2
6507,2023,22,19,Noche,Octubre,Domingo,Guatemala,Guatemala,1,Pick up,Toyota,Rojo,1999,1990-1999,Colisión,4
6508,2023,30,9,Mañana,Octubre,Lunes,Santa Rosa,Barberena,Ignorada,Bus extraurbano,Blue Bird,Azul,Ignorado,Ignorado,Colisión,2
6509,2023,22,21,Noche,Octubre,Domingo,Escuintla,Escuintla,Ignorada,Motocicleta,Movesa,Azul,Ignorado,Ignorado,Derrape,4
6510,2023,30,10,Mañana,Octubre,Lunes,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Bus urbano,Internacional,Turquesa,1992,1990-1999,Vuelco,2
6511,2023,22,22,Noche,Octubre,Domingo,Guatemala,Guatemala,13,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6512,2023,30,2,Mañana,Octubre,Lunes,Suchitepéquez,Cuyotenango,Ignorada,Camioneta,Honda,Gris,2004,2000-2009,Choque,1
6513,2023,23,22,Noche,Octubre,Lunes,Guatemala,Guatemala,16,Pick up,Toyota,Beige,2015,2010-2019,Colisión,4
6514,2023,30,15,Tarde,Octubre,Lunes,Retalhuleu,Retalhuleu,5,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6515,2023,23,13,Tarde,Octubre,Lunes,Jutiapa,Jutiapa,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque,3
6516,2023,30,22,Noche,Octubre,Lunes,Quetzaltenango,Quetzaltenango,5,Automóvil,Honda,Gris,2003,2000-2009,Colisión,4
6517,2023,23,23,Noche,Octubre,Lunes,Chiquimula,San José la Arada,Ignorada,Moto taxi,Bajaj,Rojo,2020,2020-2029,Choque,4
6518,2023,30,14,Tarde,Octubre,Lunes,Huehuetenango,San Rafael Petzal,Ignorada,Camión,Hino,Blanco,2023,2020-2029,Colisión,3
6519,2023,23,13,Tarde,Octubre,Lunes,Escuintla,Palín,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Derrape,3
6520,2023,30,15,Tarde,Octubre,Lunes,El Progreso,San Antonio la Paz,Ignorada,Automóvil,Mitsubishi,Negro,Ignorado,Ignorado,Vuelco,3
6521,2023,23,6,Mañana,Octubre,Lunes,Suchitepéquez,Patulul,Ignorada,Cabezal,Internacional,Blanco,Ignorado,Ignorado,Colisión,2
6522,2023,30,22,Noche,Octubre,Lunes,Izabal,Morales,Ignorada,Motocicleta,Yamaha,Negro,Ignorado,Ignorado,Colisión,4
6523,2023,23,11,Mañana,Octubre,Lunes,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisión,2
6524,2023,30,22,Noche,Octubre,Lunes,Izabal,Puerto Barrios,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6525,2023,23,6,Mañana,Octubre,Lunes,Retalhuleu,Santa Cruz Muluá,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Derrape,2
6526,2023,30,19,Noche,Octubre,Lunes,Petén,Sayaxché,Ignorada,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape,4
6527,2023,23,15,Tarde,Octubre,Lunes,San Marcos,La Reforma,1,Pick up,Toyota,Blanco,Ignorado,Ignorado,Colisión,3
6528,2023,31,12,Tarde,Octubre,Martes,Guatemala,Guatemala,4,Camioneta,Kia,Negro,2006,2000-2009,Colisión,3
6529,2023,23,1,Mañana,Octubre,Lunes,Petén,Melchor de Mencos,Ignorada,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Derrape,1
6530,2023,31,10,Mañana,Octubre,Martes,Guatemala,Guatemala,6,Pick up,Toyota,Beige,Ignorado,Ignorado,Colisión,2
6531,2023,23,11,Mañana,Octubre,Lunes,Chimaltenango,Chimaltenango,Ignorada,Camión,Internacional,Rojo,2002,2000-2009,Colisión,2
6532,2023,31,13,Tarde,Octubre,Martes,Guatemala,Guatemala,Ignorada,Motocicleta,Haojue,Ignorado,Ignorado,Ignorado,Derrape,3
6533,2023,23,15,Tarde,Octubre,Lunes,Chimaltenango,Tecpán Guatemala,Ignorada,Camión,Freightliner,Azul,Ignorado,Ignorado,Colisión,3
6534,2023,31,15,Tarde,Octubre,Martes,Chiquimula,Chiquimula,Ignorada,Pick up,Toyota,Rojo,2024,2020-2029,Embarrancó,3
6535,2023,24,18,Noche,Octubre,Martes,Guatemala,Guatemala,1,Camioneta,Honda,Negro,2005,2000-2009,Colisión,4
6536,2023,31,6,Mañana,Octubre,Martes,Santa Rosa,Cuilapa,Ignorada,Pick up,Ford,Amarillo,2000,2000-2009,Colisión,2
6537,2023,24,12,Tarde,Octubre,Martes,Guatemala,Guatemala,10,Pick up,Ford,Gris,2022,2020-2029,Colisión,3
6538,2023,31,13,Tarde,Octubre,Martes,Santa Rosa,Chiquimulilla,Ignorada,Camioneta,Honda,Negro,2006,2000-2009,Colisión,3
6539,2023,24,2,Mañana,Octubre,Martes,Guatemala,Villa Nueva,1,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Derrape,1
6540,2023,31,21,Noche,Octubre,Martes,Guatemala,Guatemala,13,Automóvil,Mitsubishi,Gris,2003,2000-2009,Colisión,4
6541,2023,24,19,Noche,Octubre,Martes,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Cabezal,Ignorado,Blanco,Ignorado,Ignorado,Colisión,4
6542,2023,31,12,Tarde,Octubre,Martes,Chimaltenango,Chimaltenango,Ignorada,Camión,Hino,Blanco,2015,2010-2019,Colisión,3
6543,2023,24,19,Noche,Octubre,Martes,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,4
6544,2023,31,11,Mañana,Octubre,Martes,Quiché,Santa Cruz del Quiché,Ignorada,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,2
6545,2023,24,5,Mañana,Octubre,Martes,Baja Verapaz,Rabinal,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,1
6546,2023,31,18,Noche,Octubre,Martes,Quiché,Pachalum,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
6547,2023,24,13,Tarde,Octubre,Martes,El Progreso,San Antonio la Paz,Ignorada,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Vuelco,3
6548,2023,31,16,Tarde,Octubre,Martes,Quiché,Chajul,Ignorada,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,Embarrancó,3
6549,2023,24,3,Mañana,Octubre,Martes,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Yamaha,Negro,2012,2010-2019,Derrape,1
6550,2023,31,19,Noche,Octubre,Martes,Escuintla,Palín,Ignorada,Motocicleta,Italika,Ignorado,2020,2020-2029,Derrape,4
6551,2023,24,17,Tarde,Octubre,Martes,Sacatepequez,Ciudad Vieja,Ignorada,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Derrape,3
6552,2023,31,21,Noche,Octubre,Martes,Escuintla,Escuintla,Ignorada,Pick up,Toyota,Negro,Ignorado,Ignorado,Colisión,4
6553,2023,25,18,Noche,Octubre,Miércoles,Guatemala,Guatemala,Ignorada,Automóvil,Toyota,Gris,Ignorado,Ignorado,Colisión,4
6554,2023,31,21,Noche,Octubre,Martes,Guatemala,Guatemala,13,Automóvil,Mitsubishi,Gris,2003,2000-2009,Colisión,4
6555,2023,25,23,Noche,Octubre,Miércoles,Guatemala,Guatemala,15,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
6556,2023,31,20,Noche,Octubre,Martes,Sacatepequez,Ciudad Vieja,Ignorada,Motocicleta,Serpento,Ignorado,2023,2020-2029,Colisión,4
6557,2023,25,Ignorada,Ignorada,Octubre,Miércoles,Guatemala,Guatemala,7,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,5
6558,2023,31,23,Noche,Octubre,Martes,Guatemala,Mixco,6,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Colisión,4
6559,2023,25,9,Mañana,Octubre,Miércoles,Guatemala,Villa Nueva,2,Camioneta,Nissan,Morado,2013,2010-2019,Colisión,2
6560,2023,25,23,Noche,Octubre,Miércoles,Guatemala,Mixco,2,Automóvil,Nissan,Gris,Ignorado,Ignorado,Colisión,4
6561,2023,25,7,Mañana,Octubre,Miércoles,Escuintla,Escuintla,Ignorada,Pick up,Volkswagen,Azul,Ignorado,Ignorado,Colisión,2
6562,2023,25,8,Mañana,Octubre,Miércoles,Escuintla,Guanagazapa,Ignorada,Motocicleta,TVS Apache,Rojo,Ignorado,Ignorado,Colisión,2
6563,2023,25,13,Tarde,Octubre,Miércoles,Escuintla,Palín,Ignorada,Camioneta,Nissan,Azul,2008,2000-2009,Colisión,3
6564,2023,25,5,Mañana,Octubre,Miércoles,Santa Rosa,Cuilapa,Ignorada,Motocicleta,Bajaj,Negro,2017,2010-2019,Derrape,1
6565,2023,25,12,Tarde,Octubre,Miércoles,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Camioneta,Toyota,Gris,Ignorado,Ignorado,Colisión,3
6566,2023,25,17,Tarde,Octubre,Miércoles,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Cabezal,Freightliner,Blanco,2002,2000-2009,Colisión,3
6567,2023,25,18,Noche,Octubre,Miércoles,Suchitepéquez,Cuyotenango,Ignorada,Pick up,Toyota,Ignorado,Ignorado,Ignorado,Colisión,4
6568,2023,25,11,Mañana,Octubre,Miércoles,Quetzaltenango,Quetzaltenango,7,Camioneta,Toyota,Negro,2003,2000-2009,Colisión,2
6569,2023,25,23,Noche,Octubre,Miércoles,Alta Verapaz,Chisec,Ignorada,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión,4
6570,2023,25,4,Mañana,Octubre,Miércoles,El Progreso,San Antonio la Paz,Ignorada,Motocicleta,Serpento,Rojo,Ignorado,Ignorado,Derrape,1
6571,2023,25,16,Tarde,Octubre,Miércoles,Izabal,Puerto Barrios,Ignorada,Motocicleta,Haojue,Negro,Ignorado,Ignorado,Derrape,3
6572,2023,25,20,Noche,Octubre,Miércoles,Petén,Flores,Ignorada,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Derrape,4
6573,2023,25,21,Noche,Octubre,Miércoles,Chimaltenango,Patzicía,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Choque,4
6574,2023,25,21,Noche,Octubre,Miércoles,Sololá,Sololá,1,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,4
6575,2023,26,21,Noche,Octubre,Jueves,Guatemala,Guatemala,1,Automóvil,Hyundai,Blanco,2014,2010-2019,Colisión,4
6576,2023,26,13,Tarde,Octubre,Jueves,Jalapa,Monjas,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Vuelco,3
6577,2023,26,6,Mañana,Octubre,Jueves,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Cabezal,Freightliner,Blanco,2004,2000-2009,Colisión,2
6578,2023,26,15,Tarde,Octubre,Jueves,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Pick up,Toyota,Blanco,2019,2010-2019,Colisión,3
6579,2023,26,13,Tarde,Octubre,Jueves,Escuintla,San José,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
6580,2023,26,12,Tarde,Octubre,Jueves,Escuintla,San José,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
6581,2023,26,12,Tarde,Octubre,Jueves,El Progreso,Morazán,Ignorada,Camión,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
6582,2023,26,16,Tarde,Octubre,Jueves,El Progreso,San Cristóbal Acasaguastlán,Ignorada,Cabezal,Freightliner,Corinto,Ignorado,Ignorado,Colisión,3
6583,2023,26,0,Mañana,Octubre,Jueves,Izabal,Puerto Barrios,Ignorada,Pick up,Ford,Rojo,1989,1980-1989,Colisión,1
6584,2023,26,5,Mañana,Octubre,Jueves,Izabal,El Estor,Ignorada,Camioneta,Hyundai,Gris,Ignorado,Ignorado,Choque,1
6585,2023,27,2,Mañana,Octubre,Viernes,Guatemala,Guatemala,17,Motocicleta,Haojue,Gris,2022,2020-2029,Colisión,1
6586,2023,27,6,Mañana,Octubre,Viernes,Guatemala,San José Pinula,Ignorada,Bus urbano,Internacional,Azul,Ignorado,Ignorado,Vuelco,2
6587,2023,27,18,Noche,Octubre,Viernes,Guatemala,Villa Nueva,12,Motocicleta,Bajaj,Azul,2023,2020-2029,Derrape,4
6588,2023,27,1,Mañana,Octubre,Viernes,Guatemala,Mixco,6,Motocicleta,Asia Hero,Negro,Ignorado,Ignorado,Colisión,1
6589,2023,27,9,Mañana,Octubre,Viernes,Guatemala,Mixco,Ignorada,Motocicleta,Haojue,Negro,2024,2020-2029,Colisión,2
6590,2023,27,15,Tarde,Octubre,Viernes,Guatemala,San Juan Sacatepéquez,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
6591,2023,27,17,Tarde,Octubre,Viernes,Jutiapa,Jutiapa,Ignorada,Automóvil,Ignorado,Verde,Ignorado,Ignorado,Embarrancó,3
6592,2023,27,2,Mañana,Octubre,Viernes,Chiquimula,Chiquimula,Ignorada,Pick up,Toyota,Negro,Ignorado,Ignorado,Colisión,1
6593,2023,27,8,Mañana,Octubre,Viernes,Escuintla,Escuintla,1,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
6594,2023,27,19,Noche,Octubre,Viernes,Suchitepéquez,San Pablo Jocopilas,Ignorada,Camioneta,Chevrolet,Gris,Ignorado,Ignorado,Colisión,4
6595,2023,27,1,Mañana,Octubre,Viernes,Retalhuleu,Retalhuleu,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
6596,2023,27,0,Mañana,Octubre,Viernes,San Marcos,San Marcos,1,Camioneta,Toyota,Ignorado,Ignorado,Ignorado,Colisión,1
6597,2023,27,10,Mañana,Octubre,Viernes,El Progreso,Sanarate,Ignorada,Pick up,Ignorado,Amarillo,Ignorado,Ignorado,Colisión,2
6598,2023,27,9,Mañana,Octubre,Viernes,Petén,La Libertad,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,2
6599,2023,1,10,Mañana,Octubre,Domingo,Guatemala,Guatemala,18,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,2
6600,2023,1,12,Tarde,Octubre,Domingo,Guatemala,Villa Canales,Ignorada,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,3
6601,2023,1,15,Tarde,Octubre,Domingo,Jutiapa,Conguaco,Ignorada,Motocicleta,Serpento,Ignorado,Ignorado,Ignorado,Atropello,3
6602,2023,1,19,Noche,Octubre,Domingo,Chiquimula,Chiquimula,Ignorada,Bus urbano,Ignorado,Blanco,Ignorado,Ignorado,Atropello,4
6603,2023,1,0,Mañana,Octubre,Domingo,Escuintla,Escuintla,Ignorada,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
6604,2023,1,23,Noche,Octubre,Domingo,Retalhuleu,Champerico,Ignorada,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Atropello,4
6605,2023,1,23,Noche,Octubre,Domingo,Baja Verapaz,Salamá,Ignorada,Automóvil,Ignorado,Blanco,Ignorado,Ignorado,Atropello,4
6606,2023,1,17,Tarde,Octubre,Domingo,Chimaltenango,Chimaltenango,Ignorada,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Atropello,3
6607,2023,1,22,Noche,Octubre,Domingo,Sacatepequez,Sumpango,Ignorada,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
6608,2023,2,22,Noche,Octubre,Lunes,Guatemala,Guatemala,9,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,4
6609,2023,2,4,Mañana,Octubre,Lunes,Guatemala,Guatemala,11,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Atropello,1
6610,2023,2,16,Tarde,Octubre,Lunes,Guatemala,Guatemala,21,Motocicleta,Honda,Negro,2021,2020-2029,Atropello,3
