Núm_corre,Año_ocu,Día_ocu,Hora_ocu,g_hora,g_hora_5,Mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
258,2020,13,7,2,1,1,1,6,601,99,1,30,5,5,7,2,1,4,32,99,9999,99,1
259,2020,13,15,3,2,1,1,4,401,99,1,60,11,11,13,1,1,7,30,4,1990,3,1
260,2020,13,15,3,2,1,1,4,401,99,1,30,5,5,7,1,1,4,67,3,2018,5,1
261,2020,13,15,3,2,1,1,3,308,99,1,17,2,2,4,1,2,1,48,4,2004,4,3
262,2020,13,10,2,1,1,1,5,513,99,1,31,5,5,7,1,1,1,48,4,2008,4,1
263,2020,13,10,2,1,1,1,5,513,99,1,20,3,3,5,1,1,4,27,2,9999,99,1
264,2020,13,20,4,3,1,1,13,1308,99,1,17,2,2,4,1,2,4,27,1,9999,99,1
265,2020,13,20,4,3,1,1,13,1308,99,1,999,16,12,18,1,1,5,26,8,9999,99,1
266,2020,13,16,3,2,1,1,10,1001,99,1,52,9,9,11,2,1,1,999,7,9999,99,1
267,2020,13,16,3,2,1,1,10,1001,99,1,999,16,12,18,9,1,3,999,3,9999,99,1
268,2020,13,16,3,2,1,1,10,1001,99,1,999,16,12,18,9,1,4,999,3,9999,99,1
269,2020,13,21,4,3,1,1,11,1101,99,1,34,5,5,7,2,1,4,6,1,2004,4,1
270,2020,13,21,4,3,1,1,11,1101,99,1,999,16,12,18,9,1,4,6,2,9999,99,1
271,2020,13,10,2,1,1,1,1,114,99,1,42,7,7,9,9,1,6,999,99,9999,99,1
272,2020,13,10,2,1,1,1,1,114,99,1,26,4,4,6,9,1,3,999,99,9999,99,1
273,2020,13,10,2,1,1,1,1,114,99,1,55,10,10,12,9,1,6,999,99,9999,99,1
274,2020,13,10,2,1,1,1,1,114,99,1,38,6,6,8,9,1,6,999,99,9999,99,1
275,2020,13,10,2,1,1,1,1,114,99,1,68,12,11,14,9,1,5,999,99,9999,99,1
276,2020,13,10,2,1,1,1,1,114,99,1,999,16,12,18,9,1,3,999,99,9999,99,1
277,2020,14,4,1,1,1,2,1,101,9,1,22,3,3,5,1,1,9,28,6,2003,4,1
278,2020,14,4,1,1,1,2,1,101,9,1,54,9,9,11,1,1,1,69,9,2008,4,1
279,2020,14,8,2,1,1,2,1,101,18,1,29,4,4,6,9,1,1,69,5,2008,4,1
280,2020,14,8,2,1,1,2,1,101,18,1,18,2,2,4,9,1,4,999,99,9999,99,1
281,2020,14,21,4,3,1,2,1,101,7,1,999,16,12,18,9,1,1,999,2,9999,99,1
282,2020,14,21,4,3,1,2,1,101,7,1,16,2,2,4,9,2,4,999,99,9999,99,1
283,2020,14,7,2,1,1,2,21,2101,99,1,19,2,2,4,9,1,14,6,1,2014,5,1
284,2020,14,7,2,1,1,2,21,2101,99,1,24,3,3,5,9,1,4,32,1,9999,99,1
285,2020,14,7,2,1,1,2,20,2007,99,1,32,5,5,7,9,1,4,999,99,9999,99,2
286,2020,14,2,1,1,1,2,16,1601,99,1,22,3,3,5,2,1,1,48,6,1994,3,1
287,2020,14,2,1,1,1,2,16,1601,99,1,999,16,12,18,1,1,7,69,2,9999,99,1
288,2020,14,8,2,1,1,2,16,1610,99,1,999,16,12,18,1,1,1,69,3,9999,99,7
289,2020,14,2,1,1,1,2,15,1501,99,1,46,8,8,10,2,1,1,69,4,2020,6,1
290,2020,14,2,1,1,1,2,15,1501,99,1,999,16,12,18,1,1,1,27,4,2001,4,1
291,2020,14,4,1,1,1,2,2,208,99,1,49,8,8,10,1,1,5,30,7,1992,3,1
292,2020,14,4,1,1,1,2,2,208,99,1,999,16,12,18,1,1,5,999,99,9999,99,1
293,2020,15,6,2,1,1,3,18,1801,99,1,38,6,6,8,9,1,4,67,4,2019,5,2
294,2020,15,8,2,1,1,3,5,501,99,1,42,7,7,9,9,1,4,999,99,9999,99,2
295,2020,15,8,2,1,1,3,5,501,99,1,11,1,1,3,9,2,4,999,99,9999,99,2
296,2020,15,3,1,1,1,3,1,116,99,1,37,6,6,8,9,1,2,17,5,2016,5,1
297,2020,15,3,1,1,1,3,1,116,99,1,28,4,4,6,9,1,1,28,5,9999,99,1
298,2020,15,3,1,1,1,3,1,116,99,1,25,4,4,6,2,1,6,19,2,2016,5,1
299,2020,15,9,2,1,1,3,1,101,1,1,54,9,9,11,1,1,5,26,2,2016,5,1
300,2020,15,9,2,1,1,3,1,101,1,1,37,6,6,8,1,1,4,67,3,2017,5,1
301,2020,15,9,2,1,1,3,1,101,1,1,54,9,9,11,1,1,1,10,1,2007,4,1
302,2020,15,9,2,1,1,3,1,101,1,2,21,3,3,5,1,1,1,48,6,1993,3,1
303,2020,15,2,1,1,1,3,1,113,99,1,31,5,5,7,1,1,3,56,4,2019,5,2
304,2020,15,12,3,2,1,3,1,101,7,1,26,4,4,6,1,1,2,41,9,9999,99,1
305,2020,15,12,3,2,1,3,1,101,7,1,20,3,3,5,1,1,4,6,5,9999,99,1
306,2020,15,8,2,1,1,3,5,511,99,1,41,7,7,9,1,1,6,19,7,2000,4,1
307,2020,15,8,2,1,1,3,5,511,99,2,999,16,12,18,1,1,4,32,1,2014,5,1
308,2020,15,14,3,2,1,3,6,608,99,1,29,4,4,6,1,1,5,17,2,1989,2,3
309,2020,15,9,2,1,1,3,12,1215,99,1,22,3,3,5,1,1,4,32,1,9999,99,6
310,2020,15,20,4,3,1,3,13,1326,99,1,25,4,4,6,2,1,3,69,1,9999,99,1
311,2020,15,20,4,3,1,3,13,1326,99,1,999,16,12,18,1,1,14,2,1,2019,5,1
312,2020,15,22,4,3,1,3,3,309,99,1,29,4,4,6,2,1,1,27,1,1993,3,1
313,2020,15,22,4,3,1,3,3,309,99,1,999,16,12,18,1,1,1,28,99,2013,5,1
314,2020,15,15,3,2,1,3,1,108,99,2,23,3,3,5,1,1,1,69,2,2020,6,1
315,2020,15,15,3,2,1,3,1,108,99,1,21,3,3,5,1,1,4,2,1,2018,5,1
316,2020,15,17,3,2,1,3,1,108,99,2,58,10,10,12,1,1,2,48,4,2020,6,1
317,2020,15,17,3,2,1,3,1,108,99,1,20,3,3,5,1,1,4,18,2,2019,5,1
318,2020,15,3,1,1,1,3,2,201,99,1,32,5,5,7,1,1,1,69,2,9999,99,1
319,2020,15,3,1,1,1,3,2,201,99,1,44,7,7,9,1,1,6,19,99,9999,99,1
320,2020,15,19,4,3,1,3,18,1803,99,1,999,16,12,18,1,1,4,999,4,9999,99,1
321,2020,15,9,2,1,1,3,1,115,99,1,29,4,4,6,1,1,1,48,1,9999,99,1
322,2020,15,9,2,1,1,3,1,115,99,2,34,5,5,7,1,1,4,18,5,9999,99,1
323,2020,16,7,2,1,1,4,1,101,12,1,999,16,12,18,9,1,2,999,5,9999,99,1
324,2020,16,7,2,1,1,4,1,101,12,1,38,6,6,8,9,1,4,999,99,9999,99,1
325,2020,16,0,1,1,1,4,1,115,99,1,18,2,2,4,2,1,4,32,5,9999,99,1
326,2020,16,0,1,1,1,4,1,115,99,1,22,3,3,5,1,1,4,32,5,9999,99,1
327,2020,16,6,2,1,1,4,1,117,99,1,30,5,5,7,9,1,4,190,5,9999,99,1
328,2020,16,6,2,1,1,4,1,117,99,1,54,9,9,11,9,1,4,27,4,9999,99,1
329,2020,16,11,2,1,1,4,1,114,99,1,31,5,5,7,1,1,12,999,7,9999,99,1
330,2020,16,11,2,1,1,4,1,114,99,1,31,5,5,7,9,1,3,999,14,9999,99,1
331,2020,16,11,2,1,1,4,1,114,99,1,999,16,12,18,9,1,1,10,6,9999,99,1
332,2020,16,5,1,1,1,4,1,108,99,1,39,6,6,8,1,1,4,32,5,9999,99,1
333,2020,16,5,1,1,1,4,1,108,99,1,999,16,12,18,9,1,1,999,99,9999,99,1
334,2020,16,12,3,2,1,4,22,2214,99,1,49,8,8,10,1,1,3,69,2,9999,99,2
335,2020,16,5,1,1,1,4,5,511,99,1,19,2,2,4,1,1,4,168,5,2018,5,2
336,2020,16,18,4,3,1,4,16,1602,99,1,999,16,12,18,1,1,5,17,2,9999,99,1
337,2020,16,18,4,3,1,4,16,1602,99,1,999,16,12,18,1,1,1,48,4,9999,99,1
338,2020,16,16,3,2,1,4,14,1417,99,1,999,16,12,18,9,1,3,69,1,9999,99,1
339,2020,17,2,1,1,1,5,1,101,8,1,999,16,12,18,9,1,5,999,99,9999,99,1
340,2020,17,2,1,1,1,5,1,101,8,1,999,16,12,18,9,1,4,27,2,2018,5,1
341,2020,17,1,1,1,1,5,1,101,5,2,21,3,3,5,9,1,1,69,3,2008,4,1
342,2020,17,1,1,1,1,5,1,101,5,1,21,3,3,5,9,1,4,6,1,2020,6,1
343,2020,17,11,2,1,1,5,1,101,5,1,56,10,10,12,1,1,1,28,11,9999,99,1
344,2020,17,11,2,1,1,5,1,101,5,1,26,4,4,6,1,1,4,32,5,2016,5,1
345,2020,17,8,2,1,1,5,1,115,99,1,28,4,4,6,9,1,1,69,5,2018,5,1
346,2020,17,8,2,1,1,5,1,115,99,1,48,8,8,10,9,1,4,67,4,9999,99,1
347,2020,17,9,2,1,1,5,1,117,99,1,38,6,6,8,9,1,12,30,7,9999,99,1
348,2020,17,9,2,1,1,5,1,117,99,1,49,8,8,10,9,1,1,52,5,9999,99,1
349,2020,17,1,1,1,1,5,1,108,99,1,20,3,3,5,9,1,4,67,9,9999,99,1
350,2020,17,18,4,3,1,5,1,108,99,1,999,16,12,18,9,1,4,6,99,9999,99,6
351,2020,17,22,4,3,1,5,21,2106,99,1,999,16,12,18,9,1,99,999,99,9999,99,1
352,2020,17,22,4,3,1,5,21,2106,99,1,39,6,6,8,9,1,4,6,3,9999,99,1
353,2020,17,10,2,1,1,5,19,1905,99,1,31,5,5,7,1,1,6,30,2,9999,99,1
354,2020,17,10,2,1,1,5,19,1905,99,1,58,10,10,12,1,1,3,69,14,9999,99,1
355,2020,17,8,2,1,1,5,5,501,99,1,24,3,3,5,1,1,4,6,1,9999,99,1
356,2020,17,8,2,1,1,5,5,501,99,1,72,13,11,15,1,1,18,999,99,9999,99,1
357,2020,17,13,3,2,1,5,10,1002,99,1,28,4,4,6,1,1,1,27,1,9999,99,1
358,2020,17,13,3,2,1,5,10,1002,99,1,58,10,10,12,1,1,2,48,3,9999,99,1
359,2020,17,13,3,2,1,5,10,1002,99,1,30,5,5,7,1,1,5,50,2,9999,99,1
360,2020,17,19,4,3,1,5,9,917,99,1,35,6,6,8,9,1,5,69,2,9999,99,1
361,2020,17,1,1,1,1,5,9,917,99,1,999,16,12,18,9,1,4,999,1,9999,99,1
362,2020,17,6,2,1,1,5,8,805,99,1,999,16,12,18,9,1,99,999,99,9999,99,1
363,2020,17,6,2,1,1,5,8,805,99,1,32,5,5,7,9,1,3,999,4,9999,99,1
364,2020,17,12,3,2,1,5,15,1502,99,1,28,4,4,6,2,1,3,999,7,9999,99,1
365,2020,17,12,3,2,1,5,15,1502,99,1,28,4,4,6,1,1,3,999,7,9999,99,1
366,2020,17,7,2,1,1,5,2,207,99,1,35,6,6,8,9,1,5,26,99,9999,99,3
367,2020,17,18,4,3,1,5,17,1708,99,1,999,16,12,18,9,1,9,69,2,9999,99,1
368,2020,17,18,4,3,1,5,17,1708,99,1,999,16,12,18,9,1,5,17,7,9999,99,1
369,2020,17,11,2,1,1,5,14,1409,99,1,35,6,6,8,1,1,2,28,4,2005,4,1
370,2020,17,11,2,1,1,5,14,1409,99,1,22,3,3,5,1,1,4,999,99,9999,99,1
371,2020,17,22,4,3,1,5,7,704,99,1,18,2,2,4,9,1,4,190,4,9999,99,2
372,2020,17,2,1,1,1,5,3,301,99,1,25,4,4,6,2,1,4,32,1,9999,99,6
373,2020,18,3,1,1,1,6,1,101,2,1,999,16,12,18,9,1,1,41,5,9999,99,2
374,2020,18,20,4,3,1,6,1,101,17,1,20,3,3,5,2,1,4,2,5,9999,99,1
375,2020,18,20,4,3,1,6,1,101,17,1,999,16,12,18,1,1,3,69,99,9999,99,1
376,2020,18,12,3,2,1,6,1,101,13,1,43,7,7,9,9,1,1,28,2,2015,5,1
377,2020,18,12,3,2,1,6,1,101,13,1,28,4,4,6,9,1,4,3,2,9999,99,1
378,2020,18,18,4,3,1,6,1,102,99,1,31,5,5,7,9,1,2,31,99,9999,99,2
379,2020,18,1,1,1,1,6,1,101,11,2,27,4,4,6,9,1,18,999,99,9999,99,1
380,2020,18,1,1,1,1,6,1,101,11,1,999,16,12,18,9,1,99,999,99,9999,99,1
381,2020,18,0,1,1,1,6,1,101,7,2,36,6,6,8,2,1,1,48,4,9999,99,1
382,2020,18,0,1,1,1,6,1,101,7,1,23,3,3,5,1,1,3,69,99,9999,99,1
383,2020,18,8,2,1,1,6,1,101,21,1,44,7,7,9,9,1,4,67,5,9999,99,1
384,2020,18,8,2,1,1,6,1,101,21,1,39,6,6,8,9,1,1,27,5,2005,4,1
385,2020,18,8,2,1,1,6,1,101,21,1,31,5,5,7,9,1,3,56,2,2001,4,1
386,2020,18,19,4,3,1,6,1,101,12,1,35,6,6,8,2,1,1,48,5,9999,99,1
387,2020,18,19,4,3,1,6,1,101,12,1,18,2,2,4,1,1,4,67,5,9999,99,1
388,2020,18,20,4,3,1,6,1,115,99,1,999,16,12,18,9,1,99,999,99,9999,99,1
389,2020,18,20,4,3,1,6,1,115,99,1,999,16,12,18,9,1,4,999,99,9999,99,1
390,2020,18,1,1,1,1,6,1,108,99,2,45,8,8,10,9,1,2,27,99,9999,99,2
391,2020,18,17,3,2,1,6,19,1904,99,1,44,7,7,9,9,1,3,73,4,2017,5,1
392,2020,18,17,3,2,1,6,19,1904,99,1,30,5,5,7,9,1,4,32,3,2019,5,1
393,2020,18,1,1,1,1,6,5,505,99,1,28,4,4,6,9,1,1,27,9,9999,99,2
394,2020,18,7,2,1,1,6,5,511,99,1,999,16,12,18,9,1,12,30,1,1998,3,2
395,2020,18,7,2,1,1,6,5,511,99,1,999,16,12,18,9,1,1,999,5,9999,99,1
396,2020,18,7,2,1,1,6,5,511,99,1,999,16,12,18,9,1,4,999,5,9999,99,1
397,2020,18,23,4,3,1,6,6,601,99,1,24,3,3,5,9,1,4,77,1,2013,5,2
398,2020,18,2,1,1,1,6,12,1201,99,1,31,5,5,7,9,1,4,999,99,9999,99,1
399,2020,18,2,1,1,1,6,12,1201,99,1,999,16,12,18,9,1,99,999,99,9999,99,1
400,2020,18,0,1,1,1,6,16,1601,99,1,22,3,3,5,2,1,1,69,2,9999,99,1
401,2020,18,0,1,1,1,6,16,1601,99,1,999,16,12,18,1,1,3,69,1,1987,2,1
402,2020,18,0,1,1,1,6,16,1601,99,1,22,3,3,5,1,1,2,48,5,2003,4,1
403,2020,18,22,4,3,1,6,2,206,99,1,41,7,7,9,1,1,4,27,5,9999,99,1
404,2020,18,22,4,3,1,6,2,206,99,1,50,9,9,11,1,1,1,28,2,9999,99,1
405,2020,18,23,4,3,1,6,2,203,99,1,46,8,8,10,2,1,3,28,2,9999,99,1
406,2020,18,23,4,3,1,6,2,203,99,1,39,6,6,8,1,1,1,69,4,9999,99,1
407,2020,18,13,3,2,1,6,3,308,99,2,42,7,7,9,9,1,1,69,3,9999,99,1
408,2020,18,13,3,2,1,6,3,308,99,1,23,3,3,5,9,1,4,27,3,9999,99,1
409,2020,19,0,1,1,1,7,1,101,1,1,43,7,7,9,9,1,1,69,9,1994,3,1
410,2020,19,0,1,1,1,7,1,101,1,2,26,4,4,6,9,1,4,27,5,9999,99,1
411,2020,19,0,1,1,1,7,1,101,1,1,999,16,12,18,9,1,1,48,3,2011,5,1
412,2020,19,17,3,2,1,7,1,101,18,1,34,5,5,7,9,1,1,69,3,1991,3,1
413,2020,19,17,3,2,1,7,1,101,18,1,52,9,9,11,9,1,4,6,5,2012,5,1
414,2020,19,21,4,3,1,7,1,101,11,1,24,3,3,5,9,1,4,2,3,9999,99,1
415,2020,19,21,4,3,1,7,1,101,11,1,58,10,10,12,9,1,4,999,6,9999,99,1
416,2020,19,17,3,2,1,7,1,115,99,2,28,4,4,6,9,1,4,6,2,2017,5,1
417,2020,19,17,3,2,1,7,1,115,99,1,20,3,3,5,9,1,4,67,3,2018,5,1
418,2020,19,1,1,1,1,7,1,116,99,1,999,16,12,18,9,1,3,999,99,9999,99,4
419,2020,19,3,1,1,1,7,1,115,99,1,40,7,7,9,9,1,99,999,99,9999,99,4
420,2020,19,10,2,1,1,7,1,115,99,1,999,16,12,18,9,1,1,999,99,9999,99,1
421,2020,19,10,2,1,1,7,1,115,99,1,29,4,4,6,9,1,4,999,99,9999,99,1
422,2020,19,16,3,2,1,7,5,501,99,2,25,4,4,6,9,1,4,27,1,9999,99,4
423,2020,19,5,1,1,1,7,5,504,99,1,34,5,5,7,9,1,4,6,1,9999,99,4
424,2020,19,18,4,3,1,7,5,507,99,1,999,16,12,18,9,1,4,67,5,9999,99,4
425,2020,19,0,1,1,1,7,10,1010,99,1,22,3,3,5,2,1,4,76,3,9999,99,2
426,2020,19,15,3,2,1,7,15,1504,99,1,40,7,7,9,9,1,3,69,4,2004,4,2
427,2020,19,0,1,1,1,7,4,401,99,1,32,5,5,7,1,1,3,69,9,9999,99,1
428,2020,19,0,1,1,1,7,4,401,99,1,999,16,12,18,9,1,99,999,99,9999,99,1
429,2020,19,2,1,1,1,7,3,303,99,1,31,5,5,7,2,1,3,31,4,9999,99,1
430,2020,19,2,1,1,1,7,3,303,99,1,39,6,6,8,2,1,2,27,6,9999,99,1
431,2020,20,20,4,3,1,1,1,101,1,1,47,8,8,10,9,1,1,121,7,9999,99,1
432,2020,20,20,4,3,1,1,1,101,1,1,33,5,5,7,9,1,4,6,1,9999,99,1
433,2020,20,2,1,1,1,1,1,101,18,1,22,3,3,5,1,1,4,32,1,9999,99,4
434,2020,20,18,4,3,1,1,1,104,99,1,999,16,12,18,9,1,3,999,1,9999,99,1
435,2020,20,18,4,3,1,1,1,104,99,1,47,8,8,10,9,1,4,6,5,9999,99,1
436,2020,20,1,1,1,1,1,1,103,99,1,21,3,3,5,9,1,4,2,2,9999,99,6
437,2020,20,3,1,1,1,1,1,101,12,1,30,5,5,7,1,1,1,52,1,9999,99,2
438,2020,20,1,1,1,1,1,1,116,99,1,27,4,4,6,1,1,4,6,3,9999,99,1
439,2020,20,1,1,1,1,1,1,116,99,1,29,4,4,6,1,1,1,56,4,2014,5,1
440,2020,20,15,3,2,1,1,1,116,99,2,25,4,4,6,1,1,1,28,6,9999,99,1
441,2020,20,15,3,2,1,1,1,116,99,1,25,4,4,6,1,1,4,100,3,9999,99,1
442,2020,20,19,4,3,1,1,1,115,99,1,40,7,7,9,1,1,1,28,2,9999,99,1
443,2020,20,19,4,3,1,1,1,115,99,1,21,3,3,5,1,1,4,3,1,2018,5,1
444,2020,20,21,4,3,1,1,1,108,99,1,999,16,12,18,9,1,1,999,99,9999,99,1
445,2020,20,21,4,3,1,1,1,108,99,1,30,5,5,7,1,1,4,100,3,9999,99,1
446,2020,20,3,1,1,1,1,9,901,99,1,38,6,6,8,9,1,3,999,99,9999,99,1
447,2020,20,3,1,1,1,1,9,901,99,1,999,16,12,18,9,1,4,18,99,9999,99,1
448,2020,20,15,3,2,1,1,9,901,99,1,78,14,11,16,9,1,99,999,4,9999,99,1
449,2020,20,15,3,2,1,1,9,901,99,1,42,7,7,9,9,1,9,999,4,9999,99,1
450,2020,20,14,3,2,1,1,4,416,99,1,33,5,5,7,9,1,12,30,7,9999,99,1
451,2020,20,14,3,2,1,1,4,416,99,1,50,9,9,11,9,1,4,67,5,9999,99,1
452,2020,21,9,2,1,1,2,1,101,1,1,26,4,4,6,1,1,2,8,2,9999,99,1
453,2020,21,9,2,1,1,2,1,101,1,1,65,12,11,14,1,1,2,28,9,9999,99,1
454,2020,21,21,4,3,1,2,1,101,6,1,59,10,10,12,9,1,11,28,2,2007,4,1
455,2020,21,21,4,3,1,2,1,101,6,1,48,8,8,10,9,1,4,32,3,2008,4,1
456,2020,21,4,1,1,1,2,1,101,17,1,27,4,4,6,1,1,4,2,1,9999,99,1
457,2020,21,4,1,1,1,2,1,101,17,1,999,16,12,18,9,1,5,26,1,9999,99,1
458,2020,21,19,4,3,1,2,1,101,17,1,17,2,2,4,9,2,4,6,5,2013,5,1
459,2020,21,19,4,3,1,2,1,101,17,1,999,16,12,18,9,1,1,28,2,2013,5,1
460,2020,21,7,2,1,1,2,1,101,7,2,28,4,4,6,1,1,1,27,4,9999,99,1
461,2020,21,7,2,1,1,2,1,101,7,1,52,9,9,11,1,1,4,999,5,9999,99,1
462,2020,21,17,3,2,1,2,1,117,99,1,999,16,12,18,9,1,4,999,99,9999,99,1
463,2020,21,17,3,2,1,2,1,117,99,1,25,4,4,6,9,1,4,64,3,9999,99,1
464,2020,21,14,3,2,1,2,1,108,99,2,24,3,3,5,1,1,2,48,99,2019,5,1
465,2020,21,14,3,2,1,2,1,108,99,1,23,3,3,5,1,1,4,999,99,9999,99,1
466,2020,21,8,2,1,1,2,21,2101,99,1,25,4,4,6,9,1,5,41,99,9999,99,1
467,2020,21,8,2,1,1,2,21,2101,99,1,47,8,8,10,9,1,4,72,99,9999,99,1
468,2020,21,17,3,2,1,2,20,2007,99,1,999,16,12,18,9,1,3,69,5,9999,99,7
469,2020,21,13,3,2,1,2,10,1008,99,1,20,3,3,5,9,1,4,6,99,9999,99,1
470,2020,21,13,3,2,1,2,10,1008,99,1,17,2,2,4,9,2,4,6,99,9999,99,1
471,2020,21,6,2,1,1,2,9,901,99,1,999,16,12,18,9,1,3,999,99,9999,99,1
472,2020,21,6,2,1,1,2,9,901,99,1,27,4,4,6,9,1,4,64,1,9999,99,1
473,2020,21,15,3,2,1,2,12,1217,99,1,37,6,6,8,9,1,3,69,2,9999,99,1
474,2020,21,15,3,2,1,2,12,1217,99,1,20,3,3,5,9,1,4,6,7,2018,5,1
475,2020,21,22,4,3,1,2,17,1701,99,1,33,5,5,7,2,1,4,67,5,9999,99,6
476,2020,21,17,3,2,1,2,17,1705,99,2,40,7,7,9,9,1,4,67,5,9999,99,1
477,2020,21,17,3,2,1,2,17,1705,99,1,999,16,12,18,9,1,3,69,2,9999,99,1
478,2020,21,12,3,2,1,2,7,701,99,1,999,16,12,18,9,1,5,19,3,2001,4,8
479,2020,22,19,4,3,1,3,1,101,1,1,34,5,5,7,9,1,2,28,1,2018,5,1
480,2020,22,19,4,3,1,3,1,101,1,1,22,3,3,5,9,1,4,27,5,2018,5,1
481,2020,22,21,4,3,1,3,1,113,99,1,50,9,9,11,9,1,1,4,4,9999,99,1
482,2020,22,21,4,3,1,3,1,113,99,1,19,2,2,4,9,1,1,48,4,9999,99,1
483,2020,22,21,4,3,1,3,1,113,99,1,22,3,3,5,9,1,1,17,2,9999,99,1
484,2020,22,21,4,3,1,3,1,113,99,1,44,7,7,9,9,1,4,27,5,9999,99,1
485,2020,22,21,4,3,1,3,1,101,12,1,19,2,2,4,9,1,4,64,6,9999,99,1
486,2020,22,21,4,3,1,3,1,101,12,1,23,3,3,5,9,1,1,74,2,9999,99,1
487,2020,22,9,2,1,1,3,1,108,99,1,29,4,4,6,9,1,4,32,5,2016,5,1
488,2020,22,9,2,1,1,3,1,108,99,1,19,2,2,4,9,1,4,6,1,9999,99,1
489,2020,22,1,1,1,1,3,1,108,99,1,66,12,11,14,1,1,1,28,2,9999,99,1
490,2020,22,1,1,1,1,3,1,108,99,1,999,16,12,18,1,1,4,168,1,9999,99,1
491,2020,22,4,1,1,1,3,22,2212,99,1,26,4,4,6,9,1,4,999,5,9999,99,1
492,2020,22,18,4,3,1,3,19,1901,99,1,28,4,4,6,9,1,2,69,4,9999,99,1
493,2020,22,18,4,3,1,3,19,1901,99,1,39,6,6,8,9,1,9,27,2,9999,99,1
494,2020,22,3,1,1,1,3,6,601,99,1,29,4,4,6,1,1,1,56,4,9999,99,1
495,2020,22,3,1,1,1,3,6,601,99,1,999,16,12,18,9,1,6,999,99,9999,99,1
496,2020,22,22,4,3,1,3,10,1001,99,1,37,6,6,8,1,1,6,19,2,2000,4,1
497,2020,22,22,4,3,1,3,10,1001,99,1,26,4,4,6,1,1,4,67,1,2014,5,1
498,2020,22,11,2,1,1,3,8,803,99,1,48,8,8,10,9,1,14,999,99,9999,99,1
499,2020,22,11,2,1,1,3,8,803,99,1,999,16,12,18,9,1,5,999,99,9999,99,1
500,2020,22,6,2,1,1,3,4,413,99,1,26,4,4,6,9,1,4,6,3,9999,99,1
501,2020,22,6,2,1,1,3,4,413,99,1,27,4,4,6,9,1,3,69,9,1991,3,1
502,2020,22,10,2,1,1,3,4,401,99,1,20,3,3,5,1,1,4,27,3,9999,99,1
503,2020,22,10,2,1,1,3,4,401,99,1,999,16,12,18,9,1,99,999,99,9999,99,1
504,2020,23,19,4,3,1,4,1,101,5,2,36,6,6,8,1,1,1,48,4,2008,4,1
505,2020,23,19,4,3,1,4,1,101,5,1,54,9,9,11,1,1,1,52,5,1998,3,1
506,2020,23,12,3,2,1,4,1,101,12,1,23,3,3,5,9,1,1,69,4,9999,99,1
507,2020,23,12,3,2,1,4,1,101,12,1,21,3,3,5,9,1,4,67,5,9999,99,1
508,2020,23,22,4,3,1,4,1,101,12,1,999,16,12,18,9,1,1,999,99,9999,99,1
509,2020,23,22,4,3,1,4,1,101,12,1,28,4,4,6,1,1,4,64,5,9999,99,1
510,2020,23,2,1,1,1,4,1,115,99,1,999,16,12,18,9,1,6,999,99,9999,99,1
511,2020,23,2,1,1,1,4,1,115,99,1,28,4,4,6,2,1,4,27,1,9999,99,1
512,2020,23,6,2,1,1,4,1,115,99,1,999,16,12,18,9,1,1,999,99,9999,99,1
513,2020,23,6,2,1,1,4,1,115,99,1,22,3,3,5,1,1,4,999,99,9999,99,1
514,2020,23,23,4,3,1,4,1,115,99,1,21,3,3,5,2,1,2,27,4,9999,99,1
515,2020,23,23,4,3,1,4,1,115,99,1,999,16,12,18,1,1,3,999,99,9999,99,1
516,2020,23,8,2,1,1,4,1,108,99,1,24,3,3,5,1,1,4,6,1,2016,5,1
517,2020,23,8,2,1,1,4,1,108,99,1,30,5,5,7,1,1,12,30,2,1990,3,1
518,2020,23,8,2,1,1,4,11,1102,99,1,22,3,3,5,1,1,4,27,5,9999,99,1
519,2020,23,8,2,1,1,4,11,1102,99,2,999,16,12,18,1,1,4,67,3,9999,99,1
520,2020,23,12,3,2,1,4,11,1102,99,1,33,5,5,7,1,1,5,999,2,9999,99,2
521,2020,23,18,4,3,1,4,12,1201,99,1,45,8,8,10,2,1,1,69,99,9999,99,2
522,2020,23,17,3,2,1,4,8,801,99,1,33,5,5,7,1,1,2,69,11,1995,3,1
523,2020,23,17,3,2,1,4,8,801,99,1,25,4,4,6,1,1,4,168,5,2018,5,1
524,2020,23,20,4,3,1,4,2,201,99,1,43,7,7,9,9,1,5,30,2,9999,99,1
525,2020,23,20,4,3,1,4,2,201,99,1,38,6,6,8,9,1,3,69,3,9999,99,1
526,2020,23,19,4,3,1,4,17,1701,99,1,18,2,2,4,9,1,4,6,5,9999,99,1
527,2020,24,12,3,2,1,5,1,101,15,1,25,4,4,6,1,1,1,41,4,2013,5,1
528,2020,24,12,3,2,1,5,1,101,15,1,28,4,4,6,1,1,4,39,5,2018,5,1
529,2020,24,14,3,2,1,5,1,108,99,1,25,4,4,6,9,1,4,168,1,2019,5,6
530,2020,24,8,2,1,1,5,1,101,11,1,41,7,7,9,1,1,1,17,4,2014,5,1
531,2020,24,8,2,1,1,5,1,101,11,1,35,6,6,8,1,1,4,72,1,2013,5,1
532,2020,24,15,3,2,1,5,12,1201,99,1,53,9,9,11,2,1,3,17,5,1996,3,1
