﻿núm_corre,año_ocu,día_ocu,hora_ocu,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,g_hora
7366,2022,13,11,Mañana,Agosto,Sabado,Jutiapa,Pasaco,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Nissan,Verde,2001,2000-2009,Colisión,2
7367,2022,13,11,Mañana,Agosto,Sabado,Jutiapa,Pasaco,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Toyota,Azul,2006,2000-2009,Colisión,2
7368,2022,13,22,Noche,Agosto,Sabado,Jutiapa,Jutiapa,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ebrio,Mayor,Automóvil,Mazda,Gris,2001,2000-2009,Vuelco,4
7369,2022,13,19,Noche,Agosto,Sabado,Chiquimula,San Jacinto,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,4
7370,2022,13,19,Noche,Agosto,Sabado,Chiquimula,San Jacinto,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Suzuki,Gris,Ignorado,Ignorado,Colisión,4
7371,2022,13,17,Tarde,Agosto,Sabado,Escuintla,Escuintla,Ignorado,Hombre,37,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Nissan,Gris,2006,2000-2009,Colisión,3
7372,2022,13,17,Tarde,Agosto,Sabado,Escuintla,Escuintla,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,3
7373,2022,13,8,Mañana,Agosto,Sabado,Escuintla,San José,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2015,2010-2019,Derrape,2
7374,2022,13,10,Mañana,Agosto,Sabado,Escuintla,Escuintla,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,2
7375,2022,13,0,Mañana,Agosto,Sabado,Santa Rosa,Taxisco,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
7376,2022,13,0,Mañana,Agosto,Sabado,Santa Rosa,Taxisco,Ignorado,Mujer,34,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
7377,2022,13,20,Noche,Agosto,Sabado,Retalhuleu,Santa Cruz Muluá,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,4
7378,2022,13,4,Mañana,Agosto,Sabado,Quetzaltenango,Quetzaltenango,3,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Panel,Changan,Blanco,2018,2010-2019,Colisión,1
7379,2022,13,4,Mañana,Agosto,Sabado,Quetzaltenango,Quetzaltenango,3,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
7380,2022,13,22,Noche,Agosto,Sabado,Quetzaltenango,Quetzaltenango,1,Hombre,39,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Kia,Gris,Ignorado,Ignorado,Colisión,4
7381,2022,13,22,Noche,Agosto,Sabado,Quetzaltenango,Quetzaltenango,1,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
7382,2022,13,16,Tarde,Agosto,Sabado,San Marcos,Malacatán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Microbús,Ignorado,Ignorado,Ignorado,Ignorado,Choque,3
7383,2022,13,21,Noche,Agosto,Sabado,Alta Verapaz,Cobán,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
7384,2022,13,21,Noche,Agosto,Sabado,Alta Verapaz,Cobán,Ignorado,Hombre,20,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
7385,2022,13,19,Noche,Agosto,Sabado,El Progreso,San Antonio la Paz,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Avanti,Negro,Ignorado,Ignorado,Colisión,4
7386,2022,13,19,Noche,Agosto,Sabado,El Progreso,San Antonio la Paz,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Cabezal,Freightliner,Blanco,Ignorado,Ignorado,Colisión,4
7387,2022,13,19,Noche,Agosto,Sabado,El Progreso,Guastatoya,Ignorado,Hombre,48,45-49,45-49,45 - 49,Ignorado,Mayor,Cabezal,Freightliner,Ignorado,Ignorado,Ignorado,Colisión,4
7388,2022,13,19,Noche,Agosto,Sabado,El Progreso,Guastatoya,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Avanti,Negro,Ignorado,Ignorado,Colisión,4
7389,2022,13,22,Noche,Agosto,Sabado,Quiché,Santa María Nebaj,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,4
7390,2022,13,22,Noche,Agosto,Sabado,Quiché,Santa María Nebaj,Ignorado,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,Ignorado,Ignorado,Colisión,4
7391,2022,13,2,Mañana,Agosto,Sabado,Sololá,Panajachel,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ebrio,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,1
7392,2022,13,2,Mañana,Agosto,Sabado,Sololá,Panajachel,Ignorado,Hombre,43,40-44,40-44,40 - 44,No Ebrio,Mayor,Camión,Hyundai,Blanco,Ignorado,Ignorado,Colisión,1
7393,2022,13,18,Noche,Agosto,Sabado,Chimaltenango,Chimaltenango,3,Hombre,31,30-34,30-34,30 - 34,Ebrio,Mayor,Motocicleta,Yamaha,Blanco,2015,2010-2019,Colisión,4
7394,2022,13,18,Noche,Agosto,Sabado,Chimaltenango,Chimaltenango,3,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Mitsubishi,Rojo,2014,2010-2019,Colisión,4
7395,2022,13,0,Mañana,Agosto,Sabado,Chimaltenango,Santa Cruz Balanyá,Ignorado,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,MRT,Rojo,Ignorado,Ignorado,Colisión,1
7396,2022,13,0,Mañana,Agosto,Sabado,Chimaltenango,Santa Cruz Balanyá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Cabezal,Ignorado,Blanco,Ignorado,Ignorado,Colisión,1
7397,2022,13,6,Mañana,Agosto,Sabado,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Honda,Negro,2021,2020-2029,Colisión,2
7398,2022,13,6,Mañana,Agosto,Sabado,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Mazda,Negro,2013,2010-2019,Colisión,2
7399,2022,13,19,Noche,Agosto,Sabado,Sacatepéquez,Ciudad Vieja,5,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Nissan,Verde,Ignorado,Ignorado,Colisión,4
7400,2022,13,19,Noche,Agosto,Sabado,Sacatepéquez,Ciudad Vieja,5,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,Colisión,4
7401,2022,13,23,Noche,Agosto,Sabado,Guatemala,Mixco,6,Mujer,35,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,4
7402,2022,13,23,Noche,Agosto,Sabado,Guatemala,Mixco,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
7403,2022,13,22,Noche,Agosto,Sabado,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,Colisión,4
7404,2022,13,22,Noche,Agosto,Sabado,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,4
7405,2022,14,0,Mañana,Agosto,Domingo,Guatemala,Guatemala,18,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
7406,2022,14,0,Mañana,Agosto,Domingo,Guatemala,Guatemala,18,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,TVS Apache,Negro,2018,2010-2019,Colisión,1
7407,2022,14,10,Mañana,Agosto,Domingo,Guatemala,Guatemala,7,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2020,2020-2029,Derrape,2
7408,2022,14,0,Mañana,Agosto,Domingo,Guatemala,Villa Nueva,6,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,1
7409,2022,14,0,Mañana,Agosto,Domingo,Guatemala,Villa Nueva,6,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Honda,Gris,Ignorado,Ignorado,Colisión,1
7410,2022,14,4,Mañana,Agosto,Domingo,Guatemala,Mixco,8,Hombre,30,30-34,30-34,30 - 34,Ignorado,Mayor,Automóvil,Mazda,Gris,Ignorado,Ignorado,Choque,1
7411,2022,14,2,Mañana,Agosto,Domingo,Guatemala,Mixco,5,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Honda,Rojo,Ignorado,Ignorado,Colisión,1
7412,2022,14,2,Mañana,Agosto,Domingo,Guatemala,Mixco,5,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Otros,Negro,Ignorado,Ignorado,Colisión,1
7413,2022,14,23,Noche,Agosto,Domingo,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Derrape,4
7414,2022,14,15,Tarde,Agosto,Domingo,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Camioneta,Honda,Blanco,Ignorado,Ignorado,Vuelco,3
7415,2022,14,12,Tarde,Agosto,Domingo,Jutiapa,Quesada,Ignorado,Hombre,44,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Toyota,Corinto,2006,2000-2009,Colisión,3
7416,2022,14,12,Tarde,Agosto,Domingo,Jutiapa,Quesada,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Negro,2011,2010-2019,Colisión,3
7417,2022,14,18,Noche,Agosto,Domingo,Jutiapa,Atescatempa,Ignorado,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Camioneta,Toyota,Ignorado,Ignorado,Ignorado,Colisión,4
7418,2022,14,18,Noche,Agosto,Domingo,Jutiapa,Atescatempa,Ignorado,Hombre,16,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Yamaha,Ignorado,Ignorado,Ignorado,Colisión,4
7419,2022,14,11,Mañana,Agosto,Domingo,Jalapa,Jalapa,Ignorado,Hombre,24,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,TVS Apache,Gris,2018,2010-2019,Colisión,2
7420,2022,14,11,Mañana,Agosto,Domingo,Jalapa,Jalapa,Ignorado,Hombre,25,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Suzuki,Azul,2020,2020-2029,Colisión,2
7421,2022,14,5,Mañana,Agosto,Domingo,Zacapa,Zacapa,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Honda,Azul,Ignorado,Ignorado,Colisión,1
7422,2022,14,5,Mañana,Agosto,Domingo,Zacapa,Zacapa,Ignorado,Hombre,19,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,1
7423,2022,14,7,Mañana,Agosto,Domingo,Escuintla,Escuintla,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Movesa,Blanco,Ignorado,Ignorado,Colisión,2
7424,2022,14,7,Mañana,Agosto,Domingo,Escuintla,Escuintla,Ignorado,Hombre,52,50-54,50-54,50 - 54,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,2
7425,2022,14,16,Tarde,Agosto,Domingo,Escuintla,Escuintla,Ignorado,Hombre,43,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Mazda,Gris,2012,2010-2019,Colisión,3
7426,2022,14,16,Tarde,Agosto,Domingo,Escuintla,Escuintla,Ignorado,Hombre,33,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Haojue,Negro,2020,2020-2029,Colisión,3
7427,2022,14,8,Mañana,Agosto,Domingo,Escuintla,Escuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,2
7428,2022,14,8,Mañana,Agosto,Domingo,Escuintla,Escuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Colisión,2
7429,2022,14,1,Mañana,Agosto,Domingo,Escuintla,Palín,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
7430,2022,14,1,Mañana,Agosto,Domingo,Escuintla,Palín,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
7431,2022,14,9,Mañana,Agosto,Domingo,Quetzaltenango,Coatepeque,Ignorado,Hombre,32,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Toyota,Verde,Ignorado,Ignorado,Colisión,2
7432,2022,14,9,Mañana,Agosto,Domingo,Quetzaltenango,Coatepeque,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,Colisión,2
7433,2022,14,0,Mañana,Agosto,Domingo,San Marcos,Ixchiguán,Ignorado,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Pick up,Ignorado,Azul,Ignorado,Ignorado,Vuelco,1
7434,2022,14,6,Mañana,Agosto,Domingo,Alta Verapaz,Cobán,12,Hombre,24,20-24,20-24,20 - 24,Ebrio,Mayor,Pick up,Citroen,Ignorado,2007,2000-2009,Colisión,2
7435,2022,14,6,Mañana,Agosto,Domingo,Alta Verapaz,Cobán,12,Hombre,41,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Italika,Rojo,2017,2010-2019,Colisión,2
7436,2022,14,21,Noche,Agosto,Domingo,Alta Verapaz,Chisec,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Azul,Ignorado,Ignorado,Colisión,4
7437,2022,14,21,Noche,Agosto,Domingo,Alta Verapaz,Chisec,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,4
7438,2022,14,13,Tarde,Agosto,Domingo,Baja Verapaz,Granados,Ignorado,Mujer,21,20-24,20-24,20 - 24,No Ebrio,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Choque,3
7439,2022,14,22,Noche,Agosto,Domingo,Baja Verapaz,Purulhá,Ignorado,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,4
7440,2022,14,22,Noche,Agosto,Domingo,Izabal,Puerto Barrios,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,No Ebrio,Mayor,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,Colisión,4
7441,2022,14,22,Noche,Agosto,Domingo,Izabal,Puerto Barrios,Ignorado,Hombre,53,50-54,50-54,50 - 54,No Ebrio,Mayor,Motocicleta,Yamaha,Azul,Ignorado,Ignorado,Colisión,4
7442,2022,14,22,Noche,Agosto,Domingo,Petén,San Andrés,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Yamaha,Rojo,2018,2010-2019,Derrape,4
7443,2022,14,15,Tarde,Agosto,Domingo,Quiché,Pachalum,Ignorado,Hombre,59,55-59,55-59,55 - 59,Ignorado,Mayor,Pick up,Toyota,Gris,Ignorado,Ignorado,Colisión,3
7444,2022,14,15,Tarde,Agosto,Domingo,Quiché,Pachalum,Ignorado,Hombre,35,35-39,35-39,35 - 39,Ignorado,Mayor,Automóvil,Toyota,Gris,Ignorado,Ignorado,Colisión,3
7445,2022,14,13,Tarde,Agosto,Domingo,Quiché,Santa Cruz del Quiché,Ignorado,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Derrape,3
7446,2022,14,15,Tarde,Agosto,Domingo,Sololá,Sololá,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Scion,Negro,Ignorado,Ignorado,Colisión,3
7447,2022,14,15,Tarde,Agosto,Domingo,Sololá,Sololá,Ignorado,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Camioneta,Jeep,Negro,Ignorado,Ignorado,Colisión,3
7448,2022,14,23,Noche,Agosto,Domingo,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,31,30-34,30-34,30 - 34,No Ebrio,Mayor,Camioneta,Ignorado,Blanco,2013,2010-2019,Colisión,4
7449,2022,14,23,Noche,Agosto,Domingo,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,21,20-24,20-24,20 - 24,No Ebrio,Mayor,Motocicleta,Yamaha,Rojo,Ignorado,Ignorado,Colisión,4
7450,2022,14,2,Mañana,Agosto,Domingo,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,23,20-24,20-24,20 - 24,No Ebrio,Mayor,Motocicleta,Otros,Ignorado,Ignorado,Ignorado,Derrape,1
7451,2022,14,12,Tarde,Agosto,Domingo,Sacatepéquez,Sumpango,Ignorado,Hombre,45,45-49,45-49,45 - 49,No Ebrio,Mayor,Motocicleta,Italika,Verde,Ignorado,Ignorado,Colisión,3
7452,2022,14,12,Tarde,Agosto,Domingo,Sacatepéquez,Sumpango,Ignorado,Hombre,27,25-29,25-29,25 - 29,No Ebrio,Mayor,Automóvil,Chevrolet,Amarillo,2000,2000-2009,Colisión,3
7453,2022,14,12,Tarde,Agosto,Domingo,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,26,25-29,25-29,25 - 29,No Ebrio,Mayor,Automóvil,Nissan,Blanco,Ignorado,Ignorado,Colisión,3
7454,2022,14,12,Tarde,Agosto,Domingo,Sacatepéquez,Ciudad Vieja,Ignorado,Hombre,38,35-39,35-39,35 - 39,No Ebrio,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,Colisión,3
7455,2022,15,20,Noche,Agosto,Lunes,Guatemala,Guatemala,18,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Yamaha,Blanco,2018,2010-2019,Colisión,4
7456,2022,15,20,Noche,Agosto,Lunes,Guatemala,Guatemala,18,Hombre,27,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Gris,2023,2020-2029,Colisión,4
7457,2022,15,8,Mañana,Agosto,Lunes,Guatemala,San Pedro Ayampuc,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Bajaj,Blanco,2020,2020-2029,Derrape,2
7458,2022,15,18,Noche,Agosto,Lunes,Guatemala,Villa Nueva,4,Hombre,53,50-54,50-54,50 - 54,Ignorado,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,Colisión,4
7459,2022,15,18,Noche,Agosto,Lunes,Guatemala,Villa Nueva,4,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Mazda,Blanco,2010,2010-2019,Colisión,4
7460,2022,15,11,Mañana,Agosto,Lunes,Jutiapa,Quesada,Ignorado,Hombre,65,65-69,60 y más,65 - 69,Ignorado,Mayor,Microbús,Toyota,Gris,Ignorado,Ignorado,Colisión,2
7461,2022,15,11,Mañana,Agosto,Lunes,Jutiapa,Quesada,Ignorado,Hombre,38,35-39,35-39,35 - 39,Ignorado,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,Colisión,2
7462,2022,15,3,Mañana,Agosto,Lunes,Jutiapa,Jutiapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Derrape,1
7463,2022,15,16,Tarde,Agosto,Lunes,Jalapa,San Luis Jilotepeque,Ignorado,Hombre,46,45-49,45-49,45 - 49,Ebrio,Mayor,Pick up,Ignorado,Rojo,Ignorado,Ignorado,Colisión,3
7464,2022,15,16,Tarde,Agosto,Lunes,Jalapa,San Luis Jilotepeque,Ignorado,Hombre,15,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,Colisión,3
7465,2022,15,15,Tarde,Agosto,Lunes,Zacapa,Estanzuela,Ignorado,Mujer,36,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,Toyota,Negro,Ignorado,Ignorado,Colisión,3
7466,2022,15,15,Tarde,Agosto,Lunes,Zacapa,Estanzuela,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,3
7467,2022,15,16,Tarde,Agosto,Lunes,Zacapa,Estanzuela,Ignorado,Hombre,36,35-39,35-39,35 - 39,Ignorado,Mayor,Camioneta,Toyota,Negro,Ignorado,Ignorado,Colisión,3
7468,2022,15,16,Tarde,Agosto,Lunes,Zacapa,Estanzuela,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,Colisión,3
7469,2022,15,5,Mañana,Agosto,Lunes,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,26,25-29,25-29,25 - 29,Ignorado,Mayor,Camión,Jac,Azul,Ignorado,Ignorado,Vuelco,1
7470,2022,15,14,Tarde,Agosto,Lunes,Retalhuleu,Retalhuleu,4,Mujer,31,30-34,30-34,30 - 34,Ignorado,Mayor,Motocicleta,Ignorado,Rojo,Ignorado,Ignorado,Colisión,3
7471,2022,15,14,Tarde,Agosto,Lunes,Retalhuleu,Retalhuleu,4,Hombre,17,15-19,15-19,15 - 19,Ignorado,Menor,Motocicleta,Honda,Rojo,Ignorado,Ignorado,Colisión,3
7472,2022,15,17,Tarde,Agosto,Lunes,Retalhuleu,Retalhuleu,4,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2018,2010-2019,Colisión,3
7473,2022,15,17,Tarde,Agosto,Lunes,Retalhuleu,Retalhuleu,4,Mujer,45,45-49,45-49,45 - 49,Ignorado,Mayor,Camioneta,Toyota,Negro,2004,2000-2009,Colisión,3
7474,2022,15,8,Mañana,Agosto,Lunes,Quetzaltenango,Quetzaltenango,5,Hombre,22,20-24,20-24,20 - 24,Ignorado,Mayor,Pick up,Ford,Gris,2001,2000-2009,Colisión,2
7475,2022,15,8,Mañana,Agosto,Lunes,Quetzaltenango,Quetzaltenango,5,Hombre,21,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Gris,Ignorado,Ignorado,Colisión,2
7476,2022,15,8,Mañana,Agosto,Lunes,Quetzaltenango,Quetzaltenango,5,Hombre,23,20-24,20-24,20 - 24,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,Colisión,2
7477,2022,15,8,Mañana,Agosto,Lunes,Izabal,Puerto Barrios,Ignorado,Hombre,34,30-34,30-34,30 - 34,Ignorado,Mayor,Pick up,Nissan,Gris,2022,2020-2029,Colisión,2
7478,2022,15,8,Mañana,Agosto,Lunes,Izabal,Puerto Barrios,Ignorado,Mujer,26,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Italika,Ignorado,Ignorado,Ignorado,Colisión,2
7479,2022,15,22,Noche,Agosto,Lunes,Guatemala,Villa Canales,3,Hombre,28,25-29,25-29,25 - 29,Ignorado,Mayor,Automóvil,Mazda,Gris,Ignorado,Ignorado,Colisión,4
7480,2022,15,22,Noche,Agosto,Lunes,Guatemala,Villa Canales,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Blanco,2022,2020-2029,Colisión,4
7481,2022,15,22,Noche,Agosto,Lunes,Guatemala,Villa Canales,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Blanco,2022,2020-2029,Colisión,4
7482,2022,16,22,Noche,Agosto,Martes,Guatemala,Guatemala,1,Hombre,42,40-44,40-44,40 - 44,Ignorado,Mayor,Automóvil,Mazda,Negro,2012,2010-2019,Colisión,4
7483,2022,16,22,Noche,Agosto,Martes,Guatemala,Guatemala,1,Hombre,40,40-44,40-44,40 - 44,Ignorado,Mayor,Motocicleta,Honda,Gris,2011,2010-2019,Colisión,4
7484,2022,16,2,Mañana,Agosto,Martes,Guatemala,Guatemala,17,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,1
7485,2022,16,2,Mañana,Agosto,Martes,Guatemala,Guatemala,17,Hombre,18,15-19,15-19,15 - 19,Ignorado,Mayor,Motocicleta,Italika,Azul,2018,2010-2019,Colisión,1
7486,2022,16,14,Tarde,Agosto,Martes,Guatemala,Villa Nueva,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
7487,2022,16,14,Tarde,Agosto,Martes,Guatemala,Villa Nueva,Ignorado,Hombre,29,25-29,25-29,25 - 29,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,Colisión,3
7488,2022,16,19,Noche,Agosto,Martes,Guatemala,San Juan Sacatepéquez,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Mayor,Camioneta,Ignorado,Gris,Ignorado,Ignorado,Colisión,4
