﻿﻿num_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint,tipo_eve_cod
9395,2022,26,17,12:00 a 17:59,Tarde,11,Sabado,Guatemala,Guatemala,18,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Negro,2021,2020-2029,1,Lesionado,Internado,1
9396,2022,26,10,06:00 a 11:59,Mañana,11,Sabado,Guatemala,Guatemala,15,Mujer,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Honda,Negro,2022,2020-2029,1,Fallecido,No internado,1
9397,2022,26,15,12:00 a 17:59,Tarde,11,Sabado,Guatemala,Guatemala,10,Hombre,52,50-54,50-54,50 - 54,Mayor,Motocicleta,BMW,Gris,2022,2020-2029,1,Lesionado,Internado,1
9398,2022,26,15,12:00 a 17:59,Tarde,11,Sabado,Guatemala,Guatemala,10,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,BMW,Gris,2022,2020-2029,1,Lesionado,Internado,1
9399,2022,26,10,06:00 a 11:59,Mañana,11,Sabado,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Azul,2022,2020-2029,1,Lesionado,Internado,1
9400,2022,26,20,18:00 a 23:59,Noche,11,Sabado,Guatemala,Guatemala,12,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
9401,2022,26,21,18:00 a 23:59,Noche,11,Sabado,Guatemala,Villa Nueva,6,Hombre,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Serpento,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
9402,2022,26,2,00:00 a 05:59,Mañana,11,Sabado,Guatemala,Mixco,7,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,Honda,Negro,2016,2010-2019,6,Lesionado,Internado,6
9403,2022,26,17,12:00 a 17:59,Tarde,11,Sabado,Guatemala,Mixco,4,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Haojue,Negro,2022,2020-2029,1,Lesionado,Internado,1
9404,2022,26,15,12:00 a 17:59,Tarde,11,Sabado,Guatemala,Mixco,5,Mujer,49,45-49,45-49,45 - 49,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
9405,2022,26,22,18:00 a 23:59,Noche,11,Sabado,Zacapa,Gualán,Ignorado,Mujer,20,20-24,20-24,20 - 24,Mayor,Automóvil,Toyota,Negro,Ignorado,Ignorado,1,Fallecido,No internado,1
9406,2022,26,22,18:00 a 23:59,Noche,11,Sabado,Zacapa,Gualán,Ignorado,Hombre,21,20-24,20-24,20 - 24,Mayor,Automóvil,Toyota,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
9407,2022,26,10,06:00 a 11:59,Mañana,11,Sabado,Escuintla,Tiquisate,Ignorado,Hombre,72,70-74,60 y más,70 - 74,Mayor,Motocicleta,Haojue,Negro,2020,2020-2029,1,Lesionado,Internado,1
9408,2022,26,10,06:00 a 11:59,Mañana,11,Sabado,Escuintla,Tiquisate,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Bajaj,Negro,2021,2020-2029,1,Lesionado,No internado,1
9409,2022,26,0,00:00 a 05:59,Mañana,11,Sabado,Santa Rosa,Barberena,Ignorado,Hombre,17,15-19,15-19,15 - 19,Menor,Motocicleta,Italika,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
9410,2022,26,0,00:00 a 05:59,Mañana,11,Sabado,Santa Rosa,Barberena,Ignorado,Mujer,2,Menor de 15,Menor de 15,0 - 4,Menor,Motocicleta,Italika,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
9411,2022,26,21,18:00 a 23:59,Noche,11,Sabado,Retalhuleu,Santa Cruz Muluá,Ignorado,Mujer,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Freedom,Negro,Ignorado,Ignorado,1,Fallecido,No internado,1
9412,2022,26,3,00:00 a 05:59,Mañana,11,Sabado,Alta Verapaz,Cobán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2020,2020-2029,1,Fallecido,No internado,1
9413,2022,26,3,00:00 a 05:59,Mañana,11,Sabado,Alta Verapaz,Cobán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Rojo,2020,2020-2029,1,Lesionado,Internado,1
9414,2022,26,3,00:00 a 05:59,Mañana,11,Sabado,Alta Verapaz,Cobán,Ignorado,Hombre,49,45-49,45-49,45 - 49,Mayor,Pick up,Mitsubishi,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
9415,2022,26,20,18:00 a 23:59,Noche,11,Sabado,Alta Verapaz,Cobán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Movesa,Negro,Ignorado,Ignorado,1,Fallecido,No internado,1
9416,2022,26,20,18:00 a 23:59,Noche,11,Sabado,Alta Verapaz,Cobán,Ignorado,Hombre,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Movesa,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
9417,2022,26,1,00:00 a 05:59,Mañana,11,Sabado,El Progreso,Guastatoya,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Cabezal,Ignorado,Azul,Ignorado,Ignorado,3,Lesionado,Internado,3
9418,2022,26,19,18:00 a 23:59,Noche,11,Sabado,Petén,San Luis,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
9419,2022,26,0,00:00 a 05:59,Mañana,11,Sabado,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,36,35-39,35-39,35 - 39,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,6,Lesionado,Internado,6
9420,2022,26,0,00:00 a 05:59,Mañana,11,Sabado,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,6,Lesionado,Internado,6
9421,2022,27,4,00:00 a 05:59,Mañana,11,Domingo,Guatemala,Guatemala,9,Hombre,29,25-29,25-29,25 - 29,Mayor,Camioneta,Nissan,Blanco,2012,2010-2019,1,Lesionado,Internado,1
9422,2022,27,6,06:00 a 11:59,Mañana,11,Domingo,Guatemala,Guatemala,9,Hombre,36,35-39,35-39,35 - 39,Mayor,Motocicleta,Suzuki,Azul,2021,2020-2029,1,Fallecido,No internado,1
9423,2022,27,6,06:00 a 11:59,Mañana,11,Domingo,Guatemala,Guatemala,9,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Suzuki,Azul,2021,2020-2029,1,Lesionado,Internado,1
9424,2022,27,16,12:00 a 17:59,Tarde,11,Domingo,Guatemala,Guatemala,3,Hombre,38,35-39,35-39,35 - 39,Mayor,Motocicleta,Freedom,Amarillo,Ignorado,Ignorado,1,Lesionado,Internado,1
9425,2022,27,3,00:00 a 05:59,Mañana,11,Domingo,Guatemala,San Pedro Ayampuc,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,6,Lesionado,Internado,6
9426,2022,27,2,00:00 a 05:59,Mañana,11,Domingo,Guatemala,Petapa,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Italika,Azul,Ignorado,Ignorado,1,Fallecido,No internado,1
9427,2022,27,5,00:00 a 05:59,Mañana,11,Domingo,Guatemala,Villa Nueva,4,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Asia Hero,Rojo,2021,2020-2029,1,Lesionado,Internado,1
9428,2022,27,16,12:00 a 17:59,Tarde,11,Domingo,Guatemala,Villa Nueva,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
9429,2022,27,4,00:00 a 05:59,Mañana,11,Domingo,Guatemala,Villa Canales,Ignorado,Hombre,18,15-19,15-19,15 - 19,Mayor,Motocicleta,Bajaj,Negro,2016,2010-2019,6,Fallecido,No internado,6
9430,2022,27,9,06:00 a 11:59,Mañana,11,Domingo,Guatemala,Villa Canales,Ignorado,Hombre,31,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Negro,Ignorado,Ignorado,6,Lesionado,No internado,6
9431,2022,27,13,12:00 a 17:59,Tarde,11,Domingo,Guatemala,Mixco,8,Hombre,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
9432,2022,27,0,00:00 a 05:59,Mañana,11,Domingo,Zacapa,Estanzuela,Ignorado,Mujer,37,35-39,35-39,35 - 39,Mayor,Camioneta,Honda,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
9433,2022,27,14,12:00 a 17:59,Tarde,11,Domingo,Zacapa,Gualán,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
9434,2022,27,8,06:00 a 11:59,Mañana,11,Domingo,Escuintla,Escuintla,Ignorado,Hombre,57,55-59,55-59,55 - 59,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
9435,2022,27,8,06:00 a 11:59,Mañana,11,Domingo,Escuintla,Escuintla,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
9436,2022,27,5,00:00 a 05:59,Mañana,11,Domingo,Escuintla,Escuintla,5,Hombre,38,35-39,35-39,35 - 39,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,6,Lesionado,Internado,6
9437,2022,27,5,00:00 a 05:59,Mañana,11,Domingo,Escuintla,Escuintla,5,Mujer,42,40-44,40-44,40 - 44,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,6,Lesionado,Internado,6
9438,2022,27,10,06:00 a 11:59,Mañana,11,Domingo,Suchitepéquez,Cuyotenango,Ignorado,Hombre,53,50-54,50-54,50 - 54,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
9439,2022,27,14,12:00 a 17:59,Tarde,11,Domingo,Suchitepéquez,Mazatenango,Ignorado,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Honda,Negro,2008,2000-2009,1,Lesionado,Internado,1
9440,2022,27,14,12:00 a 17:59,Tarde,11,Domingo,Suchitepéquez,Mazatenango,Ignorado,Mujer,15,15-19,15-19,15 - 19,Menor,Motocicleta,Honda,Negro,2008,2000-2009,1,Lesionado,Internado,1
9441,2022,27,14,12:00 a 17:59,Tarde,11,Domingo,Suchitepéquez,Mazatenango,Ignorado,Hombre,69,65-69,60 y más,65 - 69,Mayor,Motocicleta,Honda,Negro,2008,2000-2009,1,Fallecido,No internado,1
9442,2022,27,17,12:00 a 17:59,Tarde,11,Domingo,Alta Verapaz,Senahú,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Moto taxi,Bajaj,Rojo,Ignorado,Ignorado,3,Lesionado,Internado,3
9443,2022,27,17,12:00 a 17:59,Tarde,11,Domingo,Alta Verapaz,Senahú,Ignorado,Mujer,19,15-19,15-19,15 - 19,Mayor,Moto taxi,Bajaj,Rojo,Ignorado,Ignorado,3,Lesionado,Internado,3
9444,2022,27,17,12:00 a 17:59,Tarde,11,Domingo,Alta Verapaz,Senahú,Ignorado,Hombre,12,Menor de 15,Menor de 15,10 - 14,Menor,Moto taxi,Bajaj,Rojo,Ignorado,Ignorado,3,Lesionado,Internado,3
9445,2022,27,19,18:00 a 23:59,Noche,11,Domingo,Petén,San José,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Fallecido,No internado,1
9446,2022,27,19,18:00 a 23:59,Noche,11,Domingo,Petén,San José,Ignorado,Mujer,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
9447,2022,27,19,18:00 a 23:59,Noche,11,Domingo,Petén,San José,Ignorado,Hombre,5,Menor de 15,Menor de 15,5 - 9,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
9448,2022,27,21,18:00 a 23:59,Noche,11,Domingo,Quiché,Pachalum,Ignorado,Mujer,61,60-64,60 y más,60 - 64,Mayor,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,2,Lesionado,No internado,2
9449,2022,27,21,18:00 a 23:59,Noche,11,Domingo,Quiché,Pachalum,Ignorado,Mujer,65,65-69,60 y más,65 - 69,Mayor,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,2,Lesionado,No internado,2
9450,2022,27,21,18:00 a 23:59,Noche,11,Domingo,Quiché,Pachalum,Ignorado,Hombre,53,50-54,50-54,50 - 54,Mayor,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,2,Lesionado,No internado,2
9451,2022,27,21,18:00 a 23:59,Noche,11,Domingo,Quiché,Pachalum,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,2,Lesionado,No internado,2
9452,2022,27,21,18:00 a 23:59,Noche,11,Domingo,Quiché,Pachalum,Ignorado,Hombre,40,40-44,40-44,40 - 44,Mayor,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,2,Lesionado,No internado,2
9453,2022,27,21,18:00 a 23:59,Noche,11,Domingo,Quiché,Pachalum,Ignorado,Mujer,40,40-44,40-44,40 - 44,Mayor,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,2,Lesionado,No internado,2
9454,2022,27,21,18:00 a 23:59,Noche,11,Domingo,Quiché,Pachalum,Ignorado,Mujer,40,40-44,40-44,40 - 44,Mayor,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,2,Lesionado,No internado,2
9455,2022,27,21,18:00 a 23:59,Noche,11,Domingo,Quiché,Pachalum,Ignorado,Mujer,14,Menor de 15,Menor de 15,10 - 14,Menor,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,2,Lesionado,No internado,2
9456,2022,27,21,18:00 a 23:59,Noche,11,Domingo,Quiché,Pachalum,Ignorado,Mujer,14,Menor de 15,Menor de 15,10 - 14,Menor,Bus urbano,Internacional,Amarillo,Ignorado,Ignorado,2,Lesionado,No internado,2
9457,2022,27,22,18:00 a 23:59,Noche,11,Domingo,Quiché,Santa Cruz del Quiché,2,Hombre,19,15-19,15-19,15 - 19,Mayor,Motocicleta,Honda,Ignorado,Ignorado,Ignorado,1,Lesionado,No internado,1
9458,2022,27,23,18:00 a 23:59,Noche,11,Domingo,Chimaltenango,San Andrés Itzapa,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Italika,Azul,2021,2020-2029,1,Lesionado,Internado,1
9459,2022,27,13,12:00 a 17:59,Tarde,11,Domingo,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,29,25-29,25-29,25 - 29,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,2,Lesionado,Internado,2
9460,2022,27,13,12:00 a 17:59,Tarde,11,Domingo,Sacatepéquez,San Bartolomé Milpas Altas,Ignorado,Hombre,9,Menor de 15,Menor de 15,5 - 9,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,2,Lesionado,Internado,2
9461,2022,27,22,18:00 a 23:59,Noche,11,Domingo,Sacatepéquez,Santa Lucía Milpas Altas,Ignorado,Mujer,35,35-39,35-39,35 - 39,Mayor,Automóvil,Mazda,Blanco,2021,2020-2029,2,Lesionado,Internado,2
9462,2022,27,22,18:00 a 23:59,Noche,11,Domingo,Sacatepéquez,Santa Lucía Milpas Altas,Ignorado,Mujer,33,30-34,30-34,30 - 34,Mayor,Automóvil,Mazda,Blanco,2021,2020-2029,2,Lesionado,Internado,2
9463,2022,27,22,18:00 a 23:59,Noche,11,Domingo,Sacatepéquez,Santa Lucía Milpas Altas,Ignorado,Mujer,8,Menor de 15,Menor de 15,5 - 9,Menor,Automóvil,Mazda,Blanco,2021,2020-2029,2,Lesionado,Internado,2
9464,2022,28,2,00:00 a 05:59,Mañana,11,Lunes,Guatemala,Guatemala,6,Hombre,39,35-39,35-39,35 - 39,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,6,Lesionado,Internado,6
9465,2022,28,20,18:00 a 23:59,Noche,11,Lunes,Guatemala,Guatemala,18,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Honda,Negro,2020,2020-2029,1,Lesionado,Internado,1
9466,2022,28,17,12:00 a 17:59,Tarde,11,Lunes,Guatemala,San Pedro Sacatepéquez,Ignorado,Hombre,53,50-54,50-54,50 - 54,Mayor,Camioneta,Mitsubishi,Corinto,2009,2000-2009,2,Lesionado,Internado,2
9467,2022,28,20,18:00 a 23:59,Noche,11,Lunes,Guatemala,Mixco,2,Hombre,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,6,Lesionado,Internado,6
9468,2022,28,6,06:00 a 11:59,Mañana,11,Lunes,Escuintla,Escuintla,Ignorado,Hombre,29,25-29,25-29,25 - 29,Mayor,Motocicleta,United Motors (UM),Negro,Ignorado,Ignorado,1,Fallecido,No internado,1
9469,2022,28,7,06:00 a 11:59,Mañana,11,Lunes,Santa Rosa,Barberena,Ignorado,Mujer,32,30-34,30-34,30 - 34,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
9470,2022,28,7,06:00 a 11:59,Mañana,11,Lunes,Santa Rosa,Barberena,Ignorado,Hombre,37,35-39,35-39,35 - 39,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,1,Fallecido,No internado,1
9471,2022,28,23,18:00 a 23:59,Noche,11,Lunes,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Verde,Ignorado,Ignorado,2,Fallecido,No internado,2
9472,2022,28,23,18:00 a 23:59,Noche,11,Lunes,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Verde,Ignorado,Ignorado,2,Fallecido,No internado,2
9473,2022,28,23,18:00 a 23:59,Noche,11,Lunes,Santa Rosa,Cuilapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Camión,Ignorado,Verde,Ignorado,Ignorado,2,Fallecido,No internado,2
9474,2022,28,23,18:00 a 23:59,Noche,11,Lunes,Santa Rosa,Cuilapa,Ignorado,Hombre,27,25-29,25-29,25 - 29,Mayor,Camión,Ignorado,Verde,Ignorado,Ignorado,2,Lesionado,Internado,2
9475,2022,28,23,18:00 a 23:59,Noche,11,Lunes,Santa Rosa,Cuilapa,Ignorado,Hombre,20,20-24,20-24,20 - 24,Mayor,Camión,Ignorado,Verde,Ignorado,Ignorado,2,Lesionado,Internado,2
9476,2022,28,23,18:00 a 23:59,Noche,11,Lunes,Santa Rosa,Cuilapa,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Camión,Ignorado,Verde,Ignorado,Ignorado,2,Lesionado,Internado,2
9477,2022,28,23,18:00 a 23:59,Noche,11,Lunes,Santa Rosa,Cuilapa,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Camión,Ignorado,Verde,Ignorado,Ignorado,2,Lesionado,Internado,2
9478,2022,28,17,12:00 a 17:59,Tarde,11,Lunes,Quetzaltenango,Quetzaltenango,9,Mujer,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Honda,Negro,2021,2020-2029,1,Lesionado,Internado,1
9479,2022,28,8,06:00 a 11:59,Mañana,11,Lunes,Alta Verapaz,Chisec,Ignorado,Hombre,10,Menor de 15,Menor de 15,10 - 14,Menor,Pick up,Toyota,Azul,1991,1990-1999,1,Lesionado,Internado,1
9480,2022,28,8,06:00 a 11:59,Mañana,11,Lunes,Alta Verapaz,Chisec,Ignorado,Mujer,36,35-39,35-39,35 - 39,Mayor,Pick up,Toyota,Azul,1991,1990-1999,1,Lesionado,Internado,1
9481,2022,28,8,06:00 a 11:59,Mañana,11,Lunes,Alta Verapaz,Cobán,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Motocicleta,Serpento,Negro,2021,2020-2029,1,Lesionado,Internado,1
9482,2022,28,21,18:00 a 23:59,Noche,11,Lunes,El Progreso,San Agustín Acasaguastlán,Ignorado,Hombre,37,35-39,35-39,35 - 39,Mayor,Motocicleta,Suzuki,Negro,2023,2020-2029,1,Lesionado,Internado,1
9483,2022,28,22,18:00 a 23:59,Noche,11,Lunes,Petén,San Benito,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,6,Lesionado,Internado,6
9484,2022,28,17,12:00 a 17:59,Tarde,11,Lunes,Quiché,San Miguel Uspantán,Ignorado,Mujer,55,55-59,55-59,55 - 59,Mayor,Pick up,Toyota,Rojo,1991,1990-1999,1,Lesionado,Internado,1
9485,2022,28,17,12:00 a 17:59,Tarde,11,Lunes,Quiché,San Miguel Uspantán,Ignorado,Hombre,67,65-69,60 y más,65 - 69,Mayor,Pick up,Toyota,Rojo,1991,1990-1999,1,Lesionado,Internado,1
9486,2022,28,17,12:00 a 17:59,Tarde,11,Lunes,Quiché,San Miguel Uspantán,Ignorado,Mujer,19,15-19,15-19,15 - 19,Mayor,Pick up,Toyota,Rojo,1991,1990-1999,1,Lesionado,Internado,1
9487,2022,28,17,12:00 a 17:59,Tarde,11,Lunes,Quiché,San Miguel Uspantán,Ignorado,Mujer,50,50-54,50-54,50 - 54,Mayor,Pick up,Toyota,Rojo,1991,1990-1999,1,Lesionado,Internado,1
9488,2022,28,17,12:00 a 17:59,Tarde,11,Lunes,Quiché,San Miguel Uspantán,Ignorado,Hombre,73,70-74,60 y más,70 - 74,Mayor,Pick up,Toyota,Rojo,1991,1990-1999,1,Lesionado,Internado,1
9489,2022,28,17,12:00 a 17:59,Tarde,11,Lunes,Quiché,San Miguel Uspantán,Ignorado,Hombre,58,55-59,55-59,55 - 59,Mayor,Microbús,Toyota,Verde,Ignorado,Ignorado,1,Lesionado,Internado,1
9490,2022,28,17,12:00 a 17:59,Tarde,11,Lunes,Quiché,San Miguel Uspantán,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Microbús,Toyota,Verde,Ignorado,Ignorado,1,Lesionado,Internado,1
9491,2022,28,17,12:00 a 17:59,Tarde,11,Lunes,Quiché,San Miguel Uspantán,Ignorado,Hombre,10,Menor de 15,Menor de 15,10 - 14,Menor,Microbús,Toyota,Verde,Ignorado,Ignorado,1,Lesionado,Internado,1
9492,2022,28,0,00:00 a 05:59,Mañana,11,Lunes,Quiché,Santa Cruz del Quiché,Ignorado,Hombre,3,Menor de 15,Menor de 15,0 - 4,Menor,Moto taxi,Ignorado,Rojo,Ignorado,Ignorado,3,Fallecido,No internado,3
9493,2022,28,11,06:00 a 11:59,Mañana,11,Lunes,Chimaltenango,Chimaltenango,Ignorado,Hombre,39,35-39,35-39,35 - 39,Mayor,Cuatrimoto,Bajaj,Rojo,2018,2010-2019,1,Lesionado,No internado,1
9494,2022,28,19,18:00 a 23:59,Noche,11,Lunes,Sacatepéquez,Santa Lucía Milpas Altas,2,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Bajaj,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
9495,2022,29,23,18:00 a 23:59,Noche,11,Martes,Guatemala,Guatemala,8,Hombre,25,25-29,25-29,25 - 29,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,1,Fallecido,No internado,1
9496,2022,29,23,18:00 a 23:59,Noche,11,Martes,Guatemala,Guatemala,8,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Italika,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
9497,2022,29,9,06:00 a 11:59,Mañana,11,Martes,Guatemala,Guatemala,1,Hombre,36,35-39,35-39,35 - 39,Mayor,Motocicleta,Haojue,Corinto,2022,2020-2029,1,Lesionado,Internado,1
9498,2022,29,7,06:00 a 11:59,Mañana,11,Martes,Guatemala,Palencia,Ignorado,Hombre,44,40-44,40-44,40 - 44,Mayor,Camión,Isuzu,Celeste,Ignorado,Ignorado,2,Fallecido,No internado,2
9499,2022,29,20,18:00 a 23:59,Noche,11,Martes,Guatemala,Santa Catarina Pinula,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
9500,2022,29,9,06:00 a 11:59,Mañana,11,Martes,Guatemala,Guatemala,11,Hombre,15,15-19,15-19,15 - 19,Menor,Pick up,Ford,Corinto,1997,1990-1999,1,Lesionado,Internado,1
9501,2022,29,17,12:00 a 17:59,Tarde,11,Martes,Guatemala,Villa Nueva,12,Hombre,40,40-44,40-44,40 - 44,Mayor,Motocicleta,Movesa,Azul,Ignorado,Ignorado,1,Fallecido,No internado,1
9502,2022,29,4,00:00 a 05:59,Mañana,11,Martes,Guatemala,Villa Nueva,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Mitsubishi,Azul,Ignorado,Ignorado,1,Lesionado,Internado,1
9503,2022,29,11,06:00 a 11:59,Mañana,11,Martes,Jutiapa,El Progreso,Ignorado,Hombre,36,35-39,35-39,35 - 39,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,1,Lesionado,Internado,1
9504,2022,29,10,06:00 a 11:59,Mañana,11,Martes,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Automóvil,Honda,Blanco,Ignorado,Ignorado,1,Lesionado,Internado,1
9505,2022,29,16,12:00 a 17:59,Tarde,11,Martes,Escuintla,Palín,Ignorado,Hombre,16,15-19,15-19,15 - 19,Menor,Motocicleta,Suzuki,Azul,Ignorado,Ignorado,1,Lesionado,Internado,1
9506,2022,29,10,06:00 a 11:59,Mañana,11,Martes,Escuintla,Escuintla,Ignorado,Hombre,40,40-44,40-44,40 - 44,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,6,Lesionado,Internado,6
9507,2022,29,17,12:00 a 17:59,Tarde,11,Martes,Santa Rosa,Santa Rosa de Lima,Ignorado,Hombre,39,35-39,35-39,35 - 39,Mayor,Motocicleta,Italika,Azul,Ignorado,Ignorado,1,Fallecido,No internado,1
9508,2022,29,12,12:00 a 17:59,Tarde,11,Martes,Retalhuleu,Retalhuleu,Ignorado,Mujer,20,20-24,20-24,20 - 24,Mayor,Motocicleta,Movesa,Rojo,2020,2020-2029,1,Lesionado,Internado,1
9509,2022,29,12,12:00 a 17:59,Tarde,11,Martes,Retalhuleu,Retalhuleu,Ignorado,Mujer,72,70-74,60 y más,70 - 74,Mayor,Motocicleta,Movesa,Rojo,2020,2020-2029,1,Lesionado,Internado,1
