﻿﻿num_corre,año_ocu,día_ocu,hora_ocu,g_hora,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve,fall_les,int_o_noint,tipo_eve_cod
5198,2022,12,19,18:00 a 23:59,Noche,6,Domingo,Petén,Sayaxché,Ignorado,Hombre,32,30-34,30-34,30 - 34,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5199,2022,13,14,12:00 a 17:59,Tarde,6,Lunes,Guatemala,Guatemala,11,Hombre,22,20-24,20-24,20 - 24,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5200,2022,13,0,00:00 a 05:59,Mañana,6,Lunes,Guatemala,Amatitlán,Ignorado,Hombre,28,25-29,25-29,25 - 29,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5201,2022,13,0,00:00 a 05:59,Mañana,6,Lunes,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5202,2022,13,13,12:00 a 17:59,Tarde,6,Lunes,Guatemala,Villa Nueva,Ignorado,Hombre,55,55-59,55-59,55 - 59,Mayor,Cabezal,Freightliner,Negro,Ignorado,Ignorado,5,Lesionado,Internado,5
5203,2022,13,15,12:00 a 17:59,Tarde,6,Lunes,Quetzaltenango,Coatepeque,Ignorado,Hombre,40,40-44,40-44,40 - 44,Mayor,Bus urbano,Ignorado,Blanco,2006,2000-2009,5,Lesionado,Internado,5
5204,2022,14,20,18:00 a 23:59,Noche,6,Martes,Guatemala,Mixco,2,Hombre,28,25-29,25-29,25 - 29,Mayor,Automóvil,Toyota,Ignorado,2007,2000-2009,5,Lesionado,Internado,5
5205,2022,14,21,18:00 a 23:59,Noche,6,Martes,Suchitepéquez,San José La Máquina,Ignorado,Hombre,51,50-54,50-54,50 - 54,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5206,2022,15,5,00:00 a 05:59,Mañana,6,Miercoles,Jutiapa,Moyuta,Ignorado,Hombre,52,50-54,50-54,50 - 54,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5207,2022,15,6,06:00 a 11:59,Mañana,6,Miercoles,Totonicapán,Totonicapán,Ignorado,Hombre,44,40-44,40-44,40 - 44,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5208,2022,15,0,00:00 a 05:59,Mañana,6,Miercoles,Quiché,San Andrés Sajcabajá,Ignorado,Hombre,37,35-39,35-39,35 - 39,Mayor,Motocicleta,Honda,Negro,Ignorado,Ignorado,5,Lesionado,No internado,5
5209,2022,15,7,06:00 a 11:59,Mañana,6,Miercoles,Guatemala,Guatemala,13,Mujer,40,40-44,40-44,40 - 44,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5210,2022,15,10,06:00 a 11:59,Mañana,6,Miercoles,Guatemala,Guatemala,12,Hombre,21,20-24,20-24,20 - 24,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5211,2022,16,18,18:00 a 23:59,Noche,6,Jueves,Guatemala,Guatemala,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,No internado,5
5212,2022,16,16,12:00 a 17:59,Tarde,6,Jueves,Alta Verapaz,Panzós,12,Hombre,38,35-39,35-39,35 - 39,Mayor,Motocicleta,Honda,Negro,2013,2010-2019,5,Fallecido,No internado,5
5213,2022,16,23,18:00 a 23:59,Noche,6,Jueves,Guatemala,Guatemala,11,Hombre,33,30-34,30-34,30 - 34,Mayor,Motocicleta,Serpento,Negro,Ignorado,Ignorado,5,Lesionado,Internado,5
5214,2022,16,23,18:00 a 23:59,Noche,6,Jueves,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5215,2022,17,2,00:00 a 05:59,Mañana,6,Viernes,Guatemala,Guatemala,1,Hombre,23,20-24,20-24,20 - 24,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5216,2022,17,20,18:00 a 23:59,Noche,6,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,61,60-64,60 y más,60 - 64,Mayor,Microbús,Mazda,Blanco,2012,2010-2019,5,Lesionado,Internado,5
5217,2022,17,18,18:00 a 23:59,Noche,6,Viernes,Jalapa,Mataquescuintla,2,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Bajaj,Negro,Ignorado,Ignorado,5,Lesionado,Internado,5
5218,2022,17,20,18:00 a 23:59,Noche,6,Viernes,Totonicapán,San Cristóbal Totonicapán,Ignorado,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5219,2022,17,17,12:00 a 17:59,Tarde,6,Viernes,Izabal,Morales,Ignorado,Hombre,43,40-44,40-44,40 - 44,Mayor,Cabezal,Ignorado,Blanco,Ignorado,Ignorado,5,Lesionado,Internado,5
5220,2022,17,23,18:00 a 23:59,Noche,6,Viernes,Izabal,Puerto Barrios,Ignorado,Hombre,26,25-29,25-29,25 - 29,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5221,2022,17,6,06:00 a 11:59,Mañana,6,Viernes,Sacatepéquez,Antigua Guatemala,Ignorado,Hombre,35,35-39,35-39,35 - 39,Mayor,Bicicleta,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5222,2022,18,1,00:00 a 05:59,Mañana,6,Sabado,Guatemala,Guatemala,9,Hombre,20,20-24,20-24,20 - 24,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5223,2022,18,1,00:00 a 05:59,Mañana,6,Sabado,Guatemala,Villa Nueva,10,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5224,2022,18,23,18:00 a 23:59,Noche,6,Sabado,Escuintla,Escuintla,1,Mujer,57,55-59,55-59,55 - 59,Mayor,Motocicleta,Yamaha,Rojo,Ignorado,Ignorado,5,Lesionado,Internado,5
5225,2022,18,23,18:00 a 23:59,Noche,6,Sabado,Escuintla,Escuintla,1,Hombre,34,30-34,30-34,30 - 34,Mayor,Motocicleta,Yamaha,Rojo,Ignorado,Ignorado,5,Lesionado,Internado,5
5226,2022,18,9,06:00 a 11:59,Mañana,6,Sabado,San Marcos,San Pedro Sacatepéquez,3,Hombre,40,40-44,40-44,40 - 44,Mayor,Motocicleta,Bajaj,Rojo,Ignorado,Ignorado,5,Lesionado,Internado,5
5227,2022,19,21,18:00 a 23:59,Noche,6,Domingo,Guatemala,Mixco,6,Hombre,23,20-24,20-24,20 - 24,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,5,Lesionado,Internado,5
5228,2022,19,21,18:00 a 23:59,Noche,6,Domingo,Guatemala,Mixco,6,Hombre,28,25-29,25-29,25 - 29,Mayor,Automóvil,Honda,Gris,Ignorado,Ignorado,5,Lesionado,Internado,5
5229,2022,19,20,18:00 a 23:59,Noche,6,Domingo,Jutiapa,Jutiapa,Ignorado,Mujer,4,Menor de 15,Menor de 15,0 - 4,Menor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5230,2022,19,0,00:00 a 05:59,Mañana,6,Domingo,Santa Rosa,Oratorio,Ignorado,Mujer,33,30-34,30-34,30 - 34,Mayor,Motocicleta,Suzuki,Negro,Ignorado,Ignorado,5,Lesionado,Internado,5
5231,2022,19,12,12:00 a 17:59,Tarde,6,Domingo,Baja Verapaz,Salamá,2,Hombre,45,45-49,45-49,45 - 49,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5232,2022,19,21,18:00 a 23:59,Noche,6,Domingo,Sololá,Santa Lucía Utatlán,Ignorado,Hombre,38,35-39,35-39,35 - 39,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5233,2022,20,0,00:00 a 05:59,Mañana,6,Lunes,Guatemala,Mixco,2,Hombre,62,60-64,60 y más,60 - 64,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5234,2022,20,17,12:00 a 17:59,Tarde,6,Lunes,Guatemala,Villa Nueva,12,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5235,2022,20,14,12:00 a 17:59,Tarde,6,Lunes,Guatemala,Mixco,6,Mujer,61,60-64,60 y más,60 - 64,Mayor,Motocicleta,Honda,Negro,2002,2000-2009,5,Lesionado,Internado,5
5236,2022,20,3,00:00 a 05:59,Mañana,6,Lunes,Alta Verapaz,Chisec,Ignorado,Mujer,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Suzuki,Rojo,Ignorado,Ignorado,5,Lesionado,Internado,5
5237,2022,20,17,12:00 a 17:59,Tarde,6,Lunes,Sacatepéquez,Jocotenango,4,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Camión,Mercedes Benz,Amarillo,2002,2000-2009,5,Fallecido,No internado,5
5238,2022,21,22,18:00 a 23:59,Noche,6,Martes,Guatemala,Guatemala,3,Hombre,35,35-39,35-39,35 - 39,Mayor,Camioneta,Ignorado,Negro,Ignorado,Ignorado,5,Fallecido,No internado,5
5239,2022,21,14,12:00 a 17:59,Tarde,6,Martes,Guatemala,Guatemala,10,Hombre,67,65-69,60 y más,65 - 69,Mayor,Motocicleta,Suzuki,Negro,2021,2020-2029,5,Lesionado,Internado,5
5240,2022,21,10,06:00 a 11:59,Mañana,6,Martes,Guatemala,Guatemala,13,Hombre,27,25-29,25-29,25 - 29,Mayor,Motocicleta,Hero Hunk,Negro,Ignorado,Ignorado,5,Fallecido,No internado,5
5241,2022,21,8,06:00 a 11:59,Mañana,6,Martes,Jalapa,Jalapa,6,Hombre,57,55-59,55-59,55 - 59,Mayor,Motocicleta,Italika,Rojo,2010,2010-2019,5,Lesionado,Internado,5
5242,2022,21,5,00:00 a 05:59,Mañana,6,Martes,Retalhuleu,San Martín Zapotitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5243,2022,22,22,18:00 a 23:59,Noche,6,Miercoles,Guatemala,Guatemala,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Ignorado,Negro,Ignorado,Ignorado,5,Fallecido,No internado,5
5244,2022,22,12,12:00 a 17:59,Tarde,6,Miercoles,Guatemala,Mixco,2,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Italika,Negro,2019,2010-2019,5,Lesionado,Internado,5
5245,2022,22,15,12:00 a 17:59,Tarde,6,Miercoles,Zacapa,Teculután,Ignorado,Hombre,16,15-19,15-19,15 - 19,Menor,Automóvil,Toyota,Celeste,Ignorado,Ignorado,5,Lesionado,Internado,5
5246,2022,22,2,00:00 a 05:59,Mañana,6,Miercoles,Suchitepéquez,San Bernardino,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5247,2022,22,17,12:00 a 17:59,Tarde,6,Miercoles,Quiché,Ixcán,Ignorado,Hombre,5,Menor de 15,Menor de 15,5 - 9,Menor,Moto taxi,Ignorado,Rojo,2016,2010-2019,5,Fallecido,No internado,5
5248,2022,22,6,06:00 a 11:59,Mañana,6,Miercoles,Sacatepéquez,Antigua Guatemala,Ignorado,Mujer,28,25-29,25-29,25 - 29,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5249,2022,22,6,06:00 a 11:59,Mañana,6,Miercoles,Sacatepéquez,San Lucas Sacatepéquez,Ignorado,Mujer,28,25-29,25-29,25 - 29,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5250,2022,23,21,18:00 a 23:59,Noche,6,Jueves,Guatemala,Guatemala,18,Mujer,62,60-64,60 y más,60 - 64,Mayor,Automóvil,Hyundai,Azul,Ignorado,Ignorado,5,Lesionado,Internado,5
5251,2022,23,19,18:00 a 23:59,Noche,6,Jueves,Guatemala,Guatemala,18,Hombre,35,35-39,35-39,35 - 39,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5252,2022,23,9,06:00 a 11:59,Mañana,6,Jueves,Guatemala,San José Pinula,Ignorado,Mujer,20,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,2011,2010-2019,5,Lesionado,Internado,5
5253,2022,23,9,06:00 a 11:59,Mañana,6,Jueves,Guatemala,San José Pinula,Ignorado,Mujer,20,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,5,Lesionado,Internado,5
5254,2022,23,19,18:00 a 23:59,Noche,6,Jueves,Guatemala,Amatitlán,Ignorado,Hombre,4,Menor de 15,Menor de 15,0 - 4,Menor,Automóvil,Toyota,Gris,Ignorado,Ignorado,5,Lesionado,Internado,5
5255,2022,23,19,18:00 a 23:59,Noche,6,Jueves,Guatemala,Mixco,11,Mujer,54,50-54,50-54,50 - 54,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,No internado,5
5256,2022,23,14,12:00 a 17:59,Tarde,6,Jueves,Huehuetenango,La Democracia,Ignorado,Mujer,29,25-29,25-29,25 - 29,Mayor,Pick up,Toyota,Ignorado,2002,2000-2009,5,Lesionado,Internado,5
5257,2022,24,20,18:00 a 23:59,Noche,6,Viernes,Guatemala,Guatemala,18,Hombre,57,55-59,55-59,55 - 59,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5258,2022,24,0,00:00 a 05:59,Mañana,6,Viernes,Guatemala,Guatemala,7,Hombre,37,35-39,35-39,35 - 39,Mayor,Automóvil,Ignorado,Blanco,Ignorado,Ignorado,5,Lesionado,Internado,5
5259,2022,24,21,18:00 a 23:59,Noche,6,Viernes,Guatemala,Guatemala,7,Hombre,50,50-54,50-54,50 - 54,Mayor,Motocicleta,Italika,Negro,2016,2010-2019,5,Lesionado,Internado,5
5260,2022,24,22,18:00 a 23:59,Noche,6,Viernes,Guatemala,Guatemala,7,Hombre,25,25-29,25-29,25 - 29,Mayor,Camioneta,Ignorado,Blanco,Ignorado,Ignorado,5,Lesionado,Internado,5
5261,2022,24,20,18:00 a 23:59,Noche,6,Viernes,Santa Rosa,Cuilapa,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Camioneta,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5262,2022,25,20,18:00 a 23:59,Noche,6,Sabado,Guatemala,Guatemala,7,Hombre,28,25-29,25-29,25 - 29,Mayor,Motocicleta,Bajaj,Negro,2022,2020-2029,5,Lesionado,Internado,5
5263,2022,25,16,12:00 a 17:59,Tarde,6,Sabado,Jalapa,Jalapa,Ignorado,Hombre,45,45-49,45-49,45 - 49,Mayor,Pick up,Toyota,Gris,1987,1980-1989,5,Lesionado,Internado,5
5264,2022,26,20,18:00 a 23:59,Noche,6,Domingo,Guatemala,Guatemala,24,Hombre,62,60-64,60 y más,60 - 64,Mayor,Automóvil,Mazda,Gris,2014,2010-2019,5,Lesionado,Internado,5
5265,2022,26,17,12:00 a 17:59,Tarde,6,Domingo,Guatemala,Guatemala,11,Hombre,34,30-34,30-34,30 - 34,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5266,2022,26,19,18:00 a 23:59,Noche,6,Domingo,Jutiapa,San José Acatempa,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,No internado,5
5267,2022,26,20,18:00 a 23:59,Noche,6,Domingo,Escuintla,Tiquisate,Ignorado,Hombre,25,25-29,25-29,25 - 29,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5268,2022,26,12,12:00 a 17:59,Tarde,6,Domingo,Alta Verapaz,Cobán,Ignorado,Hombre,12,Menor de 15,Menor de 15,10 - 14,Menor,Pick up,Ignorado,Corinto,Ignorado,Ignorado,5,Lesionado,No internado,5
5269,2022,26,12,12:00 a 17:59,Tarde,6,Domingo,Alta Verapaz,Cobán,Ignorado,Hombre,12,Menor de 15,Menor de 15,10 - 14,Menor,Pick up,Ignorado,Corinto,Ignorado,Ignorado,5,Lesionado,No internado,5
5270,2022,26,12,12:00 a 17:59,Tarde,6,Domingo,Alta Verapaz,Cobán,Ignorado,Hombre,11,Menor de 15,Menor de 15,10 - 14,Menor,Pick up,Ignorado,Corinto,Ignorado,Ignorado,5,Lesionado,No internado,5
5271,2022,27,7,06:00 a 11:59,Mañana,6,Lunes,Jutiapa,San José Acatempa,Ignorado,Hombre,62,60-64,60 y más,60 - 64,Mayor,Automóvil,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5272,2022,27,17,12:00 a 17:59,Tarde,6,Lunes,Guatemala,Villa Nueva,12,Hombre,50,50-54,50-54,50 - 54,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,Internado,5
5273,2022,27,17,12:00 a 17:59,Tarde,6,Lunes,Guatemala,Villa Nueva,12,Hombre,50,50-54,50-54,50 - 54,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5274,2022,28,12,12:00 a 17:59,Tarde,6,Martes,Guatemala,Amatitlán,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5275,2022,28,12,12:00 a 17:59,Tarde,6,Martes,Guatemala,Amatitlán,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5276,2022,28,14,12:00 a 17:59,Tarde,6,Martes,Guatemala,Amatitlán,Ignorado,Hombre,57,55-59,55-59,55 - 59,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5277,2022,28,16,12:00 a 17:59,Tarde,6,Martes,Jutiapa,Zapotitlán,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5278,2022,28,7,06:00 a 11:59,Mañana,6,Martes,Suchitepéquez,Río Bravo,Ignorado,Hombre,23,20-24,20-24,20 - 24,Mayor,Pick up,Toyota,Negro,Ignorado,Ignorado,5,Lesionado,No internado,5
5279,2022,28,22,18:00 a 23:59,Noche,6,Martes,Quiché,Chicamán,Ignorado,Hombre,30,30-34,30-34,30 - 34,Mayor,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5280,2022,28,23,18:00 a 23:59,Noche,6,Martes,Chimaltenango,Santa Cruz Balanyá,Ignorado,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Cabezal,Ignorado,Ignorado,Ignorado,Ignorado,5,Fallecido,No internado,5
5281,2022,28,12,12:00 a 17:59,Tarde,6,Martes,Sacatepéquez,Santo Domingo Xenacoj,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,No internado,5
5282,2022,28,12,12:00 a 17:59,Tarde,6,Martes,Sacatepéquez,Santo Domingo Xenacoj,Ignorado,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Pick up,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,No internado,5
5283,2022,29,17,12:00 a 17:59,Tarde,6,Miercoles,Guatemala,Guatemala,8,Hombre,55,55-59,55-59,55 - 59,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5284,2022,29,19,18:00 a 23:59,Noche,6,Miercoles,Guatemala,Guatemala,7,Hombre,37,35-39,35-39,35 - 39,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5285,2022,29,21,18:00 a 23:59,Noche,6,Miercoles,Guatemala,Villa Nueva,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Cabezal,Freightliner,Rojo,Ignorado,Ignorado,5,Lesionado,No internado,5
5286,2022,29,17,12:00 a 17:59,Tarde,6,Miercoles,Guatemala,Villa Canales,Ignorado,Hombre,12,Menor de 15,Menor de 15,10 - 14,Menor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,No internado,5
5287,2022,29,22,18:00 a 23:59,Noche,6,Miercoles,Jutiapa,Zapotitlán,Ignorado,Mujer,26,25-29,25-29,25 - 29,Mayor,Camioneta,Hyundai,Gris,2005,2000-2009,5,Lesionado,No internado,5
5288,2022,29,23,18:00 a 23:59,Noche,6,Miercoles,Retalhuleu,San Andrés Villa Seca,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Pick up,Ignorado,Gris,Ignorado,Ignorado,5,Lesionado,Internado,5
5289,2022,29,23,18:00 a 23:59,Noche,6,Miercoles,Retalhuleu,San Andrés Villa Seca,Ignorado,Hombre,6,Menor de 15,Menor de 15,5 - 9,Menor,Pick up,Ignorado,Gris,Ignorado,Ignorado,5,Lesionado,Internado,5
5290,2022,29,23,18:00 a 23:59,Noche,6,Miercoles,Retalhuleu,San Andrés Villa Seca,Ignorado,Hombre,19,15-19,15-19,15 - 19,Mayor,Pick up,Ignorado,Gris,Ignorado,Ignorado,5,Lesionado,Internado,5
5291,2022,30,12,12:00 a 17:59,Tarde,6,Jueves,Guatemala,Guatemala,7,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5292,2022,30,21,18:00 a 23:59,Noche,6,Jueves,Guatemala,Villa Nueva,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Cabezal,Freightliner,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5293,2022,30,21,18:00 a 23:59,Noche,6,Jueves,Guatemala,Mixco,1,Hombre,67,65-69,60 y más,65 - 69,Mayor,Motocicleta,Freedom,Ignorado,2022,2020-2029,5,Lesionado,Internado,5
5294,2022,30,18,18:00 a 23:59,Noche,6,Jueves,Escuintla,San José,Ignorado,Mujer,22,20-24,20-24,20 - 24,Mayor,Ignorado,Ignorado,Ignorado,Ignorado,Ignorado,5,Lesionado,Internado,5
5295,2022,1,1,00:00 a 05:59,Mañana,7,Viernes,Guatemala,Guatemala,3,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Pick up,Toyota,Azul,2019,2010-2019,1,Lesionado,No internado,1
5296,2022,1,2,00:00 a 05:59,Mañana,7,Viernes,Guatemala,Palencia,Ignorado,Hombre,24,20-24,20-24,20 - 24,Mayor,Motocicleta,Hero Hunk,Negro,2021,2020-2029,6,Lesionado,Internado,6
5297,2022,1,13,12:00 a 17:59,Tarde,7,Viernes,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Ignorado,Ignorado,Ignorado,1,Lesionado,Internado,1
5298,2022,1,22,18:00 a 23:59,Noche,7,Viernes,Guatemala,Guatemala,7,Hombre,18,15-19,15-19,15 - 19,Mayor,Motocicleta,Ignorado,Verde,Ignorado,Ignorado,1,Lesionado,Internado,1
5299,2022,1,22,18:00 a 23:59,Noche,7,Viernes,Guatemala,Guatemala,7,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Mayor,Motocicleta,Ignorado,Verde,Ignorado,Ignorado,1,Lesionado,Internado,1
5300,2022,1,13,12:00 a 17:59,Tarde,7,Viernes,Guatemala,Villa Canales,Ignorado,Hombre,46,45-49,45-49,45 - 49,Mayor,Camión,Ignorado,Ignorado,Ignorado,Ignorado,1,Fallecido,No internado,1
5301,2022,1,23,18:00 a 23:59,Noche,7,Viernes,Guatemala,Mixco,7,Hombre,30,30-34,30-34,30 - 34,Mayor,Motocicleta,Bajaj,Blanco,2021,2020-2029,1,Fallecido,No internado,1
5302,2022,1,9,06:00 a 11:59,Mañana,7,Viernes,Escuintla,Escuintla,1,Hombre,26,25-29,25-29,25 - 29,Mayor,Motocicleta,X-bow KRM,Gris,Ignorado,Ignorado,1,Lesionado,Internado,1
5303,2022,1,9,06:00 a 11:59,Mañana,7,Viernes,Escuintla,Escuintla,1,Hombre,21,20-24,20-24,20 - 24,Mayor,Motocicleta,Freedom,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
5304,2022,1,19,18:00 a 23:59,Noche,7,Viernes,Escuintla,Escuintla,Ignorado,Mujer,22,20-24,20-24,20 - 24,Mayor,Motocicleta,Italika,Rojo,Ignorado,Ignorado,1,Lesionado,Internado,1
5305,2022,1,18,18:00 a 23:59,Noche,7,Viernes,Escuintla,Siquinalá,Ignorado,Mujer,32,30-34,30-34,30 - 34,Mayor,Automóvil,Toyota,Gris,2004,2000-2009,3,Lesionado,Internado,3
5306,2022,1,18,18:00 a 23:59,Noche,7,Viernes,Escuintla,Siquinalá,Ignorado,Mujer,58,55-59,55-59,55 - 59,Mayor,Automóvil,Toyota,Gris,2004,2000-2009,3,Lesionado,Internado,3
5307,2022,1,18,18:00 a 23:59,Noche,7,Viernes,Escuintla,Siquinalá,Ignorado,Mujer,14,Menor de 15,Menor de 15,10 - 14,Menor,Automóvil,Toyota,Gris,2004,2000-2009,3,Lesionado,Internado,3
5308,2022,1,18,18:00 a 23:59,Noche,7,Viernes,Escuintla,Siquinalá,Ignorado,Mujer,9,Menor de 15,Menor de 15,5 - 9,Menor,Automóvil,Toyota,Gris,2004,2000-2009,3,Lesionado,Internado,3
5309,2022,1,15,12:00 a 17:59,Tarde,7,Viernes,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,35,35-39,35-39,35 - 39,Mayor,Motocicleta,Vento,Café,Ignorado,Ignorado,6,Lesionado,Internado,6
5310,2022,1,15,12:00 a 17:59,Tarde,7,Viernes,Escuintla,Santa Lucía Cotzumalguapa,Ignorado,Hombre,47,45-49,45-49,45 - 49,Mayor,Motocicleta,Vento,Café,Ignorado,Ignorado,6,Fallecido,No internado,6
5311,2022,1,23,18:00 a 23:59,Noche,7,Viernes,Baja Verapaz,Salamá,Ignorado,Mujer,40,40-44,40-44,40 - 44,Mayor,Motocicleta,Freedom,Anaranjado,Ignorado,Ignorado,1,Lesionado,Internado,1
